rep,id,g,d,P0
4,186,31.0897,0.371151,72.0678
1,187,21.7654,0.637086,52.251
2,187,26.646,0.582808,45.8464
3,187,19.0856,0.55993,42.0709
4,187,24.0199,0.631744,61.2246
1,188,45.2621,0.479386,89.7113
2,188,44.3958,0.468539,72.6343
3,188,32.4577,0.337283,87.4498
4,188,41.6505,0.441613,87.618
1,189,30.6755,0.37401,93.778
2,189,29.1919,0.297628,90.9297
3,189,28.219,0.321527,80.8431
4,189,29.3399,0.336426,85.778
1,190,34.8152,0.408102,23.6156
2,190,50.2478,0.609095,36.21
3,190,29.8495,0.406082,38.3692
4,190,32.87,0.368349,23.567
1,191,33.4175,0.352003,17.7483
2,191,40.9539,0.662275,22.9129
3,191,30.3699,0.411177,20.5435
4,191,36.6434,0.524185,23.0778
1,192,44.4925,0.341537,38.9691
2,192,51.3032,0.374503,30.9996
3,192,51.1015,0.396981,22.7977
4,192,41.8391,0.306823,35.1864
1,193,28.9042,0.385749,11.4932
2,193,23.9496,0.339266,8.88736
3,193,29.0166,0.333288,12.268
4,193,24.4027,0.324355,21.6082
1,194,53.4461,0.571479,50.8827
2,194,31.8638,0.255351,54.5579
3,194,31.0224,0.255061,47.4609
4,194,45.4352,0.403069,43.8307
1,195,35.6936,0.318781,59.0799
2,195,30.6004,0.241126,54.9269
3,195,42.1748,0.374604,43.8867
4,195,45.0481,0.426021,64.9475
1,196,36.1195,0.366679,26.0694
2,196,40.9028,0.354115,17.6622
3,196,34.7919,0.393166,33.8364
4,196,28.6866,0.235856,39.3428
1,197,25.6261,0.380549,62.0832
2,197,33.2699,0.496435,63.6927
3,197,32.4244,0.467068,61.5822
4,197,24.3877,0.334065,70.7949
1,198,30.9334,0.247318,25.957
2,198,38.2382,0.332157,20.8487
3,198,44.3584,0.328456,26.0225
4,198,44.1358,0.361604,19.1177
1,199,36.7058,0.467114,19.9585
2,199,28.652,0.418445,25.7793
3,199,36.4672,0.449403,23.1129
4,199,34.0392,0.581391,17.1097
1,200,39.623,0.400199,28.3329
2,200,34.9835,0.393529,32.4787
3,200,27.6621,0.283053,38.731
4,200,29.592,0.301188,30.2818
1,201,40.4601,0.362019,32.8694
2,201,35.6083,0.31923,50.6077
3,201,37.7821,0.398102,32.1549
4,201,26.6952,0.219051,42.2286
1,202,30.8521,0.499074,55.627
2,202,24.043,0.329909,56.2953
3,202,32.3039,0.506992,51.4892
4,202,25.7346,0.417173,58.1977
1,203,37.3704,0.353598,55.5803
2,203,42.2907,0.442599,66.5361
3,203,37.5274,0.341123,63.6508
4,203,41.1726,0.40055,46.5468
1,204,44.8611,0.4127,33.6854
2,204,39.8723,0.409283,33.1417
3,204,38.177,0.42146,46.7689
4,204,33.786,0.291042,37.6921
1,205,25.7116,0.503924,13.9459
2,205,26.746,0.502665,16.7546
3,205,24.0397,0.440452,19.3955
4,205,26.7158,0.407211,11.7592
1,206,35.927,0.334768,99.9655
2,206,47.7187,0.44271,89.461
3,206,54.9996,0.419946,109.925
4,206,39.2115,0.406678,96.7264
1,207,41.1102,0.488991,89.9044
2,207,47.4713,0.595998,77.0488
3,207,35.796,0.470893,84.8801
4,207,29.2792,0.34263,73.8993
1,208,31.4756,0.580718,42.1863
2,208,26.6811,0.481684,40.8545
3,208,27.4192,0.644716,37.7469
4,208,26.2522,0.515795,48.3653
1,209,17.5938,0.432585,38.9413
2,209,19.0787,0.628912,36.1866
3,209,24.018,0.572835,31.824
4,209,18.2648,0.431736,33.7034
1,210,38.2381,0.398814,42.7061
2,210,38.104,0.34344,38.6506
3,210,41.7184,0.367406,32.1581
4,210,52.8783,0.547197,39.6299
1,211,56.5615,0.572972,66.8313
2,211,47.7146,0.440289,55.3488
3,211,37.0562,0.33425,61.7226
4,211,59.8248,0.555065,51.9646
1,212,29.4136,0.374898,95.8257
2,212,29.1302,0.398688,84.5621
3,212,32.6066,0.371198,114.249
4,212,35.7487,0.431454,121.909
1,213,32.8019,0.390822,38.373
2,213,30.268,0.345644,50.2791
3,213,30.832,0.296164,39.9062
4,213,30.2444,0.341275,45.7695
1,214,22.1467,0.468898,19.091
2,214,19.3509,0.771778,16.0369
3,214,26.2204,0.635143,17.5424
4,214,28.0709,0.735005,17.5186
1,215,31.5519,0.573625,38.6926
2,215,28.9107,0.572309,40.1771
3,215,16.2138,0.32763,43.7823
4,215,37.3921,0.574654,34.0468
1,216,25.0021,0.414441,59.7295
2,216,32.0378,0.555243,55.3786
3,216,24.0143,0.386787,57.3659
4,216,35.3901,0.524948,52.3713
1,217,15.1714,0.53361,45.4644
2,217,21.887,0.660509,45.406
3,217,16.9373,0.668633,43.9161
4,217,20.7303,0.670802,48.2536
1,218,27.7514,0.381597,59.017
2,218,28.6746,0.447414,40.9836
3,218,41.413,0.764548,57.1588
4,218,28.7853,0.486916,53.5593
1,219,23.8995,0.325391,36.2071
2,219,30.4921,0.351296,36.2898
3,219,32.2852,0.437201,29.8495
4,219,43.843,0.566895,21.9698
1,220,34.6145,0.406718,73.9273
2,220,36.6505,0.483982,65.4961
3,220,43.3905,0.47553,57.9487
4,220,38.1195,0.482192,63.7679
1,221,35.2826,0.381586,51.6355
2,221,40.7186,0.280507,38.2073
3,221,35.003,0.297466,49.5439
4,221,46.025,0.379999,55.5543
1,222,28.3251,0.372661,20.4813
2,222,30.6495,0.416946,20.0395
3,222,32.6692,0.445944,22.1121
4,222,31.9799,0.369111,17.6438
1,223,29.7837,0.468014,50.2049
2,223,28.2036,0.56606,59.084
3,223,21.1102,0.408608,45.2836
4,223,26.8825,0.506688,56.3547
1,224,43.9958,0.450864,9.75925
2,224,34.2548,0.530774,20.4625
3,224,26.7277,0.530717,16.8116
4,224,37.4825,0.751288,16.2501
1,225,24.39,0.561846,25.407
2,225,27.2816,0.550783,25.813
3,225,27.6696,0.576494,19.7853
4,225,26.6289,0.543115,33.7794
1,226,40.2141,0.491592,61.7586
2,226,34.2268,0.494194,74.2983
3,226,52.0823,0.746121,77.013
4,226,35.3951,0.517481,82.3561
1,227,65.691,0.527422,26.6146
2,227,47.4361,0.343372,28.495
3,227,56.9686,0.461404,36.9122
4,227,49.0568,0.419656,33.6961
1,228,29.0067,0.446793,20.1077
2,228,27.6102,0.435941,17.8387
3,228,33.2078,0.51352,16.2932
4,228,38.392,0.57506,19.1317
1,229,31.8712,0.330273,78.9339
2,229,30.1988,0.273268,78.9139
3,229,32.4903,0.360317,95.7378
4,229,33.8877,0.33656,85.5309
1,230,27.0656,0.443878,51.7322
2,230,36.5052,0.749042,74.7379
3,230,24.8243,0.423767,61.6736
4,230,30.7379,0.570929,68.3282
1,231,46.6527,0.450485,56.715
2,231,49.2646,0.416634,59.8387
3,231,68.4771,0.7371,56.3034
4,231,39.8788,0.359689,75.5114
1,232,51.7528,0.43253,37.1383
2,232,49.8985,0.389949,30.6406
3,232,45.8495,0.38397,35.4236
4,232,44.413,0.360042,46.6808
1,233,31.6255,0.236764,59.2983
2,233,58.3188,0.548098,40.7279
3,233,52.2667,0.423271,53.3983
4,233,42.5561,0.320781,51.1622
1,234,24.3537,0.526503,19.7252
2,234,21.7007,0.424361,22.2305
3,234,22.6318,0.537813,11.8911
4,234,21.906,0.465594,10.7537
1,235,19.1386,0.391206,16.6593
2,235,23.245,0.575321,17.4315
3,235,24.7658,0.659825,16.1431
4,235,25.8877,0.598885,12.5252
1,236,38.2158,0.426266,68.5173
2,236,38.5369,0.469535,107.141
3,236,31.0994,0.370335,82.2196
4,236,37.3388,0.389946,96.1576
1,237,46.0869,0.438333,38.8807
2,237,37.3571,0.335623,37.0114
3,237,50.8985,0.509433,32.3082
4,237,45.3055,0.372205,38.5389
1,238,48.0392,0.65084,39.4185
2,238,33.4336,0.393142,33.1749
3,238,27.4374,0.255134,24.2141
4,238,25.2013,0.37567,40.1751
1,239,26.248,0.375764,43.2478
2,239,27.328,0.405772,59.1657
3,239,29.1379,0.414951,37.955
4,239,33.8649,0.420044,39.0283
1,240,28.3675,0.427629,50.5507
2,240,37.3273,0.641839,49.8387
3,240,19.184,0.368654,48.3891
4,240,29.3649,0.446271,52.8236
1,241,51.7658,0.518461,45.1834
2,241,50.503,0.534009,57.2857
3,241,33.7514,0.29705,56.4747
4,241,33.5147,0.315787,64.1813
1,242,26.0793,0.384196,58.6828
2,242,20.0856,0.328931,38.7491
3,242,28.9922,0.441306,39.6014
4,242,35.3326,0.602399,45.7304
1,243,45.1286,0.359405,71.0867
2,243,69.1122,0.554531,70.59
3,243,64.5635,0.497739,65.2555
4,243,67.8458,0.566563,69.3687
1,244,39.0443,0.374453,23.4552
2,244,35.8135,0.458598,48.8885
3,244,29.2608,0.329988,48.4592
4,244,33.4356,0.415926,43.0986
1,245,29.116,0.31831,29.2263
2,245,30.9722,0.353883,36.5886
3,245,36.8234,0.42106,26.1579
4,245,28.8653,0.399492,28.8113
1,246,39.0274,0.512799,48.2912
2,246,42.5913,0.476172,43.4908
3,246,40.1697,0.446074,47.0211
4,246,36.6486,0.378304,32.065
1,247,33.2881,0.283013,49.4004
2,247,49.0176,0.529142,50.3116
3,247,46.7978,0.439544,44.0903
4,247,37.4069,0.399839,50.6219
1,248,42.3058,0.383289,32.9254
2,248,39.8629,0.304102,33.6526
3,248,38.7793,0.341838,40.0876
4,248,43.6453,0.432434,42.5031
1,249,42.4396,0.531187,20.6464
2,249,32.3335,0.410506,26.5075
3,249,29.6968,0.348215,24.513
4,249,35.3023,0.48362,24.7965
1,250,37.1265,0.374493,58.2758
2,250,32.0281,0.361315,61.6637
3,250,23.2854,0.267227,59.4809
4,250,33.6896,0.353349,63.7676
1,251,31.7826,0.323149,77.2915
2,251,21.1609,0.24056,81.6038
3,251,30.4157,0.361113,67.0082
4,251,22.4592,0.220783,76.6149
1,252,32.5612,0.557248,52.8101
2,252,21.2455,0.374263,54.135
3,252,33.2801,0.543303,40.7536
4,252,44.4095,0.742772,34.575
1,253,20.9161,0.407399,44.0875
2,253,25.7604,0.370366,33.2587
3,253,28.293,0.587991,37.83
4,253,32.8946,0.556971,40.5742
1,254,37.3888,0.367119,19.463
2,254,38.1469,0.491017,32.5544
3,254,39.6369,0.472202,17.7377
4,254,38.0304,0.408282,20.4048
1,255,23.9064,0.382979,50.8604
2,255,22.7282,0.341809,58.2121
3,255,21.9807,0.356849,48.2968
4,255,29.7407,0.448929,39.3846
1,256,31.287,0.329718,81.6847
2,256,50.1149,0.538718,73.4982
3,256,32.1367,0.382492,91.8122
4,256,31.5206,0.321798,88.4419
1,257,24.0655,0.397899,58.7781
2,257,26.2664,0.34115,48.8186
3,257,30.1944,0.470812,53.5709
4,257,20.9149,0.266429,55.5694
1,258,39.4819,0.382835,84.6514
2,258,40.9785,0.432987,93.7273
3,258,42.9632,0.439517,81.6044
4,258,33.1694,0.36514,74.869
1,259,45.0653,0.599184,47.3482
2,259,24.2331,0.461399,67.485
3,259,36.9402,0.567328,38.1105
4,259,31.2984,0.542625,58.8337
1,260,65.6886,0.462853,33.9426
2,260,66.5562,0.520852,43.1925
3,260,73.5164,0.628688,33.4435
4,260,51.1284,0.370488,32.2683
1,261,22.9037,0.351635,16.6353
2,261,21.9659,0.341535,17.9003
3,261,24.2818,0.42853,18.3859
4,261,33.5918,0.665603,13.7302
1,262,29.5444,0.325304,62.5773
2,262,40.526,0.486981,66.9108
3,262,35.4968,0.423927,63.8159
4,262,30.9027,0.374479,66.0385
1,263,28.4142,0.351576,16.848
2,263,45.3236,0.668234,16.179
3,263,30.4803,0.496939,18.1067
4,263,28.9643,0.386687,15.7683
1,264,44.1226,0.788324,27.5938
2,264,37.3341,0.57555,30.0646
3,264,34.0824,0.426501,24.8162
4,264,21.8316,0.35587,34.212
1,265,38.9488,0.435263,50.7759
2,265,33.5632,0.396823,54.4222
3,265,28.6786,0.388275,71.3158
4,265,41.767,0.470562,47.5404
1,266,42.3737,0.401546,36.342
2,266,28.3233,0.301976,35.8314
3,266,41.6195,0.441155,34.4047
4,266,34.2413,0.294038,26.7872
1,267,30.0832,0.324726,56.9234
2,267,38.3224,0.471627,71.5396
3,267,32.341,0.352487,59.3443
4,267,32.5593,0.362448,51.1446
1,268,30.0296,0.362753,92.6673
2,268,31.7838,0.317163,77.1676
3,268,28.0448,0.335271,81.5018
4,268,27.8807,0.299302,81.8849
1,269,34.0394,0.421248,139.339
2,269,30.3165,0.303075,111.008
3,269,29.9348,0.331405,134.014
4,269,29.4204,0.330786,136.938
1,270,30.0333,0.333032,57.9927
2,270,29.372,0.336071,60.3324
3,270,32.9831,0.341361,55.0111
4,270,30.8151,0.299308,56.3573
1,271,29.0945,0.353213,89.1166
2,271,35.1667,0.479841,92.45
3,271,28.2608,0.375658,99.1633
4,271,39.2349,0.415352,77.4462
1,272,54.9412,0.676943,58.957
2,272,43.5102,0.488515,47.5681
3,272,40.2349,0.508253,54.973
4,272,41.3979,0.458976,47.9136
1,273,29.4577,0.532132,14.4997
2,273,31.9544,0.687785,23.6971
3,273,24.107,0.539708,39.6209
4,273,29.0757,0.382081,21.0441
1,274,86.7819,0.66701,62.2575
2,274,69.7082,0.478142,60.16
3,274,71.4105,0.533715,60.1067
4,274,55.5815,0.410911,55.8073
1,275,32.9534,0.443333,80.5971
2,275,43.3236,0.426014,80.636
3,275,36.1145,0.405763,63.5004
4,275,31.4019,0.369456,73.8457
1,276,27.3174,0.321517,17.3139
2,276,32.6162,0.410873,17.3225
3,276,35.0227,0.516875,28.9137
4,276,32.8034,0.464361,25.3454
1,277,28.5889,0.224689,81.892
2,277,36.7645,0.317319,79.4882
3,277,27.2386,0.259642,79.0751
4,277,40.5343,0.351216,85.4494
1,278,28.8412,0.524535,27.2744
2,278,26.7397,0.530218,28.9025
3,278,32.809,0.763944,26.1027
4,278,33.3796,0.614022,22.6003
1,279,35.676,0.467824,24.9371
2,279,32.9337,0.418883,42.5327
3,279,33.7881,0.488987,32.6919
4,279,29.4896,0.469571,33.8616
1,280,41.9158,0.341819,24.8326
2,280,32.3698,0.300332,38.8974
3,280,53.2686,0.514532,35.6225
4,280,36.7628,0.281716,28.2555
1,281,13.5506,0.493126,13.1094
2,281,13.6981,0.417118,16.8304
3,281,11.1926,0.480837,17.8773
4,281,15.9697,0.670973,19.7448
1,282,25.3419,0.687851,21.1481
2,282,35.5926,0.695465,13.2362
3,282,27.6822,0.850092,23.7603
4,282,25.1273,0.603684,16.554
1,283,35.2096,0.311493,31.6105
2,283,30.791,0.26256,32.675
3,283,31.4446,0.309352,45.7804
4,283,40.7199,0.384733,48.0888
1,284,28.9089,0.442789,18.8858
2,284,29.0129,0.377553,34.7763
3,284,23.2204,0.277668,33.6362
4,284,23.9306,0.341149,33.6174
1,285,28.0384,0.469903,9.89395
2,285,36.5359,0.453681,16.5292
3,285,26.8149,0.333582,20.6194
4,285,30.8061,0.419551,16.6836
1,286,29.3251,0.446984,64.5363
2,286,35.8001,0.637247,55.0537
3,286,39.5768,0.562147,49.998
4,286,35.242,0.537744,57.5769
1,287,50.4893,0.377277,57.2663
2,287,56.0612,0.399524,45.4341
3,287,60.5801,0.490733,45.3072
4,287,52.3677,0.429463,43.9243
1,288,15.4972,0.708835,40.7942
2,288,18.3763,0.689778,42.8944
3,288,15.6593,0.544838,33.7973
4,288,26.2739,0.814624,27.0258
1,289,33.5266,0.274623,38.5473
2,289,33.6779,0.349681,45.9563
3,289,37.8578,0.340821,37.6936
4,289,29.1144,0.283105,33.6083
1,290,35.0006,0.26622,54.522
2,290,35.1824,0.318868,58.8777
3,290,32.7061,0.275216,64.1845
4,290,38.2666,0.299456,51.1292
1,291,32.0508,0.490618,30.8809
2,291,24.7704,0.444727,27.8104
3,291,31.437,0.60934,28.3427
4,291,22.127,0.36591,23.7654
1,292,46.4071,0.376188,36.3664
2,292,37.1383,0.318645,54.1171
3,292,30.909,0.262202,46.5384
4,292,37.5591,0.301606,45.321
1,293,38.6635,0.359165,46.1721
2,293,41.6981,0.37826,50.0477
3,293,36.8202,0.377405,34.5414
4,293,41.7438,0.374261,38.6182
1,294,30.1013,1.01542,8.85349
2,294,16.9732,0.581915,10.9519
3,294,26.7082,0.733081,18.1972
4,294,17.9003,0.630806,20.6433
1,295,26.2035,0.556211,18.6566
2,295,25.38,0.529305,31.0737
3,295,20.9168,0.50334,28.6203
4,295,19.4508,0.47602,18.9973
1,296,60.4617,0.481119,54.3836
2,296,47.7096,0.364214,66.3908
3,296,44.3178,0.333866,69.1161
4,296,62.9323,0.414171,46.537
1,297,35.2648,0.429226,48.4801
2,297,38.5189,0.435677,40.8015
3,297,33.0727,0.357829,37.9772
4,297,33.8078,0.402588,46.8778
1,298,36.5723,0.41572,58.3304
2,298,33.9428,0.383432,50.8776
3,298,39.5769,0.457911,33.7211
4,298,35.2925,0.408129,50.1548
1,299,46.9096,0.399187,59.6625
2,299,50.6252,0.440777,57.8296
3,299,31.0377,0.284269,50.3876
4,299,40.4346,0.380395,72.3096
1,300,29.9707,0.338617,54.2588
2,300,27.8952,0.363618,56.4573
3,300,39.9069,0.568653,68.1053
4,300,39.3021,0.476558,59.9638
1,301,54.642,0.481899,44.231
2,301,58.516,0.471677,41.256
3,301,51.9286,0.435912,35.0868
4,301,48.3035,0.399131,43.1962
1,302,19.9934,0.566743,29.5864
2,302,20.941,0.554513,32.6417
3,302,24.1924,0.616076,35.1433
4,302,21.6367,0.676163,43.7053
1,303,31.5271,0.386978,22.8503
2,303,36.5675,0.447835,16.2024
3,303,36.1732,0.39944,20.6277
4,303,38.5131,0.349861,22.9881
1,304,15.4841,0.530457,29.602
2,304,21.2898,0.538575,19.7642
3,304,18.4624,0.59447,29.434
4,304,23.409,0.847607,18.0742
1,305,18.935,0.557835,12.6052
2,305,17.6938,0.450244,17.9068
3,305,15.5442,0.504729,17.6134
4,305,22.2956,0.641102,17.4723
1,306,47.7476,0.437907,32.8405
2,306,46.7014,0.386588,39.5404
3,306,56.2592,0.473884,17.1281
4,306,43.8116,0.385829,25.7376
1,307,25.001,0.467461,40.6085
2,307,34.3999,0.568769,37.1505
3,307,24.6345,0.423065,36.6437
4,307,25.696,0.475731,35.8564
1,308,22.5081,0.442391,13.6292
2,308,25.6333,0.526581,21.9999
3,308,27.144,0.541682,20.2189
4,308,18.1142,0.42016,19.8576
1,309,36.3291,0.375375,23.8096
2,309,28.6155,0.249324,22.078
3,309,39.1435,0.443844,17.0277
4,309,36.4167,0.342494,19.1634
1,310,35.3891,0.34263,25.262
2,310,34.3464,0.372147,13.8783
3,310,30.3175,0.305223,24.4014
4,310,28.5836,0.27119,25.5481
1,311,19.5034,0.768524,26.7664
2,311,17.837,0.576723,19.7825
3,311,17.1057,0.400753,15.5151
4,311,13.7282,0.342296,16.2
1,312,42.8565,0.347701,27.0326
2,312,54.4475,0.437869,17.1748
3,312,45.0398,0.425673,25.0549
4,312,32.2291,0.267702,25.0712
1,313,47.075,0.554178,35.3323
2,313,53.1968,0.633838,28.7067
3,313,35.747,0.389546,39.1954
4,313,30.8633,0.351556,32.7505
1,314,19.621,0.375241,15.4061
2,314,24.7251,0.430376,20.1893
3,314,20.2887,0.407766,24.6237
4,314,23.4017,0.45143,26.0981
1,315,22.6279,0.50084,11.7061
2,315,29.4415,0.691081,16.9356
3,315,20.7416,0.298537,9.52224
4,315,19.7618,0.323775,14.5624
1,316,44.1278,0.395112,48.658
2,316,53.706,0.434301,57.0232
3,316,49.2933,0.467404,71.4867
4,316,37.1057,0.302076,60.8573
1,317,40.5769,0.582498,28.1008
2,317,37.4197,0.608572,44.8405
3,317,30.7786,0.550669,47.4632
4,317,25.8455,0.531146,48.5776
1,318,31.2495,0.327635,6.94393
2,318,29.1013,0.259033,13.7125
3,318,27.9408,0.224403,15.7473
4,318,29.517,0.221596,12.8345
1,319,34.7328,0.346378,60.0702
2,319,41.0821,0.359616,53.6904
3,319,37.7426,0.336118,54.6866
4,319,45.9893,0.438062,59.8283
1,320,34.6517,0.464291,38.5328
2,320,26.0248,0.353077,45.0248
3,320,30.2092,0.431818,38.407
4,320,25.7457,0.390491,50.2191
