rep,id,eta_g,eta_d,eta_P0
2,165,0.0951876,-0.155317,0.512691
3,165,0.0666308,0.062556,0.631361
4,165,0.396063,0.333753,0.671323
1,166,-0.280223,-0.357467,0.744096
2,166,0.221654,-0.0225744,0.453704
3,166,-0.135901,-0.244882,0.610344
4,166,-0.467862,-0.49407,0.6933
1,167,0.0120914,0.148446,0.088387
2,167,-0.316744,-0.0396309,0.154506
3,167,0.0837094,0.299636,-0.0471018
4,167,-0.262536,-0.126733,0.0726251
1,168,0.324729,0.25973,-0.0701767
2,168,0.00760335,-0.0747147,-0.252804
3,168,-0.140186,-0.180084,0.151848
4,168,0.144876,0.0724899,0.144076
1,169,-0.0507721,0.220542,-0.077969
2,169,-0.372533,-0.032749,0.0910336
3,169,-0.230097,0.193435,-0.256726
4,169,-0.290761,-0.0491589,0.00378907
1,170,-0.290292,-0.631708,0.560356
2,170,0.412042,0.126779,0.305064
3,170,0.553544,0.252438,0.150885
4,170,0.229939,-0.0355063,0.366839
1,171,-0.192703,0.00621186,-0.393551
2,171,0.0294956,0.313854,-0.33869
3,171,-0.262386,-0.172224,-0.781041
4,171,-0.0790985,0.372934,-0.351716
1,172,-0.692219,-0.0722794,-0.379793
2,172,-0.0512906,0.493475,-0.237711
3,172,-0.552266,0.171317,-0.0622331
4,172,-0.733274,0.0111559,-0.170287
1,173,-0.116044,-0.00635977,-0.0365025
2,173,0.325811,0.270444,-0.319268
3,173,-0.0844613,-0.212939,-0.576109
4,173,-0.272262,-0.340093,-0.475012
1,174,-0.192095,0.120511,0.270988
2,174,-0.287817,-0.01081,0.471891
3,174,-0.0664156,0.166255,0.274247
4,174,-0.134823,0.309254,0.302277
1,175,0.132762,-0.0932865,0.139142
2,175,0.110784,-0.106569,0.0952601
3,175,0.378184,0.128312,-0.133861
4,175,-0.0609981,-0.370398,-0.064507
1,176,0.198209,-0.181935,1.17615
2,176,0.315959,0.0392039,1.26618
3,176,0.105396,-0.287217,1.16837
4,176,0.194332,-0.147278,1.11346
1,177,0.227093,-0.317517,0.470185
2,177,0.289584,-0.289622,0.405506
3,177,0.494726,-0.0424133,0.158849
4,177,0.642568,0.10104,0.00148314
1,178,-0.189774,-0.0147113,0.584536
2,178,0.0305044,0.202116,0.45437
3,178,-0.0224677,0.228191,0.669658
4,178,-0.195459,0.299688,0.578737
1,179,-0.278276,0.35092,-0.545847
2,179,-0.208494,0.524094,-0.641899
3,179,-0.445773,0.0557687,-0.398712
4,179,-0.333034,0.296877,-0.147815
1,180,-0.401419,0.0121381,-1.44751
2,180,-0.347379,0.110473,-0.733851
3,180,-0.278511,0.117115,-0.841055
4,180,-0.35392,0.0119017,-0.452598
1,181,-0.0230658,-0.231472,0.0991304
2,181,-0.0239382,-0.227666,0.18358
3,181,-0.126494,-0.540091,0.00740356
4,181,0.0725245,-0.0209064,-0.109527
1,182,0.455978,-0.174022,0.128897
2,182,0.443135,-0.150108,0.0215905
3,182,0.590318,0.0143589,0.169388
4,182,0.605839,-0.173904,-0.226027
1,183,0.240033,-0.0620823,-0.135339
2,183,0.14917,-0.313864,-0.0178101
3,183,-0.0883682,-0.388652,0.182958
4,183,0.31649,-0.0244772,-0.0376889
1,184,-0.137447,0.547162,-0.247926
2,184,-0.452434,0.170097,-0.439612
3,184,-0.0752577,0.5743,0.199789
4,184,-0.318403,0.353314,0.0705464
1,185,-0.160864,-0.654258,-1.15379
2,185,-0.0770522,-0.547736,-1.12278
3,185,0.0291013,-0.500952,-0.887349
4,185,-0.156753,-0.723928,-0.948236
1,186,-0.265064,-0.274748,0.63977
2,186,0.263405,0.206324,0.484543
3,186,0.0438022,-0.131507,0.595506
4,186,-0.0739474,-0.1337,0.547568
1,187,-0.430502,0.406595,0.226021
2,187,-0.228185,0.317549,0.0952577
3,187,-0.561892,0.277502,0.00931824
4,187,-0.331942,0.398174,0.38451
1,188,0.301646,0.122197,0.766558
2,188,0.28232,0.0993092,0.555399
3,188,-0.030886,-0.229386,0.741026
4,188,0.218489,0.0401242,0.742947
1,189,-0.0873594,-0.126027,0.810891
2,189,-0.136934,-0.354465,0.780047
3,189,-0.170828,-0.277227,0.662471
4,189,-0.131876,-0.23193,0.721723
1,190,0.039228,-0.0387925,-0.568131
2,190,0.406142,0.361665,-0.140705
3,190,-0.114656,-0.043755,-0.0827837
4,190,-0.0182636,-0.14128,-0.57019
1,191,-0.00174487,-0.18667,-0.853749
2,191,0.201622,0.445371,-0.598339
3,191,-0.0973736,-0.0312871,-0.707494
4,191,0.090408,0.211535,-0.591167
1,192,0.284496,-0.216854,-0.0672713
2,192,0.426928,-0.124711,-0.296065
3,192,0.422989,-0.066421,-0.603381
4,192,0.223007,-0.324039,-0.169379
1,193,-0.146838,-0.0951217,-1.28828
2,193,-0.334871,-0.223524,-1.54541
3,193,-0.142958,-0.241304,-1.22305
4,193,-0.316129,-0.268472,-0.656968
1,194,0.467848,0.297919,0.199483
2,194,-0.0493527,-0.507672,0.269224
3,194,-0.0761147,-0.508805,0.129866
4,194,0.305462,-0.0512012,0.0502951
1,195,0.064147,-0.285805,0.348852
2,195,-0.089813,-0.56499,0.275964
3,195,0.230999,-0.124441,0.0515723
4,195,0.296906,0.0041799,0.44354
1,196,0.0760073,-0.145822,-0.469278
2,196,0.200373,-0.180689,-0.858614
3,196,0.0385588,-0.0760776,-0.208502
4,196,-0.154394,-0.58709,-0.057725
1,197,-0.267214,-0.108696,0.398436
2,197,-0.00617206,0.157142,0.424031
3,197,-0.0319133,0.0961642,0.390335
4,197,-0.316747,-0.238975,0.529748
1,198,-0.078987,-0.539634,-0.473599
2,198,0.133012,-0.244703,-0.692748
3,198,0.281478,-0.255908,-0.471076
4,198,0.276446,-0.159761,-0.779426
1,199,0.0921088,0.0962632,-0.736385
2,199,-0.1556,-0.0137646,-0.480469
3,199,0.0855893,0.0576096,-0.589648
4,199,0.0166891,0.315114,-0.890392
1,200,0.168586,-0.0583475,-0.386014
2,200,0.0440515,-0.0751544,-0.249455
3,200,-0.190763,-0.404676,-0.0733998
4,200,-0.123321,-0.342574,-0.319491
1,201,0.189491,-0.158614,-0.237496
2,201,0.0617529,-0.284398,0.194064
3,201,0.12101,-0.0636014,-0.259473
4,201,-0.226342,-0.661004,0.0130589
1,202,-0.0816189,0.162445,0.28863
2,202,-0.33098,-0.251494,0.300572
3,202,-0.0356379,0.178186,0.211332
4,202,-0.262989,-0.0168083,0.333807
1,203,0.110053,-0.18215,0.28779
2,203,0.233743,0.0423551,0.467706
3,203,0.114246,-0.218066,0.423372
4,203,0.206949,-0.0574706,0.110419
1,204,0.292746,-0.0275885,-0.212974
2,204,0.174857,-0.0359021,-0.229247
3,204,0.13141,-0.00658406,0.11518
4,204,0.00922031,-0.376842,-0.100589
1,205,-0.263882,0.172116,-1.09486
2,205,-0.22444,0.169615,-0.911369
3,205,-0.331118,0.0374909,-0.765
4,205,-0.225569,-0.0409775,-1.2654
1,206,0.0706644,-0.236871,0.874786
2,206,0.3545,0.0426043,0.763764
3,206,0.496501,-0.0101839,0.969758
4,206,0.158144,-0.0422869,0.841847
1,207,0.205431,0.142035,0.768708
2,207,0.3493,0.339928,0.6144
3,207,0.0670105,0.104321,0.7112
4,207,-0.133948,-0.213659,0.572664
1,208,-0.0616125,0.313955,0.0120573
2,208,-0.226867,0.126978,-0.0200212
3,208,-0.19958,0.418501,-0.0991358
4,208,-0.243076,0.1954,0.148744
1,209,-0.643278,0.0194701,-0.067984
2,209,-0.56225,0.393682,-0.141351
3,209,-0.332022,0.300289,-0.26982
4,209,-0.605849,0.0175039,-0.212439
1,210,0.133008,-0.0618137,0.0243026
2,210,0.129494,-0.211299,-0.075478
3,210,0.220116,-0.143841,-0.259374
4,210,0.457169,0.2545,-0.050455
1,211,0.524504,0.300526,0.472132
2,211,0.354414,0.0371212,0.283616
3,211,0.10161,-0.23842,0.392611
4,211,0.580596,0.268775,0.220524
1,212,-0.129369,-0.123656,0.832491
2,212,-0.139048,-0.0621311,0.707447
3,212,-0.0263101,-0.133575,1.00834
4,212,0.0656904,0.0168507,1.07323
1,213,-0.0203376,-0.0820568,-0.0826853
2,213,-0.100734,-0.204901,0.187551
3,213,-0.0822728,-0.359398,-0.0435077
4,213,-0.101513,-0.217621,0.0935797
1,214,-0.413135,0.100075,-0.780823
2,214,-0.548088,0.598387,-0.955149
3,214,-0.244285,0.403541,-0.865416
4,214,-0.176091,0.549568,-0.866773
1,215,-0.0591923,0.301665,-0.0743898
2,215,-0.146612,0.299369,-0.0367412
3,215,-0.724963,-0.258424,0.0491911
4,215,0.110635,0.303458,-0.202302
1,216,-0.291863,-0.0233803,0.359787
2,216,-0.0439095,0.269095,0.284154
3,216,-0.332173,-0.0924356,0.319411
4,216,0.0556078,0.21299,0.228319
1,217,-0.791413,0.229356,0.0868895
2,217,-0.424933,0.4427,0.0856049
3,217,-0.681304,0.454926,0.0522419
4,217,-0.479228,0.458164,0.146432
1,218,-0.187537,-0.105945,0.347786
2,218,-0.154814,0.0531755,-0.0168673
3,218,0.21277,0.588975,0.315794
4,218,-0.150961,0.137781,0.250751
1,219,-0.336966,-0.265281,-0.140784
2,219,-0.0933585,-0.18868,-0.138504
3,219,-0.0362143,0.0300837,-0.333872
4,219,0.269791,0.289865,-0.64037
1,220,0.0334483,-0.0421886,0.573043
2,220,0.090602,0.131738,0.451951
3,220,0.259416,0.11412,0.329519
4,220,0.129901,0.128034,0.425211
1,221,0.0525642,-0.105974,0.214171
2,221,0.195861,-0.413712,-0.0870124
3,221,0.0446084,-0.35501,0.17282
4,221,0.31836,-0.11014,0.287322
1,222,-0.167076,-0.129642,-0.710529
2,222,-0.0882089,-0.0173523,-0.732332
3,222,-0.0243925,0.0498837,-0.633913
4,222,-0.0457175,-0.139213,-0.859657
1,223,-0.116862,0.0981895,0.186074
2,223,-0.171377,0.28839,0.348922
3,223,-0.461069,-0.0375544,0.0829052
4,223,-0.219349,0.177585,0.301627
1,224,0.273269,0.0608559,-1.45182
2,224,0.0230021,0.224027,-0.711446
3,224,-0.225124,0.223918,-0.907968
4,224,0.113051,0.57148,-0.941942
1,225,-0.316652,0.280919,-0.495015
2,225,-0.204611,0.261031,-0.479162
3,225,-0.190489,0.306654,-0.745098
4,225,-0.228829,0.247011,-0.210188
1,226,0.183393,0.147339,0.393194
2,226,0.0221831,0.152618,0.578049
3,226,0.442,0.564579,0.613935
4,226,0.0557476,0.198663,0.681014
1,227,0.674138,0.217691,-0.448579
2,227,0.34856,-0.211495,-0.38031
3,227,0.531676,0.0839645,-0.121498
4,227,0.382154,-0.010874,-0.212656
1,228,-0.143298,0.0517852,-0.728935
2,228,-0.192638,0.0271979,-0.848667
3,228,-0.00803902,0.190978,-0.939293
4,228,0.137024,0.304164,-0.778694
1,229,-0.0491227,-0.250391,0.638572
2,229,-0.103021,-0.439857,0.638319
3,229,-0.029884,-0.163326,0.831574
4,229,0.0122265,-0.231534,0.718839
1,230,-0.21256,0.0452395,0.216041
2,230,0.0866307,0.568485,0.583948
3,230,-0.299001,-0.00112573,0.391817
4,230,-0.0853294,0.296955,0.494283
1,231,0.331906,0.0600155,0.308
2,231,0.386382,-0.0181027,0.361613
3,231,0.715675,0.552414,0.300715
4,231,0.175021,-0.165071,0.594245
1,232,0.435654,0.0193427,-0.115391
2,232,0.399165,-0.0842942,-0.307713
3,232,0.31454,-0.0997463,-0.162662
4,232,0.282708,-0.16409,0.113294
1,233,-0.0568599,-0.583245,0.352541
2,233,0.5551,0.256144,-0.0231269
3,233,0.445535,-0.00229749,0.24774
4,233,0.239998,-0.27955,0.204961
1,234,-0.31814,0.215947,-0.748144
2,234,-0.433478,0.000274086,-0.628573
3,234,-0.391467,0.237202,-1.25425
4,234,-0.424063,0.0930036,-1.35479
1,235,-0.559117,-0.0810751,-0.91707
2,235,-0.364737,0.304618,-0.871761
3,235,-0.301359,0.441664,-0.948544
4,235,-0.257057,0.34476,-1.20229
1,236,0.132424,0.00475402,0.497048
2,236,0.14079,0.101432,0.944105
3,236,-0.0736349,-0.135902,0.679355
4,236,0.109209,-0.0843017,0.835949
1,237,0.319704,0.0326693,-0.0695417
2,237,0.109699,-0.234322,-0.118812
3,237,0.419008,0.182988,-0.254719
4,237,0.302603,-0.130864,-0.0783701
1,238,0.361193,0.427955,-0.0558027
2,238,-0.00126322,-0.0761394,-0.228246
3,238,-0.198918,-0.508523,-0.543103
4,238,-0.283929,-0.121599,-0.0367924
1,239,-0.243233,-0.121349,0.0369077
2,239,-0.202912,-0.0445183,0.350302
3,239,-0.138786,-0.0221488,-0.0936382
4,239,0.0115534,-0.00995081,-0.0657525
1,240,-0.165582,0.00794657,0.192938
2,240,0.108901,0.414028,0.178753
3,240,-0.556747,-0.140452,0.149235
4,240,-0.131025,0.0506157,0.236919
1,241,0.435905,0.200555,0.0806909
2,241,0.411208,0.230104,0.318011
3,241,0.00819758,-0.35641,0.303753
4,241,0.00115958,-0.295241,0.431673
1,242,-0.249684,-0.0991578,0.342107
2,242,-0.510822,-0.254462,-0.0729324
3,242,-0.143796,0.0394289,-0.0511749
4,242,0.0539801,0.350611,0.0927239
1,243,0.298691,-0.165861,0.533861
2,243,0.724906,0.267813,0.52685
3,243,0.656825,0.159766,0.448271
4,243,0.706412,0.289278,0.509396
1,244,0.153872,-0.124844,-0.574948
2,244,0.0675002,0.0778651,0.159503
3,244,-0.134576,-0.251255,0.150683
4,244,-0.00120283,-0.0198029,0.0334517
1,245,-0.139537,-0.287283,-0.35497
2,245,-0.0777342,-0.181345,-0.130302
3,245,0.0953086,-0.0075339,-0.465889
4,245,-0.148184,-0.0601156,-0.369273
1,246,0.153439,0.189575,0.14721
2,246,0.240826,0.115469,0.0425106
3,246,0.182289,0.0501759,0.120557
4,246,0.0905503,-0.114612,-0.262274
1,247,-0.00562551,-0.404818,0.169919
2,247,0.381354,0.220946,0.188197
3,247,0.335011,0.035427,0.0562001
4,247,0.111029,-0.0592469,0.194345
1,248,0.234099,-0.101522,-0.235796
2,248,0.174621,-0.332948,-0.213949
3,248,0.147063,-0.215973,-0.0389722
4,248,0.265271,0.0191204,0.0195376
1,249,0.237256,0.224804,-0.702496
2,249,-0.0347206,-0.032918,-0.452612
3,249,-0.119787,-0.19749,-0.530837
4,249,0.0531246,0.130991,-0.519336
1,250,0.103506,-0.124735,0.335148
2,250,-0.0442097,-0.160559,0.391656
3,250,-0.363,-0.46221,0.355616
4,250,0.00636445,-0.182853,0.425207
1,251,-0.0519059,-0.272197,0.617545
2,251,-0.458669,-0.567342,0.671837
3,251,-0.0958661,-0.161118,0.474775
4,251,-0.399124,-0.653129,0.608752
1,252,-0.0277038,0.272701,0.236663
2,252,-0.45468,-0.125352,0.261442
3,252,-0.00586456,0.247357,-0.0224959
4,252,0.282628,0.560079,-0.186909
1,253,-0.470304,-0.0405166,0.0561381
2,253,-0.261986,-0.135819,-0.225723
3,253,-0.168212,0.326402,-0.0969377
4,253,-0.0175176,0.272204,-0.0269079
1,254,0.110546,-0.144622,-0.761525
2,254,0.13062,0.146169,-0.247126
3,254,0.168936,0.107097,-0.854347
4,254,0.127561,-0.0383508,-0.714269
1,255,-0.336678,-0.102329,0.199045
2,255,-0.387217,-0.216058,0.334054
3,255,-0.420659,-0.172996,0.147326
4,255,-0.11831,0.0565557,-0.0566654
1,256,-0.0676227,-0.252073,0.672827
2,256,0.403493,0.238882,0.567222
3,256,-0.0408257,-0.103602,0.789707
4,256,-0.0601825,-0.276385,0.752307
1,257,-0.330046,-0.0641126,0.34373
2,257,-0.242533,-0.217989,0.158072
3,257,-0.103168,0.10415,0.250967
4,257,-0.470364,-0.465204,0.287594
1,258,0.165018,-0.102706,0.708502
2,258,0.202223,0.020397,0.81035
3,258,0.24952,0.0353676,0.671844
4,258,-0.00919753,-0.150028,0.585701
1,259,0.297289,0.345258,0.12749
2,259,-0.323104,0.0839535,0.481866
3,259,0.0984763,0.290627,-0.0895505
4,259,-0.0672572,0.246109,0.344676
1,260,0.6741,0.0870997,-0.205367
2,260,0.687222,0.205156,0.0356279
3,260,0.786684,0.393325,-0.220183
4,260,0.423515,-0.13549,-0.255955
1,261,-0.379526,-0.187716,-0.918511
2,261,-0.421335,-0.216858,-0.845222
3,261,-0.321097,0.0100503,-0.818453
4,261,0.00345852,0.450384,-1.11044
1,262,-0.12493,-0.265548,0.406363
2,262,0.191119,0.137915,0.473321
3,262,0.0586187,-0.000748962,0.425963
4,262,-0.0799808,-0.124774,0.460199
1,263,-0.163937,-0.187883,-0.905805
2,263,0.303003,0.454329,-0.946324
3,263,-0.0937434,0.158157,-0.833758
4,263,-0.144759,-0.0926939,-0.97204
1,264,0.276147,0.619599,-0.412447
2,264,0.109081,0.305016,-0.32669
3,264,0.0179572,0.00530428,-0.518542
4,264,-0.427464,-0.175743,-0.197462
1,265,0.151424,0.0256418,0.197382
2,265,0.00260572,-0.0668203,0.266732
3,265,-0.154674,-0.0885952,0.537078
4,265,0.221281,0.103618,0.13154
1,266,0.235703,-0.0549866,-0.137066
2,266,-0.16714,-0.339964,-0.151216
3,266,0.217745,0.0390869,-0.191845
4,266,0.022608,-0.3666,-0.442113
1,267,-0.106859,-0.267327,0.311667
2,267,0.135209,0.105879,0.540212
3,267,-0.0344895,-0.185297,0.353317
4,267,-0.027762,-0.157428,0.204618
1,268,-0.10864,-0.156589,0.798977
2,268,-0.0518685,-0.290894,0.61594
3,268,-0.177021,-0.235372,0.670586
4,268,-0.182891,-0.348855,0.675276
1,269,0.0166925,-0.00708704,1.20687
2,269,-0.0991331,-0.336329,0.979559
3,269,-0.111803,-0.246968,1.16791
4,269,-0.129138,-0.248839,1.18949
1,270,-0.108517,-0.242073,0.330278
2,270,-0.130781,-0.232987,0.369831
3,270,-0.0148281,-0.217369,0.277497
4,270,-0.0828191,-0.348835,0.301672
1,271,-0.140276,-0.183239,0.759907
2,271,0.049274,0.123144,0.796629
3,271,-0.169348,-0.12163,0.866729
4,271,0.158743,-0.0211842,0.619544
1,272,0.495438,0.467278,0.346768
2,272,0.26217,0.14106,0.132124
3,272,0.18391,0.18067,0.276804
4,272,0.212406,0.0786888,0.13936
1,273,-0.127868,0.226582,-1.05591
2,273,-0.046516,0.483167,-0.564687
3,273,-0.328321,0.240719,-0.0506813
4,273,-0.140922,-0.104678,-0.683418
1,274,0.952573,0.452495,0.401241
2,274,0.733493,0.119597,0.366969
3,274,0.75762,0.229553,0.366082
4,274,0.507025,-0.031934,0.291866
1,275,-0.0157312,0.0440115,0.659424
2,275,0.257873,0.00416289,0.659906
3,275,0.0758696,-0.0445395,0.421007
4,275,-0.0639565,-0.138279,0.571939
1,276,-0.2033,-0.277261,-0.87853
2,276,-0.0260151,-0.0320256,-0.878034
3,276,0.0451727,0.197491,-0.365724
4,276,-0.0202929,0.090353,-0.49744
1,277,-0.157807,-0.635595,0.675362
2,277,0.0937084,-0.290402,0.64557
3,277,-0.20619,-0.491006,0.640359
4,277,0.191324,-0.188909,0.717886
1,278,-0.14902,0.212202,-0.424092
2,278,-0.224677,0.222978,-0.366112
3,278,-0.0201225,0.588184,-0.468
4,278,-0.00288067,0.36972,-0.612077
1,279,0.0636541,0.097782,-0.513682
2,279,-0.016327,-0.0127192,0.0202346
3,279,0.0092825,0.142025,-0.242913
4,279,-0.126788,0.101509,-0.207759
1,280,0.224838,-0.216028,-0.517882
2,280,-0.0335981,-0.345423,-0.0691128
3,280,0.464522,0.192949,-0.157061
4,280,0.0936621,-0.40941,-0.388753
1,281,-0.904394,0.150455,-1.15671
2,281,-0.893564,-0.0169398,-0.90685
3,281,-1.09557,0.125218,-0.84651
4,281,-0.740133,0.458419,-0.747147
1,282,-0.278365,0.483262,-0.678487
2,282,0.0613129,0.494271,-1.14709
3,282,-0.190036,0.695035,-0.562024
4,282,-0.286868,0.352741,-0.92341
1,283,0.0504952,-0.308934,-0.276551
2,283,-0.0836019,-0.479829,-0.243428
3,283,-0.0625986,-0.31583,0.0938176
4,283,0.195892,-0.0977589,0.14301
1,284,-0.146676,0.0427835,-0.791627
2,284,-0.143085,-0.116599,-0.181103
3,284,-0.365794,-0.423883,-0.214435
4,284,-0.335667,-0.217991,-0.214996
1,285,-0.177248,0.102216,-1.43812
2,285,0.0874716,0.0670838,-0.924913
3,285,-0.221869,-0.24042,-0.703806
4,285,-0.0831136,-0.0111243,-0.915611
1,286,-0.132381,0.0522138,0.437188
2,286,0.0671255,0.406848,0.27827
3,286,0.167419,0.281454,0.181944
4,286,0.0514143,0.237072,0.323082
1,287,0.410936,-0.117331,0.317673
2,287,0.515618,-0.0600362,0.0862235
3,287,0.593141,0.14559,0.0834273
4,287,0.447465,0.0122269,0.0524277
1,288,-0.770166,0.513313,-0.0214994
2,288,-0.599765,0.48606,0.0287029
3,288,-0.759761,0.250178,-0.209659
4,288,-0.242249,0.652416,-0.433246
1,289,0.0015148,-0.43491,-0.078154
2,289,0.00601666,-0.193288,0.0976521
3,289,0.123012,-0.218954,-0.100547
4,289,-0.139593,-0.404491,-0.215265
1,290,0.0445391,-0.465988,0.268566
2,290,0.0497211,-0.285533,0.345424
3,290,-0.0232633,-0.432752,0.431722
4,290,0.133753,-0.348342,0.204316
1,291,-0.0435039,0.145357,-0.299901
2,291,-0.301176,0.0471516,-0.40463
3,291,-0.0628407,0.362067,-0.385669
4,291,-0.414027,-0.147922,-0.561808
1,292,0.326627,-0.120221,-0.136395
2,292,0.103823,-0.286232,0.261111
3,292,-0.0797776,-0.481195,0.110238
4,292,0.115091,-0.341188,0.0837321
1,293,0.144071,-0.166529,0.102337
2,293,0.219632,-0.114729,0.182937
3,293,0.0952224,-0.116991,-0.187879
4,293,0.220726,-0.125355,-0.0763152
1,294,-0.106255,0.872748,-1.54923
2,294,-0.679187,0.316014,-1.33652
3,294,-0.225854,0.546947,-0.828772
4,294,-0.626005,0.396688,-0.702649
1,295,-0.244932,0.270839,-0.803841
2,295,-0.276863,0.221255,-0.293679
3,295,-0.470274,0.170957,-0.375923
4,295,-0.542938,0.11515,-0.785744
1,296,0.591185,0.125805,0.266024
2,296,0.354307,-0.152569,0.46552
3,296,0.280561,-0.239569,0.505749
4,296,0.631236,-0.0240299,0.110209
1,297,0.0520598,0.0116737,0.151114
2,297,0.140325,0.0265903,-0.0213213
3,297,-0.0121162,-0.170256,-0.0930522
4,297,0.00986726,-0.0523959,0.117505
1,298,0.0884662,-0.0202982,0.336085
2,298,0.0138511,-0.101147,0.199384
3,298,0.167421,0.076365,-0.211916
4,298,0.0528452,-0.0387267,0.185074
1,299,0.337398,-0.0608785,0.358664
2,299,0.413625,0.0382293,0.327461
3,299,-0.0756228,-0.40039,0.189706
4,299,0.18886,-0.109099,0.550918
1,300,-0.110605,-0.22544,0.263725
2,300,-0.182369,-0.154206,0.303446
3,300,0.175726,0.292961,0.491016
4,300,0.160453,0.116279,0.363701
1,301,0.489979,0.127425,0.0593876
2,301,0.558476,0.105985,-0.0102425
3,301,0.439045,0.0271314,-0.172214
4,301,0.36668,-0.0610204,0.0357132
1,302,-0.515423,0.289596,-0.342723
2,302,-0.469115,0.26778,-0.24445
3,302,-0.324786,0.373061,-0.170604
4,302,-0.436436,0.466124,0.0474307
1,303,-0.0599767,-0.0919422,-0.601076
2,303,0.0883357,0.0541148,-0.94488
3,303,0.0774947,-0.0602456,-0.703402
4,303,0.140175,-0.192774,-0.595061
1,304,-0.77101,0.223429,-0.342197
2,304,-0.452595,0.238617,-0.746166
3,304,-0.59509,0.33736,-0.347889
4,304,-0.357705,0.692108,-0.835556
1,305,-0.569811,0.273753,-1.19593
2,305,-0.637611,0.0594806,-0.844859
3,305,-0.767137,0.173712,-0.861377
4,305,-0.406435,0.41288,-0.86942
1,306,0.355104,0.0316962,-0.238376
2,306,0.332949,-0.0929496,-0.052715
3,306,0.519146,0.110653,-0.889317
4,306,0.269074,-0.0949144,-0.482087
1,307,-0.291909,0.0970057,-0.0260621
2,307,0.0272295,0.293166,-0.115061
3,307,-0.306676,-0.00278427,-0.128798
4,307,-0.26449,0.114542,-0.150518
1,308,-0.396948,0.0418854,-1.11782
2,308,-0.266933,0.216096,-0.639002
3,308,-0.209668,0.24437,-0.723422
4,308,-0.614126,-0.0096748,-0.741451
1,309,0.081793,-0.122384,-0.55995
2,309,-0.156877,-0.531556,-0.635459
3,309,0.156411,0.0451633,-0.895199
4,309,0.0842039,-0.214056,-0.777034
1,310,0.0555787,-0.21366,-0.500736
2,310,0.0256728,-0.131019,-1.09971
3,310,-0.0991012,-0.329266,-0.535399
4,310,-0.157992,-0.44749,-0.489477
1,311,-0.540238,0.594162,-0.442894
2,311,-0.629551,0.307052,-0.74524
3,311,-0.671411,-0.0569649,-0.988223
4,311,-0.891372,-0.214635,-0.945026
1,312,0.247034,-0.198966,-0.432994
2,312,0.486412,0.0316091,-0.886598
3,312,0.296722,0.0033606,-0.50897
4,312,-0.0379554,-0.460435,-0.508318
1,313,0.340917,0.267176,-0.165242
2,313,0.463173,0.401483,-0.372909
3,313,0.0656417,-0.0853282,-0.0614799
4,313,-0.0812557,-0.187941,-0.241122
1,314,-0.534225,-0.122741,-0.995273
2,314,-0.303007,0.0143493,-0.724888
3,314,-0.500763,-0.0396171,-0.526329
4,314,-0.358014,0.0621106,-0.468175
1,315,-0.39164,0.165977,-1.26993
2,315,-0.128418,0.487948,-0.900622
3,315,-0.478681,-0.351417,-1.47641
4,315,-0.527074,-0.270261,-1.0516
1,316,0.276264,-0.0711394,0.154777
2,316,0.4727,0.0234272,0.313419
3,316,0.386963,0.0968839,0.539473
4,316,0.102945,-0.339632,0.378492
1,317,0.192375,0.317016,-0.39424
2,317,0.111371,0.360806,0.0730721
3,317,-0.0840055,0.260824,0.129916
4,317,-0.258687,0.224727,0.153124
1,318,-0.0688205,-0.25841,-1.79217
2,318,-0.140041,-0.493354,-1.11173
3,318,-0.180736,-0.636864,-0.973369
4,318,-0.125859,-0.649455,-1.17791
1,319,0.036859,-0.202779,0.365475
2,319,0.204748,-0.165272,0.253196
3,319,0.119965,-0.232849,0.27158
4,319,0.317583,0.032051,0.361439
1,320,0.034521,0.0902024,-0.0785287
2,320,-0.251774,-0.183624,0.0771743
3,320,-0.102679,0.0176941,-0.0817988
4,320,-0.262558,-0.0829046,0.186357
