rep,id,eta_V0,eta_delta
2,17,-0.515776799802514,0.0998571581494817
3,17,-0.540007661013074,-0.0454614628302799
4,17,-0.180235439291197,0.0724361829963516
1,22,-0.960743596626765,0.00399429468465465
2,22,-1.36003048011795,-0.0607974850839727
3,22,-1.61318632956132,0.0221752858474475
4,22,-1.13657546734294,0.00836400379409204
1,23,-2.00891203688962,-0.100268734121088
2,23,-0.773780355027461,0.114437582863487
3,23,-0.943843494841763,-0.128471405038603
4,23,-3.86661098073519,0.116885161382071
1,24,-2.39631842937639,-0.135842871829858
2,24,-4.79728790813544,0.0312907885371869
3,24,-2.09892345691268,0.0426182423023376
4,24,-3.06129290708675,-0.0658987296442587
1,26,-1.80348268366178,-0.0239840923142862
2,26,-1.79035090958358,-0.142110766671667
3,26,-2.1830182828213,0.108310020937921
4,26,-1.49548225109552,0.0145365961816883
1,27,2.398367994833,0.0289211804100982
2,27,1.63008504478987,-0.131902105165159
3,27,2.09904073205997,0.0608421480379166
4,27,1.38009205514625,-0.0250947177966186
1,28,1.60157540980336,-0.063399740457189
2,28,1.25679678001389,0.0864009841854445
3,28,0.56716349113591,-0.0298613445303186
4,28,1.49591009950421,0.000485466178279645
1,29,1.49343841894812,0.0873773130205117
2,29,1.68770952808452,-0.0492424743795469
3,29,2.2866334446938,0.117141231308462
4,29,2.56071255550383,0.069000629934126
1,30,-0.753626984144801,0.0817031243692743
2,30,0.326749864128167,-0.0727962298837752
3,30,-0.839865400289575,0.0671155172964897
4,30,-0.515990691652591,-0.0202440699549331
1,31,-1.25901969587898,-0.0704875427184729
2,31,-0.484095796813836,-0.00572563666707017
3,31,-1.0730230428271,-0.0149805103598903
4,31,-0.415294852564463,0.0932767883477845
1,32,2.59950640980788,0.11613265797458
2,32,3.22017379500917,-0.00341039652785617
3,32,1.18615111499346,-0.0457130065194519
4,32,1.36788726729965,-0.00231850202970324
1,33,2.13131943600078,0.110218470706493
2,33,1.87105614390358,-0.0364959291593338
3,33,1.36024641882099,-0.0547110588919704
4,33,1.43873790655619,0.0481098001212846
1,34,0.343019234684861,-0.0511493004261666
2,34,0.869500516390326,0.138392665301889
3,34,-1.04254172680574,-0.022260634542801
4,34,-0.862421881856006,-0.06429014671213
1,35,-0.455144509144657,0.0101739843960545
2,35,-0.432638388877022,-0.0152893052450936
3,35,-1.83583545816449,-0.0471457006649035
4,35,-1.87394601398552,0.0894941539239543
1,36,-0.620427265743588,0.1433037559929
2,36,-0.318750737718215,-0.00274297600595082
3,36,-1.84163546823335,0.0607148956987646
4,36,-0.289908004941481,0.030752406358901
1,41,-0.685806666712997,-0.0203764374511175
2,41,0.0467433564269765,-0.0238403548912903
3,41,-0.749681968142759,0.0304789348577911
4,41,-0.446344341208515,-0.102722407634334
1,43,-2.21808753054879,-0.0832846477086952
2,43,-2.25764574021754,-0.127851511357997
3,43,-0.441027659732252,-0.0209736400447855
4,43,-0.00263989403736114,0.0243782625245661
1,48,-1.02444628510593,0.0488821936219227
2,48,-1.92630744175921,-0.130419912148418
3,48,-1.80703881774636,0.00862100622804386
4,48,-1.07111228895285,-0.166280906636106
1,50,-1.626763783809,0.13564008404035
2,50,-2.23872238291682,0.0599669177899961
3,50,-1.56498234866062,0.13866879212469
4,50,-1.90458342926665,-0.0394599096008425
1,51,-1.53280501072069,-0.0088845546729806
2,51,-0.0353944300469451,-0.0848789448938714
3,51,-2.2931225148903,-0.0697063284727429
4,51,0.0771480359586187,-0.0515243306941544
1,54,1.95836254704066,-0.0798688696347774
2,54,3.66598679179528,0.0660023933910023
3,54,4.4512438833389,-0.153383431033176
4,54,3.95660141962283,0.0115566873367549
1,55,-0.774717808910677,-0.0907552573352055
2,55,0.0411920915969327,-0.0451896679882982
3,55,-0.325464193637249,0.0304662312149161
4,55,-1.63241647452479,0.0508927470224087
1,60,0.102921798904265,-0.0627450744962246
2,60,0.756780979529537,-0.0339728733033087
3,60,0.566637211304502,-0.0280183318587353
4,60,0.485892249059795,0.0155149745686671
1,61,-1.59613621028758,0.135761026892424
2,61,-1.89638475168442,-0.0468309712869668
3,61,-1.1661118665515,0.150119340392184
4,61,-2.15310478783094,-0.0144854244492133
1,64,-1.59296024486587,0.00404650795790224
2,64,-1.44647295294272,-0.0359072673469686
3,64,-0.751342093943227,-0.00616111361752722
4,64,-1.87926616603652,0.076196414197074
1,65,1.72001950187804,-0.0511675681120863
2,65,1.98838489742505,-0.0019500402491094
3,65,2.2268914490609,0.0535881028074498
4,65,1.97763289090162,0.0773147589568648
1,66,-0.274111130434432,-0.0139130807118429
2,66,-0.581625144812195,-0.150369577911148
3,66,-2.84450475118916,0.0963922886752556
4,66,-1.07783538254466,0.10568877509305
1,67,0.196555201949055,0.128405546775555
2,67,0.0425079066449685,-0.114157835084593
3,67,-0.815435058966823,0.0383532503101426
4,67,-1.20344584454272,0.0335755647632689
1,68,-1.5031799107106,0.0518979386757194
2,68,-1.38731387997636,-0.0358719694716645
3,68,-1.62948053105117,0.0507059600973057
4,68,-1.4731951344664,0.0360267483367324
1,69,-0.297515307247216,0.0451757229887958
2,69,0.299533292608269,0.119228410499087
3,69,-0.382920413375885,-0.175182268436866
4,69,-0.411558113539761,0.0217599535112109
1,70,-1.03321492410769,0.10009244579248
2,70,-1.05050247580707,-0.0312893372416562
3,70,-1.68069296241075,-0.0603205729708971
4,70,-2.51567983413418,0.0100387714676644
1,71,0.366627830512777,0.07126036300609
2,71,-0.962527264780876,-0.0671921282534649
3,71,-1.70705093172264,-0.0123987667996975
4,71,-2.7014793260421,-0.0235661043157756
1,72,0.518374410577682,0.0191945421806317
2,72,-1.16733521346368,0.101106204190993
3,72,-1.72018753273003,-0.0501885506113005
4,72,0.2958353481185,0.0384657345917516
1,73,-2.27030172719767,0.0736248057690685
2,73,-0.341564735942031,-0.0529436770574771
3,73,1.59142675622027,-0.0294118626477731
4,73,3.82908831293326,0.109561430315887
1,74,-1.41246373473394,-0.065256591335442
2,74,-1.2821534805763,0.0116466632047001
3,74,-0.675540052183069,0.0407881101571808
4,74,-0.795324478672618,0.0535860278268189
1,75,-0.467069721957221,0.146809453712192
2,75,-0.7318475904162,-0.115358753818131
3,75,0.515181622776654,0.0498848481159494
4,75,0.455885759162762,-0.0623699014153997
1,76,0.538525158601622,-0.0409616518834058
2,76,-0.153798601235667,-0.0531378052924903
3,76,0.650237759315495,-0.195220715537395
4,76,1.00598091651309,-0.00244704497644596
1,77,-0.467098024783752,-0.0298308401782401
2,77,-1.44891933337222,-0.116444001810698
3,77,-1.54262269764202,-0.0735659280569537
4,77,-0.485267840663568,-0.0927384943784812
1,79,-0.306783078973186,-0.0271036095140515
2,79,-0.313327781613635,-0.0713228385905951
3,79,0.0363336350586648,-0.070789273512957
4,79,-0.0959207293277641,0.0719129668312547
1,80,-0.633464658509503,-0.0510344872292839
2,80,-1.22966308181783,-0.0298742900588169
3,80,-0.194373490057116,-0.055914031491025
4,80,0.287507643064039,-0.0969919298476029
1,81,-2.07738337269956,0.0916324019596178
2,81,0.310814074790469,-0.00137677453511671
3,81,-1.20274468430889,0.0788411159618351
4,81,-1.41601918718571,-0.0576848669345972
1,82,-1.26112688540808,0.0214757706913647
2,82,-0.295851735084868,0.00297478923199848
3,82,-1.59796685633007,0.0642087421420061
4,82,-0.383608570556722,0.0691976901951849
1,83,1.22232917065498,-0.00316982980234656
2,83,-0.00939622431313047,-0.0123392327367236
3,83,1.88445115837367,-0.0198973096053388
4,83,2.0613505319566,0.137108378520472
1,84,-1.19921594449189,0.13309737060376
2,84,-0.861946172799365,-0.0787018215021999
3,84,-0.419510879661536,0.00712916128300718
4,84,-0.89550458624873,0.0321521917367223
1,85,-1.99217020792338,-0.0266619077510157
2,85,-1.5153285476906,-0.00255715119824845
3,85,-0.951089846065126,0.043645093759326
4,85,-0.309510636266343,0.0810731777596656
1,86,-0.164492853384566,0.107492036763073
2,86,-1.31924951033654,-0.077408427451515
3,86,0.109136183822627,-0.0251462486844112
4,86,-0.981406938008176,-0.0479839410141175
1,87,-1.17844382387844,-0.00400774412997222
2,87,-0.42801667535892,0.224703997369915
3,87,-1.54837388000771,0.071648930827911
4,87,-2.23900860487315,-0.0292551012897662
1,103,0.515847818988666,-0.0606559073668696
2,103,0.752401551802547,0.0655071856598977
3,103,1.40949240889747,-0.0233757154889416
4,103,-0.3780189274116,0.030271858581733
1,112,1.73648538672835,0.0283403439732884
2,112,3.01823316558026,0.0294979219322418
3,112,1.42724986266633,-0.125667712378262
4,112,3.07802711616963,-0.00501762892314064
1,113,-1.53679150076525,0.0439854475071463
2,113,-0.0046526707297169,0.119192714943537
3,113,-2.19265067290029,-0.0230230391815792
4,113,-1.60464305500009,0.0521502939817547
1,114,-0.299408365855867,-0.0529404639388539
2,114,0.546877798693745,0.0678487988956266
3,114,0.188752827099803,0.0434327169243757
4,114,1.21795282056808,0.0229522926545676
1,115,0.96470958696646,0.0234590532653758
2,115,-0.901140300064813,-0.10726344772032
3,115,0.97108202750764,-0.00200612907919319
4,115,-0.191238231695034,0.0279016783755766
1,116,-0.521594813486027,0.0905578535737901
2,116,0.708122865233762,0.0612848526774066
3,116,1.13402527571583,0.00280793551247471
4,116,-0.0780106530056164,-0.126701818741348
1,117,-0.599017722112344,-0.0442940337565132
2,117,-0.687190861829876,0.0914395051099183
3,117,0.167649098391529,0.0843551052718223
4,117,0.516169009210146,-0.00735231407999731
1,120,-0.444450388628293,0.0754258283126063
2,120,-1.01929184578596,0.0134541820833685
3,120,-0.408695798709293,-0.0409363001438259
4,120,-1.03148972880737,-0.00585437119722534
1,121,-1.71306684422555,0.162404344849226
2,121,-0.48950689893415,-0.0650899858180891
3,121,-0.801870680546124,-0.121526532033711
4,121,-2.10063805999764,-0.0312461059792509
1,122,-0.241019968905954,0.0412824537715845
2,122,-1.37752025534307,-0.0406062578317037
3,122,1.93709882889783,0.20893032413152
4,122,0.6006725331604,0.116471160800927
1,124,-0.724734052493275,0.0198628741894623
2,124,-1.6163046791985,-0.0721236079950216
3,124,-0.72232475899821,0.117979498498435
4,124,-0.270189186511956,0.0523003531523096
1,125,-1.29927384866104,0.0290793736123203
2,125,-0.62442966424329,0.0816615028909444
3,125,-0.42086054673746,-0.0786965550295534
4,125,-0.699029846262306,-0.103509208887099
1,129,-1.3328785606625,0.0232309698858337
2,129,-2.01555041591393,-0.052793903227253
3,129,-1.24134190643198,-0.0677768031443428
4,129,-0.818746513568182,-0.0346690020808477
1,135,-0.669235155879751,0.13404663744695
2,135,-0.848679086400495,-0.0118813269140695
3,135,-0.988854915098399,-0.0444127723327723
4,135,-1.87660992222473,-0.108131158848605
1,140,1.74290307770975,-0.0261816958520307
2,140,1.39548672351433,-0.0273062801086991
3,140,0.37117399382216,0.00259805639191425
4,140,0.361536274598959,0.159511650107654
1,151,0.116454717816373,-0.00103418684813345
2,151,0.893033053966733,0.0796818090178551
3,151,-0.485555581351969,0.00113647109409974
4,151,-0.0387306697812375,-0.011306493004832
1,152,0.802534570749609,0.16518137359456
2,152,0.170315100475533,-0.0373395949124356
3,152,1.2505853311266,0.0787793148548114
4,152,0.910305327450913,0.000460333620635465
1,153,-1.1883143569276,-0.104825500913326
2,153,-0.0978420960135006,-0.0847609387920626
3,153,-0.933926303502298,0.0317951559011271
4,153,-0.543840463087998,-0.0132620207791922
1,155,-0.112059833941308,0.0714168245660931
2,155,-0.284392932878573,-0.0136365319077623
3,155,-0.193441135733392,-0.0266809007516032
4,155,0.540951153141089,-0.0241791165754524
1,158,-1.93774762402695,0.0708553124487939
2,158,0.245588451285798,-0.0207565816544473
3,158,0.579586700964724,-0.0784350958563575
4,158,-0.897868108950691,0.0556622797997249
1,159,-2.30078876660661,-0.133673213770026
2,159,-2.68659610773117,0.0527917588775273
3,159,-3.55009783112754,-0.0443174236701612
4,159,-2.23890513685853,0.0819102469488698
1,160,-1.30643629940796,0.0325324611304842
2,160,-0.466819099096897,-0.0612384940476522
3,160,-1.03039079782986,0.0677839618010286
4,160,-0.448842823683243,0.0456212535404287
1,162,-0.197563586957162,0.124290825511267
2,162,-1.41145757976908,-0.0223817925377623
3,162,-0.876476056013666,-0.0197432025677559
4,162,-1.8470362578862,-0.0114684614497395
1,163,-0.388403763509742,-0.107013170792679
2,163,-0.214501126330558,0.171879525364233
3,163,1.30208107170649,0.128161130897564
4,163,0.610306056872454,0.0391626001102021
1,164,0.0785954893221429,0.0353085953091011
2,164,-1.32224887912785,-0.0394612936875892
3,164,0.587823521263831,-0.0700927330960997
4,164,0.00750819789779422,-0.182518882915995
1,165,1.84937432245646,0.0339687875034784
2,165,3.26949727013147,0.00386696830881181
3,165,1.70827328557044,-0.104230374194322
4,165,1.71153573162314,-0.0261237908077259
1,168,0.637683837926224,0.0876165831496462
2,168,-0.887624193691305,0.0483472212369023
3,168,-0.95633389315926,-0.0854171224761663
4,168,-1.07565226013517,-0.00618794971338089
1,169,-0.835624724353368,-0.0601223178756297
2,169,-0.27186061311949,0.0807329916930695
3,169,-0.173206208792139,-0.191916626949287
4,169,-0.615029825117022,0.2468349216648
1,171,-0.772269610324774,-0.0810611710639932
2,171,-1.6257346531866,0.121469044207511
3,171,-2.42461447767189,-0.00574783893983486
4,171,-1.39762519372303,0.00304775826322104
1,173,-3.1090956892004,0.0384644103011182
2,173,-2.55973534741234,-0.0302763230634852
3,173,-2.36066319394198,-0.140174294548235
4,173,-1.82785846760812,0.0648935349005971
1,174,0.990207693467909,0.00232185148304216
2,174,-0.0499867521629982,-0.0558167971945236
3,174,-0.275720837985657,-0.00862304965125519
4,174,0.211741697461184,-0.135565271755573
1,175,-3.10084010519198,-0.182372184922565
2,175,-1.86863701831945,0.0413486073981911
3,175,-2.45798317691797,-0.0181861774015242
4,175,-1.97054425085841,0.0297848689837396
1,177,-3.56405914141495,0.0246899259882609
2,177,-2.15230897975449,-0.0704123894452013
3,177,-2.65779215217386,0.157069558731969
4,177,-0.89780600248091,-0.047094573488596
1,178,-0.678017346462164,-0.0160962037154051
2,178,-1.86536738130077,0.119352853774402
3,178,-2.75897936773862,-0.002804318907139
4,178,-2.54824289377743,-0.0945368232451974
1,179,-1.47393485941086,0.00892431969445119
2,179,-0.184379431419876,0.00618550299605702
3,179,-0.328472254830947,-0.0542427429859683
4,179,-0.238354586590069,-0.0874887487741032
1,180,1.54000605175038,0.0131638508488502
2,180,2.00474519834591,-0.097287207601948
3,180,1.23565723634184,-0.0615597340921108
4,180,1.70572210996277,-0.100531895234764
1,183,0.212599911832176,0.0557270320775127
2,183,-0.00825516570464679,-0.0330483009150662
3,183,0.231247540604303,-0.0270264715095907
4,183,-0.547740454238646,-0.0420097009157972
1,184,-0.39085421795744,-0.0771881557244043
2,184,-0.590024280429971,-0.177720781191023
3,184,-0.99596221263866,0.0352104704770257
4,184,-0.430260335111323,0.0889858272207359
1,185,-2.32624705855285,-0.0932515115768087
2,185,-3.52561659645285,-0.0295888406627676
3,185,-2.91832778033119,0.0685604453443839
4,185,-1.51935228012029,0.099325554737012
1,186,0.292375659581128,-0.0692364790604031
2,186,1.02787944638652,0.0334089314578719
3,186,0.645919082146127,0.114929160032408
4,186,0.077728913570282,-0.00894446224087198
1,187,-0.0519392101029083,-0.0640545078169838
2,187,0.171965128487103,-0.0963356671747985
3,187,0.798201256580566,-0.0192050426631152
4,187,-0.245523724858443,0.00647864785971301
1,188,0.732319791612502,-0.164599124138434
2,188,1.1227562354034,-0.0430885427775326
3,188,0.385693867625877,0.0719219063083681
4,188,0.0857249507372042,0.0257149608919041
1,189,-0.209668716427254,-0.0591482870750093
2,189,0.427348458271617,-0.0675065617982887
3,189,0.776492849186571,-0.0278451410842854
4,189,0.408240273190135,-0.0812032042507515
1,191,-1.86314967770338,-0.0551259819109174
2,191,-1.30569734680725,0.0612931554848188
3,191,-1.89656254136735,-0.0367894344171557
4,191,-0.808591154770652,-0.0381501113097021
1,194,1.42469780394423,-0.043093155681982
2,194,1.3170586190175,0.0445505376047855
3,194,1.05362378631306,-0.0709759581740436
4,194,0.583054220885424,0.103679172749058
1,195,-0.454830535459983,-0.0963056155676138
2,195,-0.382626232292333,0.121547087381297
3,195,-0.421506078486296,-0.00808380975716222
4,195,-1.97027147904503,0.040022957788411
1,196,1.96186046480566,0.117221181349876
2,196,2.07935549714276,-0.049549153196423
3,196,0.925421012001199,0.00456827337407659
4,196,2.39214184455008,-0.0293670823880895
1,197,0.206415695291479,0.0578494207077379
2,197,0.198069813262662,-0.00788780762445194
3,197,-0.962739641479547,-0.0715318048879045
4,197,-0.157938121637215,0.086527895323196
1,198,1.63228998747976,-0.138189725747461
2,198,-0.266738378556331,-0.0355040112361899
3,198,0.794723232575085,0.000119866621183176
4,198,2.0298819389069,0.00173247716441281
1,199,1.85797921317542,-0.00594834704333246
2,199,1.4767191872677,0.0145231903931099
3,199,1.14777044954899,-0.14293682054787
4,199,0.898793787911341,-0.0863850682239332
1,200,0.853895536227177,-0.128695915287664
2,200,1.37522790257799,-0.0757089602262887
3,200,1.86876072622671,0.167197821269791
4,200,1.89632199182605,-0.148315982303731
1,201,0.533054785206303,0.0500003013047192
2,201,-0.825757750518092,0.035761845607065
3,201,-0.48044703756505,-0.0111453150398098
4,201,0.783501183829748,0.00252202293023493
1,202,-0.540265262573882,-0.137118989489562
2,202,-1.38187376959225,0.023331138028776
3,202,-0.309328586223969,-0.062259082242024
4,202,1.25714289794744,0.124066717344204
1,203,-1.83599888735764,-0.0554385093858999
2,203,-1.57709296047807,-0.113936236422609
3,203,-1.61797290733549,0.0889615792843741
4,203,-2.32044824350281,-0.0414658922785142
1,204,-0.726819235009652,0.0304349089564997
2,204,-0.123443865102253,-0.091005178008615
3,204,0.461827030447258,0.0638258237254432
4,204,-0.424594937265892,-0.0704088287137781
1,205,-1.18677960793265,0.117218344547432
2,205,-0.544381067394452,0.0071776457626173
3,205,-2.56864669675373,-0.0526451938173029
4,205,-1.49048737327043,0.0126471396914986
1,206,0.00408438836749903,-0.0528549862254022
2,206,0.508516947224328,0.0298921441188971
3,206,0.663155233428045,0.060603442520962
4,206,0.595808448586255,-0.0486874756359338
1,207,0.318479224794798,0.0122691221956599
2,207,1.42697702709793,0.0415191609355877
3,207,0.873915294156485,-0.10909709070599
4,207,0.364805110675621,0.00944924459570852
1,208,2.48508322333498,0.0488970451680664
2,208,2.77936671870271,-0.0347891537488605
3,208,2.45833345429698,0.068511389824101
4,208,3.14459943059879,0.129547793577802
1,209,-1.18226465813849,0.000308240566373318
2,209,0.0530952629306213,0.0152904074709599
3,209,-1.48438191442465,0.154067731666246
4,209,-0.988146442222144,0.0608447456283035
1,210,0.503674296088978,0.0711150616922826
2,210,0.0301365571221117,0.00590065002458112
3,210,0.549411233336793,0.119717738849235
4,210,0.558190652652023,0.0492858757151194
1,212,1.33458582395724,-0.115926744950191
2,212,0.807486159751815,-0.144247115190392
3,212,0.420282107804474,0.024801179076191
4,212,1.08444962798645,-0.0154480756982967
1,213,-0.122090123928402,-0.162847092041308
2,213,-0.19800588896387,0.000440604631110563
3,213,0.396706384677862,0.0628547593196317
4,213,-0.0933120724777743,0.0461603059927154
1,214,2.90047859497943,0.0727664666067139
2,214,2.39114336107722,0.0416537813059998
3,214,2.65066851689251,-0.00576669227659569
4,214,3.04430249963386,0.0303090810717935
1,215,-0.555179907226046,-0.0367825830621661
2,215,-0.49052147055657,-0.0708210171566141
3,215,-0.581537942126464,-0.185284253709267
4,215,-1.35033455204521,-0.0741856707139488
1,216,-0.503198171480076,-0.129724463112402
2,216,-0.963548136890689,0.0455506978047181
3,216,0.0981522415692304,0.10210346744206
4,216,0.137475559516835,0.0985447949555315
1,217,0.88578997837688,0.0035118788433889
2,217,0.12756707955873,0.160695141636624
3,217,-0.561103999390823,0.0402172748765142
4,217,0.840384540572602,0.0150256999556591
1,218,0.752730372021142,0.0219420920998098
2,218,-0.754899278476495,0.0819857781669731
3,218,-1.19051389073512,0.0321227219083714
4,218,0.1830369697987,0.00186819505770025
1,219,-1.20875273950401,-0.0129947312653105
2,219,-0.462535288812872,0.0608163538008954
3,219,0.168448788690444,-0.0233481445573475
4,219,0.498498412645012,0.0951720323190458
1,220,0.0338486657718654,0.0469348216535597
2,220,-0.927489901686775,-0.038316000988789
3,220,-0.433247499280393,0.0622540952954108
4,220,0.0605659992463746,0.160032767297545
1,221,2.23718870795335,-0.0232054514346568
2,221,3.53366110041697,0.057808284228839
3,221,2.39562281040514,-0.0391372698107772
4,221,1.72455878562273,-0.093996248900442
1,223,1.74695917617566,0.0709700712395559
2,223,0.873357601736272,0.112368470596449
3,223,2.01710139976673,-0.0568440622676629
4,223,0.627758520294879,-0.0107456939452798
1,224,2.12385276018034,-0.190804775948963
2,224,0.594977637882297,0.0426765611976384
3,224,1.80659468644582,0.00545371521398077
4,224,1.54815460605313,-0.0120134399323643
1,225,1.11713017668051,0.0836273472324192
2,225,1.24102253659418,0.0121850186876243
3,225,1.36714819377832,-0.0143176502385847
4,225,1.27765607675727,0.00896952170919491
1,226,0.543807684695131,0.00442994229814601
2,226,0.277750964347135,0.008088048072696
3,226,0.445961038864657,0.0240345245477237
4,226,0.574053713878619,0.107572140686765
1,227,1.99192885308319,-0.00052072344429191
2,227,1.92215950405903,-0.0270848008172496
3,227,0.253309995777151,-0.0338108526754226
4,227,1.74548622457541,0.0240119468924297
1,228,1.64626798173641,0.045026631732441
2,228,2.93580189657877,0.0279136483596718
3,228,2.59167495596489,-0.0170145637480341
4,228,2.4701650792773,-0.0352214424968363
1,230,1.79789733963009,-0.091831499468526
2,230,0.96643059466456,0.0849335993183054
3,230,2.72643180154771,-0.0481748671065767
4,230,0.703061880560115,-0.0609403444080306
1,231,2.24423568471304,0.0740962235260802
2,231,1.54589944589541,-0.0593419758807173
3,231,0.795949975877281,-0.012228182620087
4,231,1.20324265824197,-0.149458244448327
1,233,-1.88914875582895,-0.0727334040845888
2,233,-0.471171832936368,-0.0253010550625094
3,233,-0.620986842800791,-0.0023396284880168
4,233,-0.948075427161919,-0.0255588075912587
1,234,1.19669402961938,-0.0855392388464121
2,234,0.0181065973874415,-0.118774602459926
3,234,0.989633496090332,0.00157693016042644
4,234,0.125927271711628,-0.0227403069381166
1,235,-1.27086873858438,0.112039219851276
2,235,-2.0532240612314,0.0821056034093532
3,235,-1.30918860358536,-0.0552009833867374
4,235,-0.780877619504128,0.0349504960872175
1,238,3.10602130344619,0.0853266573522879
2,238,2.09259842908452,0.0750959459160153
3,238,1.80064133219614,0.00204076346982137
4,238,2.74358673971419,-0.0123385577766471
1,239,1.34838679878131,-0.0515290965389919
2,239,0.321653725681784,-0.00312563313417631
3,239,0.887022705616361,0.00280681908716804
4,239,1.50844762490914,-0.0707211270360441
1,240,2.04666107150358,0.0735252648171976
2,240,2.30927159810433,-0.0196740728578287
3,240,1.674950584742,-0.0150404684650832
4,240,1.82346601334529,0.0175534210635083
1,242,1.83123287615252,0.0253305953188536
2,242,0.0213536381994071,-0.0253599840290573
3,242,0.547815149611165,0.00858338535032597
4,242,0.0151665617842135,0.0512150386824211
1,243,0.470450212807447,-0.0208353212613169
2,243,0.419484748426084,-0.154391523957973
3,243,-0.667647248877362,-0.00510704444017495
4,243,1.7457913043462,-0.00113527989940098
1,245,-0.830821497137497,-0.0597933948859093
2,245,-0.800411169684942,-0.02126709218867
3,245,0.15060180927261,0.0198899384147366
4,245,-0.225384300506377,0.0649983413288562
1,247,-0.317245776719784,0.00196262597418511
2,247,0.387222220068684,-0.12565770939805
3,247,-0.777495718501611,-0.106458413621713
4,247,0.546969540134947,0.010286289387713
1,248,3.4717124694819,-0.0907023249792157
2,248,3.62867608561232,0.0494883919632813
3,248,3.73464856679781,0.0916552567811198
4,248,3.41475527324573,-0.014506780581177
1,249,3.52439345186253,-0.0130528840958607
2,249,4.20537559313235,-0.0225553708581313
3,249,3.68894338363266,-0.040962058099112
4,249,4.04709405053915,-0.11495012936828
1,250,1.82696215478284,-0.00350860699808768
2,250,1.10734125107107,-0.115284901496365
3,250,1.9769621870887,0.011097468857004
4,250,2.0610228422385,-0.0749716788327407
