rep,id,tau,g,c,a1,a2,a3,d,tau1,tau2,tau3
2,10,0.332035644115424,2.3933897336874,0.235402271044512,1.57217315669293,0.844005596944075,1.60852334964515,0.174880090616422,0.0095130180124139,0.117343676629844,0.0233442990175003
3,10,0.330951959701453,2.4130330422234,0.23024116366893,1.57217315669293,0.752985069482745,1.27652724143188,0.236456604192289,0.00967436918125184,0.117343676629844,0.0270097633506275
4,10,0.370257370134645,2.32279037576707,0.25026929566148,1.31142654756556,0.554639158639561,1.18874467664031,0.190740170554341,0.00943777308719586,0.100833403419432,0.0385596796795095
1,11,0.715997804841315,2.65250624630131,0.329119331254389,3.21835657252517,0.516994578576284,1.96463561571877,0.227490704943559,0.0103373054746254,0.0694512326087332,0.0475092712825939
2,11,0.704439606543059,2.60056358610218,0.321710360910406,4.14593547701685,0.505790591152114,1.29189206587762,0.335129676025275,0.00954486775878877,0.0336613428726181,0.0517517971683246
3,11,0.670094473261978,2.76076773934049,0.280923657605918,3.95416260608201,0.379079009848523,1.59685200948121,0.284239381848242,0.00966164755828373,0.0908030445236062,0.0474688492511802
4,11,0.642398593346571,2.7113346377684,0.23993868237134,3.78940821650305,0.374745234144774,2.98302893798796,0.328078435395426,0.0101082994000284,0.11573215131403,0.030543286670424
1,14,0.301242424842369,1.96099020274283,0.653059596653674,1.45256942926979,0.532314974255176,1.89107692374422,0.329611245461517,0.0106734312234735,0.028378850809294,0.0281051233393702
2,14,0.486842149278571,2.46730834157575,1.18115806784552,1.31903407951035,5.38479221059767,2.4108983931307,0.244319194226309,0.00945838021480391,0.0368398975593766,0.0604868285371247
3,14,0.361364630443894,2.30129707221378,0.799923360780392,1.88254380135406,3.19924417780652,2.58479249532643,0.254651623109312,0.00996214234721611,0.513342399794809,0.0366090620341379
4,14,0.49881736215843,2.45261744682215,1.13568992911708,2.67176285780086,8.36729292306482,1.57694249131896,0.29503790142332,0.0103720204512979,0.0194343211920687,0.059905174135997
1,16,0.617987924793588,2.89246469206325,1.15501014186902,1.44393595621339,0.553711050555006,3.25814332765566,0.28372698780955,0.0101851476916163,0.418592679617617,0.0425223785749276
2,16,0.379877245944918,3.07682370054687,1.19069491649674,1.3162178421246,0.75882548250462,2.0923021527714,0.25836164364078,0.0113492434509288,0.106576684386729,0.041028166531015
3,16,0.494874653604888,1.64150977576638,0.438431125406428,1.28014582824421,0.631277269437317,1.62044529667202,0.202058837495717,0.00996360704281259,2.1314692950017,0.0279159850570924
4,16,0.417547175242395,3.02654586585256,0.805044993278137,6.02032665266483,0.931339499552166,2.35969939406579,0.237043652154732,0.0099943318863631,1.61819131844874,0.0703313032247314
1,17,0.63501390903526,2.06453961035531,0.451791352514341,1.50987276468922,5.54576334218304,2.98292291276145,0.179393981222441,0.0102280708397662,0.0103411905648578,0.0351147384820641
2,17,0.361784072970718,1.98747529621139,0.323235502936114,1.01856733275196,0.893779516429925,1.02051640943844,0.624531553975275,0.0106570623162788,0.00757682553995392,0.0751002758053601
3,17,0.49704172775807,2.28784588767577,0.468276617142262,0.838927792830896,1.39229913590052,2.71594050188858,0.251360191284773,0.00960066962808421,0.056597867084401,0.0378583464548623
4,17,0.357976454139321,2.36172912028255,0.41861441939947,1.52149323252659,2.3126697784649,4.43702087127707,0.271702544299169,0.0102253365301707,0.0108945548594176,0.0395817867235572
1,18,0.472589063190257,2.0740109381237,0.667837393082228,2.36068477672393,1.09463982696837,1.4763804777189,0.28302462241829,0.0104168885055133,0.750820203338614,0.0383937433771449
2,18,0.400680418624565,1.92581476037748,1.2945819239298,1.92062474022258,3.96015625910992,1.9827079262329,0.252791388552232,0.0104902534951621,0.0224821742571985,0.052102566998381
3,18,0.506828935993218,2.48098732664976,1.03529321745727,2.25352024191239,4.62610105459185,0.67652874830837,0.176045184309642,0.0101040400316636,0.526298018936223,0.0383343938530124
4,18,0.506593452740052,1.94994218213694,0.221685183835306,3.19654116193118,2.51348344572189,3.39924885194506,0.260296037020513,0.00995858617532829,0.329085737316309,0.0478618628926047
1,19,0.403162802658989,2.80013163363564,0.375755250447031,1.27986092898622,1.17402362898416,1.14070714202925,0.201341709370715,0.0100263067241662,1.82208203654489,0.10936565843921
2,19,0.406209386135999,3.17945977058439,1.75751386811162,1.56440358655371,0.7739395089868,5.47232409483198,0.246935169252538,0.0105971223026788,0.057634897205623,0.0568755317009211
3,19,0.347693871284312,1.90721620959004,0.594661103612115,2.29785669756016,1.12813219241585,3.79284772252408,0.326556095816887,0.0105414507179267,0.00457459386798683,0.0296506608418877
4,19,0.417472832904025,2.37434942073662,0.463880958988375,1.71680644691697,0.547012945189782,1.80402571135095,0.251668762785641,0.00982566382901931,0.229718073224361,0.0649380974185271
1,21,0.787479069695914,2.04265465948497,0.17623538344845,3.43931001358654,0.76446919105125,4.61508635421912,0.23288351111043,0.0102147342278148,0.0748350632063058,0.0637991917619751
2,21,0.564573455486466,2.67221683994394,0.371976911262027,6.31784876866251,1.48073536922272,5.18186708398496,0.318606724131304,0.00976140619784008,0.0052046362761454,0.0400205382541721
3,21,0.462036323487179,2.60709860911561,0.324028667893352,4.98392344084724,1.71541354559871,7.40782331063757,0.219067180794297,0.0112347007023139,0.0301093479178711,0.0266943789768558
4,21,0.694615046008405,2.62680944843164,0.372852692322727,1.90513630383604,0.669876409851152,3.85195063074666,0.182377945169494,0.00985702188014119,0.318246039489328,0.0568565750395043
1,22,0.247963665643072,3.23489648677968,0.39114372701942,1.39613937670191,5.5802499172597,0.973213785084429,0.137211495129953,0.0105347772696057,0.213022164805945,0.0407188785685236
2,22,0.341306213221428,3.00027725323599,0.360659980408555,1.08263128108755,3.09694020018593,0.932640680894484,0.190597951133375,0.0103338957923232,0.271105723311874,0.0532971942717601
3,22,0.473109287566693,2.86145905463686,0.386024983531787,1.33741426633317,2.61116841609707,1.07729819065271,0.186332285631854,0.00992314420687772,0.201676919105528,0.0438628054538237
4,22,0.506454506231317,2.91305640728296,0.347967326274158,0.988724296688497,2.28194128017991,1.11506015579858,0.198260110738826,0.0102605805524423,0.611972241040554,0.0483029473139821
1,23,0.767846681784737,2.86781535248443,0.469144374965187,2.39237066251782,0.466764337792245,2.12790425661084,0.34412256559296,0.0103402012380199,0.0944438591520575,0.0621033508037088
2,23,0.61190120524507,3.13566434663697,0.479866527334863,2.31931622319526,0.452027265917756,2.60281003013586,0.354309476226466,0.0102323597574156,0.0764644372220235,0.0669278061022115
3,23,0.780688900024174,3.21687999170355,1.42067410576616,1.93186761755193,0.52638247948966,2.72465067742728,0.316483855115291,0.00943467988443011,0.0779769274089324,0.036388407597696
4,23,0.805808374432133,2.85467191770882,0.539446525978138,2.52389414841774,0.45783657890853,2.54208498877589,0.414629575172086,0.0101024824110775,0.0634310515623127,0.0604514452166149
1,24,0.664142955635092,2.86528001876734,1.22879925326949,2.59089591154732,0.444947405525995,0.736390419436173,0.110287739852379,0.0103990727807385,0.0587661934360138,0.0436730527504478
2,24,0.385682437378469,2.12679923487652,0.361435986626485,0.747951936381692,0.376776781828086,1.13880472907918,0.190619326735866,0.00959157105305118,0.354643046503462,0.0483772728293308
3,24,0.619836335977872,2.87916445905014,1.46139541072096,1.67657061568131,1.42923934187932,3.33398333993545,0.180848728239899,0.00963099444499371,0.0302179740715689,0.032857145957743
4,24,0.476592046553582,1.95856273872792,0.310224546166131,2.18811127883549,11.4764465763852,1.33029507943025,0.216505545825458,0.0105937830337456,0.453184990063245,0.0671107017010894
1,26,0.851033352342977,2.86761467185763,1.25668003538266,1.6864361189003,1.66294005195104,3.63539435684214,0.260742596880774,0.00907577067908547,0.101610461283256,0.0313410097005396
2,26,0.888324995570006,2.76592289900332,0.958337744354198,1.38095345306201,1.22778602079596,2.70069711161782,0.262545803789007,0.00994548277916349,0.140515053504301,0.0667269263525083
3,26,0.775557747342609,3.15829249965134,1.11188191478626,2.27335747683724,2.04223251838573,3.84760828717293,0.229737096945695,0.0112519859883473,0.0387296941871332,0.0462162719883004
4,26,0.860298373957756,2.6230502143614,0.512125227551096,2.69943250212074,1.6952448806763,3.34988037866359,0.344824728004414,0.0101265946882125,0.0679726132851618,0.0503319496002035
1,27,0.483209888632147,2.97942581408175,0.344254838801409,1.30175329921029,2.2056694860671,8.27695825300419,0.356644606669316,0.01056271972804,0.455937040942514,0.033604255422022
2,27,0.542130268876542,3.31228250032455,0.356959021036129,1.62483582399787,4.69743887554948,1.89305695583208,0.359532605643581,0.0100483972459374,1.19601859849957,0.0743837555900736
3,27,1.10663444228797,2.13494739548313,0.897678584930366,2.4531126236041,1.98233873782921,3.79014745385851,0.129855800933701,0.00948531243143349,0.14742225780947,0.037121217098421
4,27,0.729577879026253,3.43647471056135,0.765760908299856,2.42199675438698,1.18738469080497,5.01545126722759,0.307524787039669,0.0105121186131984,0.611852638233628,0.0452067302112305
1,28,0.803596875750665,2.33349930621267,0.588255244249485,1.23889653769013,3.45228539352343,2.34787694538691,0.174072399880114,0.00978503476718397,0.023743058555571,0.039906899757716
2,28,0.698268869141906,2.34367195606497,0.477892239006966,1.30169298419527,0.875733880075393,2.70483355810561,0.182350654870712,0.0101738479943422,0.0744082778389648,0.0297915576559986
3,28,0.842090697485439,2.2970151800029,0.47711929618542,2.11858102827773,2.79739920467313,3.53568926740429,0.29208736351059,0.0100482988259669,0.00635505557285512,0.0519457981702478
4,28,0.937337687090004,2.06495632403345,0.410887967877952,1.88101363301092,2.45414485060784,1.97045468782825,0.204298065278214,0.00975479504638656,0.0202724473789952,0.0588112443106417
1,29,0.588953722573219,2.07038924844091,0.746708226350892,2.8013476427371,0.77726852982311,0.803789048793252,0.232996254965475,0.0101367236877076,0.132813405974104,0.0796327747230615
2,29,0.438612612232656,2.41443338918965,0.800873362316486,2.10083273385553,0.503374327334355,1.95526120683632,0.537338832837672,0.00986820394562034,0.141206031815078,0.0391981138693136
3,29,0.427152721358631,2.00413795517863,0.489116355850108,4.558720130429,3.97700131036667,5.32193902018332,0.387360491942705,0.0109865533808458,0.0552909046765152,0.0302306627506771
4,29,0.633888062658948,2.02940393905481,0.615578681284328,0.854979740230283,2.15948150255185,3.22057277568357,0.171418275005412,0.00987334920754022,0.361839923537162,0.0519517411359782
1,30,0.649480942137526,2.45336575609036,0.410942383926079,2.65579523979115,1.46417404625337,3.78619160260721,0.159692914908589,0.00936321757580598,0.0514802030543812,0.0179784076056133
2,30,0.69181623147089,2.23248039666342,0.298725570654064,2.81545336894202,0.788688797089915,1.58265393478743,0.225394347483994,0.00987794911548308,0.0136463410380973,0.0776375088129711
3,30,0.656099805185926,3.12147343678558,0.951007380715837,2.6877458763328,1.35022986518354,3.21384414721723,0.12959135547881,0.0103775354307886,0.00708860728141981,0.0414975965769704
4,30,0.747764300173292,2.4567462135142,0.552979202364684,2.17101575574163,0.741037994331575,1.81445382617291,0.139838642444849,0.00914009481190344,0.0254786127002761,0.0420408298087624
1,31,0.471980872619119,2.41707154093158,0.304054054396965,1.69772576867356,0.775597920119859,5.52606012594223,0.26221862375223,0.00975357100169018,0.0664699260476539,0.0260870673436312
2,31,0.443233728382382,2.38575279588803,0.309490042126445,2.06298226947252,1.20861593127841,3.14919272070757,0.254909159108863,0.00934339810977237,0.0497162058153841,0.0225623180475467
3,31,0.350605049811357,2.5502274198143,0.322652047604893,2.51866308980144,1.14632315746477,3.73945324355077,0.21050104004191,0.0107011251836241,0.0226926544429163,0.0311615130209422
4,31,0.483469769865284,2.41206467784499,0.320678339650204,2.10967294815684,1.57138638327367,2.80759676038029,0.197622749772752,0.0107727122834993,0.0147233239127259,0.053356196901023
1,32,0.442163100227925,2.04480900327041,0.293579359095494,0.859948504080558,0.692618044649277,1.65388209988513,0.185163005795474,0.010411002958275,0.122965550298084,0.0336831090419951
2,32,0.583286083615669,2.34195425945146,0.522148284744331,1.32394743425951,2.78643466880404,1.16985977736701,0.200497298071215,0.0102707378364448,0.00145170014865934,0.0369644616097246
3,32,0.501911406354802,2.79677831211245,0.555236640364891,0.975113652352321,0.910084545156146,1.0845442023674,0.225282063774946,0.0104768163951517,0.0354576518304815,0.0479487203525656
4,32,0.630410263900572,2.28627735489623,0.485662555846741,1.16166023887989,1.07733363002796,1.82218451465137,0.207536420648764,0.0102354778448309,0.015390186218286,0.0352351282945288
1,33,0.421301389132943,2.48186173247978,0.41705664018534,1.65749395704,2.55496557397296,0.989867477707385,0.147307711796514,0.00938872566678353,0.114248225448824,0.0504245916572013
2,33,0.604392404331422,2.53436884670367,0.682384057818332,1.97364868042992,2.03428002557568,2.05945523857516,0.131279655815048,0.0106973627954006,0.0413018151301694,0.0524474498987233
3,33,0.665131878084189,2.28826411721227,0.378991503364666,1.6471022965542,3.80775233696404,1.28169878319201,0.132088619150915,0.00934175534989887,0.277753566482287,0.048099241413747
4,33,0.836780985563737,2.45704400518697,0.667687663662017,2.51735074731398,0.954220079660541,1.94527654581198,0.151864046774362,0.00907454257816656,0.609241193479606,0.0619544137018232
1,35,0.54674163497563,2.66130667284134,0.431075883034298,1.51043591876338,0.523714195730587,5.27333526707025,0.15811252528403,0.00906997790317674,0.705468566657346,0.0450000131296971
2,35,0.383666520306458,2.35702232745898,0.299839689037669,2.66649277919794,3.99045050399922,1.28964097058568,0.176457102112882,0.00978543240976091,0.157182237361835,0.0478311001092963
3,35,0.657774830508346,2.33628422816953,0.567979924835208,0.918007120465408,6.00846676505925,2.00749373658911,0.196588226405171,0.0103190649459164,0.236515827491497,0.0425448670607038
4,35,0.304370866381874,2.94558433610386,0.604797795060849,2.37575266498205,2.3184633263305,1.88961042603218,0.19136584211613,0.0100516140567321,0.0144675075785048,0.042852972452431
1,36,0.571403312348111,3.4473151533629,0.692513035299874,1.96709849748373,0.542729147621653,2.61146768456233,0.348244709227166,0.00973713326855871,0.0363704432347561,0.0531807577517156
2,36,0.62880184534002,3.42108751148377,0.810640307923888,1.73467379404788,0.523964282290563,3.19075002560919,0.292583344938986,0.0106175519445877,0.041527766863022,0.0489657239804064
3,36,0.564660605092617,3.46312591716131,0.736351025694309,1.80810971631099,0.624736409417247,2.47870945076236,0.279929975725924,0.00975029401732815,0.0170636181280824,0.0609273258706295
4,36,0.57590810310132,3.46312591716131,0.716250806050043,1.91997327487223,0.675093166835552,2.31081789842126,0.293344214068232,0.00937137435638791,0.0223219219900955,0.0629911355517353
1,38,0.288045150719073,2.84613884422412,0.372377040780317,1.3092256954769,1.30075846235063,4.54640384811517,0.293564784706998,0.0102499855093932,0.216733683752638,0.0400371954567247
2,38,0.594659050356424,2.87872849313198,0.637057819544954,1.98594908032243,5.76057280759887,3.45748448094308,0.202500281469622,0.0105030127062141,0.0220305226770544,0.049395243897994
3,38,0.526497297887384,2.56131354906794,0.492544518744512,1.76718249822762,0.966430183564995,3.17337079980083,0.162571669319331,0.00980766120826282,0.00620515937418241,0.0683820387157642
4,38,0.554187305707128,2.14816747066445,0.296389799896157,0.808478064313763,0.719019341611474,2.9437750279515,0.226071887050042,0.00964374673001691,2.75006868241129,0.0294506110453247
1,41,0.8457890412827,2.98699928168664,0.663192179168828,4.34567945400289,0.378693531421891,4.51762308163989,0.228154066603949,0.0101161133070536,0.0369820111169741,0.013796565216372
2,41,0.857784167793233,2.97643612126838,0.663192179168828,4.5909332530637,0.424177144553379,4.45381649921222,0.242521649243535,0.00921887364476257,0.0369820111169741,0.0151671728409936
3,41,0.857784167793233,2.98002648992161,0.663192179168828,3.96775957142162,0.36709447093767,3.2091119548684,0.217412453328313,0.00978851744332805,0.0369820111169741,0.0190001462926321
4,41,0.862739719549386,2.98002648992161,0.663192179168828,3.75977554509098,0.36709447093767,2.61191023151851,0.194620335761225,0.00861620450617184,0.0369820111169741,0.0254082348684978
1,43,0.538904313498327,2.50475115396855,0.651796910801749,1.94366717686376,0.92018789103797,2.67031837095181,0.141305776368553,0.0105108598453775,0.113697238903736,0.0546224910909399
2,43,0.329330092330413,2.66017167076647,0.619554753257363,3.03896279234006,1.87210899789139,2.28221607658667,0.176600414367327,0.00944094804814672,0.0226577726747494,0.033946977109092
3,43,0.614311024031032,2.32519982358523,0.42807580106425,4.02790587524831,1.32927121815862,2.79115083964303,0.385171301910969,0.00975435261933109,0.0229711294188558,0.0277982646441438
4,43,0.48787532059842,2.49755793257539,0.510177239816432,2.10638925256379,0.96996892182346,2.70967998674775,0.258220189254921,0.00908613570719798,0.0647858742547472,0.0964407834853225
1,44,0.474129045141584,2.12017970691422,0.427975086907243,1.70068683475029,6.03384649579208,7.7293351481357,0.349892335961202,0.00924955562529837,0.13555233972685,0.0249250207817848
2,44,0.446836858663949,2.10193081662849,1.66030677362461,1.2914602535968,0.936505334634544,1.49380031893796,0.329776750393144,0.0102068196477836,0.181545059932536,0.0226550931378131
3,44,0.499849439416097,2.35197931148696,0.575512096728406,0.999144871585497,2.74526660239553,1.96296699378818,0.134927798004693,0.0100149904986351,2.3030497449864,0.0667046936200155
4,44,0.687298874846414,2.38884165016894,0.708740847670365,4.55492505961763,0.464583324269367,2.05298326555052,0.273337625842574,0.00968204684340679,0.238028743888668,0.0343244708431898
1,48,0.404092902775793,2.78247992189999,0.373962997234369,1.35761545263864,0.265757408766533,1.52131878990713,0.212195723130042,0.0103583368552992,0.0575723730831079,0.0331785820863042
2,48,0.476253730784853,2.77058356826974,0.373962997234369,1.55294745408643,0.275975071033254,2.2850122293477,0.24044272430437,0.00907336074376608,0.0642283074294503,0.0284033792954351
3,48,0.421494826962692,2.80413229972853,0.377572734552123,1.52969012282109,0.275533365326139,2.19402077976145,0.242264496415605,0.00949713049087409,0.036625233227304,0.0410634211716039
4,48,0.435448657578061,2.78514050458857,0.377572734552123,1.53970670620325,0.289123001545618,2.10197949402782,0.210567583051046,0.0109107278239527,0.0426302808794093,0.0375329916841799
1,52,0.39381269622878,2.47945282555719,0.371127695898547,1.77648487253654,2.39804729236414,3.43646944588185,0.190597691300349,0.0108877407023436,0.0550014933706316,0.0445636026999754
2,52,0.541969532313716,2.64211714483691,0.465010275865254,0.683251388616608,1.680840691446,3.01184020342275,0.251470029923892,0.0105154669443983,0.381232568489832,0.0575085820369173
3,52,0.366646575504748,2.35043757853633,0.364802292855368,1.6878139845196,2.17694455815044,1.39883229334472,0.203684384395317,0.00945390481687124,0.00700130896825998,0.0706895044685606
4,52,0.36776859167661,2.3289513660326,0.29632921062424,0.699549931534444,1.3273652381127,2.07180897332653,0.118118730199452,0.0100316572062282,0.747601660084039,0.0835118605384191
1,55,0.522583358151125,2.07891396177892,1.07190045371883,0.689221869364478,1.02108820877547,2.20887780083763,0.318813673517526,0.0100435707730507,0.0930240330723807,0.0441980409088594
2,55,0.576055058752435,2.19712849943595,0.475431340826339,2.96446027769211,3.35990345888634,5.04321678571542,0.236287635315637,0.00976056314657443,0.101920257588895,0.0437575029025707
3,55,0.484241419596835,2.27136069666546,0.467033698922796,1.72386222906236,0.436292583267615,4.19072095439735,0.237739421697291,0.00950702760322976,0.376993769462372,0.0438701688789214
4,55,0.524659944251354,2.5306008408499,0.658941955259352,2.31032784399601,1.95461594016653,1.58296799424271,0.179088323907617,0.00939501989201932,0.0183947819723559,0.056646024710173
1,56,0.309283203547139,2.05066507114001,0.458046695612991,3.60209314586265,4.80976675537884,1.80341895365221,0.130998842232509,0.0105918246349619,0.139821426618306,0.035488402218873
2,56,0.457706261891805,1.90861634342697,0.433551268622532,1.39308634580519,4.45530362207131,0.321090848101065,0.301410274324993,0.00976567242661974,0.33664514501684,0.0285116281064575
3,56,0.663141947974801,2.13487599356014,0.791829070282826,2.41601770327546,2.82216959196799,2.12396209224041,0.302453066374413,0.00961665181590551,0.657075995711211,0.0247489960683616
4,56,0.661359402081554,2.13676849630554,1.43154335558833,2.07211486655771,0.587843172921745,2.91711396793762,0.239873182661961,0.00895195428301096,0.00906528180166746,0.0504569734281793
1,60,0.786537988675864,2.21362226895439,0.824246078517954,0.651656274241918,1.33897138418954,1.36991638846747,0.190896622706585,0.0100864240891679,0.0649970051614423,0.0400998159812419
2,60,0.290528190326178,2.55443883027968,0.52069463068003,0.921121165345381,1.86469932472937,0.402532695163876,0.22889435507896,0.0095924331808046,0.00369216613164791,0.0638910959920952
3,60,0.41614110047434,2.58429173483278,0.57455646142246,1.18646944817372,3.3212879703486,3.58527566503079,0.227500600975942,0.0100384342505695,0.0436990097704361,0.022134005559203
4,60,0.680492630878563,2.32211456719981,0.734141530608903,0.750236633663067,2.15015219244367,0.868071809466845,0.222266296824186,0.0103491409597967,0.0460957510459011,0.040700372038464
1,61,1.00973201774694,2.29129420483511,0.648531394921415,1.55697747362799,8.41442107207517,7.6857606139298,0.371133460864771,0.00942536144535247,0.0555602099477103,0.0720781270325102
2,61,0.798929312883805,2.66968395990436,0.591341416866051,1.47868921638145,6.43465068803136,5.12441754254343,0.364605257640127,0.0102715913468204,0.132148864505803,0.0590163477308812
3,61,0.789543948406024,2.60866644099281,0.745223653694268,1.81283667376661,6.88817874639013,4.48340873783267,0.301105835781691,0.00974136431395138,0.0217364637516985,0.0741607931377211
4,61,0.694831130461279,2.36224254518259,0.385109623228629,2.40011122155257,4.60625551129214,12.8664548663515,0.261952297717478,0.00924673384306813,0.0211165010819856,0.0808348331076459
1,62,0.52747323387443,2.02757014045059,0.58803517736476,1.13461754257958,0.663971954147198,2.86455842943109,0.188256828902274,0.0097577644860226,0.0605006567505796,0.0492208378688744
2,62,0.215383839295753,2.76951053424498,0.773765676832125,2.27828291168482,2.1809972301928,3.57628449845017,0.132544440391738,0.00974281421464442,0.0342696075565451,0.0356668329419359
3,62,0.38450595245855,2.10408047617782,0.447846147186444,1.09423919637699,1.0835064659367,2.34130719521829,0.262353272552592,0.00886038953266531,0.136196221419427,0.0509052623546832
4,62,0.508440635402357,1.99542504962166,0.261039353858616,1.72460575471046,0.890127363649624,2.35393699942956,0.270838423368178,0.00999390760033668,0.169369553406993,0.0812455562082673
1,67,0.376596538831447,2.15098138301709,0.575923732643888,0.940195819068764,2.68993660906177,1.00978567958193,0.318731537206095,0.0101733727271359,0.663618112504533,0.0448914690669041
