rep,id,eta_tau,eta_g,eta_c,eta_a1,eta_a2,eta_a3,eta_d,eta_tau1,eta_tau2,eta_tau3
3,16,-0.0591483267628006,-0.450611396378439,-0.188064113237648,-0.34266915714925,-0.948818852868939,-0.193878003109222,-0.260710029009997,0.00382519045005221,3.12795205471804,-0.47091663991934
4,16,-0.229055299723921,0.161194181278955,0.419631324042752,1.20549836218142,-0.559940159656623,0.181955246457383,-0.101024648248422,0.00690415245431398,2.85244955838012,0.453100874495047
1,17,0.190194070421352,-0.221320557130678,-0.158046380308644,-0.177617771425837,1.22422552182862,0.416324673942116,-0.379684559153046,0.0300220149896013,-2.2004797719149,-0.241495163680503
2,17,-0.37240528187158,-0.25936267181645,-0.492885675277383,-0.571246092685552,-0.601104912795046,-0.656270206130375,0.867732896340836,0.071108832194361,-2.51152045830175,0.518708125478479
3,17,-0.0547788503799696,-0.118617095242458,-0.122207660505941,-0.765273796497814,-0.157852317346392,0.32255931386401,-0.0423820232239487,-0.0332811195111438,-0.500643475558027,-0.166264636220167
4,17,-0.382985618546821,-0.0868337808605852,-0.23431658794033,-0.169950914457994,0.349593852772106,0.813404187230761,0.0354389220276416,0.0297546453956398,-2.14835166580146,-0.121747024556669
1,18,-0.105226609528508,-0.216743425986381,0.232777876289856,0.269308579670912,-0.398383368634253,-0.286985519879334,0.0762649401399206,0.0483144153390535,2.08455143739619,-0.152221592361164
2,18,-0.27028868369569,-0.290878679368407,0.894676239260895,0.063007361738667,0.887474731207144,0.00788456077956579,-0.0367043613089595,0.0553326190495373,-1.4238920360612,0.153098112354899
3,18,-0.0352792899190861,-0.0375712131718852,0.671173123383275,0.222850388633833,1.04290565583697,-1.06735932569386,-0.398528267609274,0.0178213785245364,1.72925285218263,-0.153768600749778
4,18,-0.0357440186640244,-0.278428087756482,-0.870008559486952,0.572426181422428,0.432860865330812,0.546975492244534,-0.007449371507482,0.00332114277461466,1.25970354052486,0.0682028997200468
1,19,-0.264112375032657,0.0834386183824796,-0.342328842303824,-0.342891734107969,-0.328371904545542,-0.544930618945823,-0.264265447494215,0.010098342770745,2.97112032631642,0.894580826681475
2,19,-0.256584076165942,0.21048348918985,1.20038867038624,-0.142138500404069,-0.745070314862336,1.02312441735172,-0.060143129216017,0.0654685149033049,-0.482486537525381,0.240749120022051
3,19,-0.412130419812707,-0.30058311269775,0.116724825430851,0.242333660940499,-0.368245414584479,0.65653812585457,0.21933278477505,0.0602012044360293,-3.01609685327364,-0.410631692506981
4,19,-0.22923336093884,-0.0815043378558255,-0.131638878678566,-0.0491773088260295,-1.09209156369728,-0.0865583151206433,-0.0411551692344282,-0.0101162477102755,0.900238012428755,0.37331836292446
1,21,0.405383959958677,-0.231977544142946,-1.09944633662038,0.645627716913963,-0.757382306552151,0.85275159034852,-0.118730582498105,0.0287172416182977,-0.221328241446279,0.355624416169911
2,21,0.0726176677655317,0.0366805953489545,-0.352435058237861,1.25373560860222,-0.0962699171790526,0.968586443180556,0.194688543768786,-0.016677500783393,-2.88706495611378,-0.11072332709836
3,21,-0.127809321966195,0.012010149276721,-0.49043485105445,1.01657426347424,0.0508454333576122,1.32595765683225,-0.179890514337656,0.123893297046253,-1.13177909043998,-0.51566308776172
4,21,0.279904969251333,0.0195421625578928,-0.350083429193887,0.0549103996819185,-0.889470799173167,0.672000688257649,-0.36318780304169,-0.00692988604027613,1.22621001667162,0.24041576364388
1,22,-0.750170606296313,0.227769119830272,-0.302191763358569,-0.255932317506382,1.2304248107777,-0.703730492546091,-0.647745463202091,0.0595679366095487,0.824781444381439,-0.0934242739956859
2,22,-0.430672771902085,0.152476892436808,-0.383331212126843,-0.510248707534579,0.641605839204025,-0.746314263684368,-0.319102717130467,0.040315377373092,1.06589409168767,0.17576758368857
3,22,-0.104126418482401,0.10510384400248,-0.315364752538947,-0.298905059111503,0.4709890375115,-0.602122757675119,-0.341737396986126,-0.000244141062540672,0.770052230574389,-0.019049401013378
4,22,-0.0360183324482363,0.122975032066606,-0.41915825873513,-0.600982912909241,0.336217766721519,-0.567670634225731,-0.279689099572084,0.033195453722752,1.88007214767084,0.0773764739972493
1,23,0.380137247901557,0.107322728979462,-0.120356287263629,0.282641626422797,-1.25073953132894,0.0785585892017147,0.271728930513437,0.0409253625040416,0.011390798879516,0.328683839882522
2,23,0.153118007919101,0.196613254731023,-0.0977588469033959,0.251629253947808,-1.2828215307943,0.280012653154455,0.300901799118456,0.0304412552095795,-0.199789016205063,0.403498411792503
3,23,0.396723902822669,0.222184133441739,0.987619916235951,0.0688440555995806,-1.13053593582114,0.325761239056785,0.188003270858733,-0.0507217187510984,-0.180201795554081,-0.205865854464226
4,23,0.428393133172398,0.102729111810211,0.0192768179587278,0.336159848864479,-1.27005172580356,0.25640561695916,0.45811657295808,0.0176672084447003,-0.386661262215803,0.301724378618341
1,24,0.235044588711048,0.106438273473948,0.842525910617501,0.36236057078486,-1.29860794628203,-0.982573828778958,-0.86617619139231,0.0466026779967424,-0.463048028038004,-0.0233848357594195
2,24,-0.308438502455473,-0.191609666811768,-0.381181895271216,-0.88005971615361,-1.46491111018263,-0.546599759971901,-0.318990573197049,-0.0342292709923499,1.33449700477528,0.0789140280053216
3,24,0.166002636738584,0.11127232396363,1.01588017493678,-0.0728927499746353,-0.13166637866013,0.527588798224808,-0.371608032483473,-0.0301274826831521,-1.12817786076454,-0.30794685155902
4,24,-0.0967919555844836,-0.274016902024776,-0.533970466343689,0.193395585059197,1.9514880586509,-0.39117820721264,-0.191652795793782,0.0651533543277818,1.57968563267371,0.406227414306542
1,26,0.482998487523798,0.107252749701176,0.864961785868024,-0.0670256600177022,0.0197783987738289,0.614138604844543,-0.00573525688892501,-0.0895056686174195,0.0845317191942785,-0.3551886517536
2,26,0.525884829813902,0.0711465486008041,0.593933423272255,-0.266868988289226,-0.28359618827647,0.316930940101845,0.00115659870452459,0.00200448756328197,0.408699849377917,0.400492459107219
3,26,0.390129612278678,0.203803723640139,0.742542433347937,0.231614646533278,0.225234828573661,0.670872742077766,-0.132333360352513,0.125430676890215,-0.880008178560742,0.0332158378231586
4,26,0.493826443314067,0.0181100348614577,-0.0326976638906817,0.403398409611494,0.039018450120743,0.532345648266471,0.273767294437933,0.0200511321833802,-0.317509897790125,0.118523950589245
1,27,-0.0830017209283731,0.145502792407452,-0.429884650506897,-0.325931109407247,0.30222233196224,1.43689655108405,0.307470827684936,0.0622168266438565,1.58573995583767,-0.285463397378254
2,27,0.0320534888172972,0.251409719170854,-0.393645855907414,-0.104236377615465,1.05820868744531,-0.0383860296939968,0.315535911518635,0.0122991752931974,2.55013870893868,0.509121473363569
3,27,0.745625822180006,-0.187785802447308,0.528545236907387,0.307714519913665,0.195468575731218,0.655825935297436,-0.702844347505343,-0.0453694261041593,0.456686195097501,-0.185927410200736
4,27,0.329013286759408,0.288218342777641,0.369603146776114,0.294949148167857,-0.317055602920059,0.935944411789311,0.159286733526761,0.0574147768004042,1.87987669028256,0.0111298684394706
1,28,0.425644912892741,-0.0988588206148788,0.105894098484109,-0.375422062436088,0.750227691984843,0.176932503253214,-0.409797654792639,-0.0142598145257648,-1.36932455961923,-0.113566870588645
2,28,0.285151395711871,-0.0945088982698206,-0.101881578417173,-0.325977444156243,-0.621501776719446,0.318461390134568,-0.363337450197576,0.0247065372118567,-0.227047579109531,-0.405891052552966
3,28,0.472434892945861,-0.114617277400048,-0.10350028764075,0.161103381393765,0.539881377401775,0.586329274977349,0.107783988894381,0.0122893806512985,-2.68736412668762,0.150084726291462
4,28,0.579590776860536,-0.221118734106184,-0.252946250985036,0.0421676411317731,0.40896961822236,0.00168533305112763,-0.249688926955338,-0.017355004732415,-1.52735208388675,0.274216960602331
1,29,0.114894778855661,-0.21849117738184,0.344407670838498,0.440457445463303,-0.740778142743799,-0.894997410424239,-0.11824657840325,0.0210508697535883,0.352330404511634,0.577309645066591
2,29,-0.179836240993223,-0.0647631715833214,0.414435991004403,0.152690649152176,-1.17522994877454,-0.00605519492404233,0.717359910425426,-0.00579610265287574,0.413605266347923,-0.131487475732899
3,29,-0.206311221679472,-0.251013788943618,-0.0786664363910494,0.927398754071453,0.891719343059775,0.995258725354492,0.390086804447112,0.101558136632824,-0.524006353430439,-0.391259373633703
4,29,0.18841954930489,-0.238485685850634,0.151295926488,-0.746320662870444,0.28105939511381,0.492980235313155,-0.425162336281701,-0.00527484052152678,1.35458713781694,0.150199126801358
1,30,0.212720661096706,-0.0487669499233256,-0.252813824510188,0.387100978282984,-0.107517460126118,0.654781670625196,-0.496016269499121,-0.0583249789606053,-0.59541744898047,-0.910944645431707
2,30,0.275867526667744,-0.143114556866256,-0.5717415160519,0.445480146402845,-0.726192215603973,-0.217475845598469,-0.151417435149763,-0.00480905767011292,-1.92314334615538,0.551934565606787
3,30,0.222860087199392,0.192077336017534,0.586254979435485,0.399059721229722,-0.188533904189648,0.490888785225401,-0.704882878589094,0.04452944665455,-2.57812588900202,-0.0744805940413482
4,30,0.353634989373739,-0.0473900127052481,0.0440535479864429,0.185551991328617,-0.78851213325089,-0.0807944888594923,-0.628779754787393,-0.0824432097719062,-1.29877539342819,-0.0614748214261755
1,31,-0.106514371571592,-0.0636711093616029,-0.554061347968737,-0.0603535846089753,-0.742929789909376,1.03289611792483,-9.0361119733565e-05,-0.0174804939399602,-0.339865170550308,-0.538676418342486
2,31,-0.169355597740711,-0.0767130974802669,-0.536340926544232,0.134509482609096,-0.299332906196264,0.470567151780628,-0.0283617158286846,-0.0604439590885584,-0.63028382333935,-0.683834934107069
3,31,-0.403792456499573,-0.0100452702718157,-0.494692353512428,0.334085083920557,-0.352249186793787,0.6423604201041,-0.219778364803323,0.0752349248095017,-1.41457349673908,-0.360932329456363
4,31,-0.0824640428317816,-0.0657447161740083,-0.500828280514259,0.156889777693339,-0.0368504762769338,0.355749882927024,-0.28290904961455,0.0819023278929655,-1.84718187893782,0.176874020804793
1,32,-0.171774013171348,-0.230923421507159,-0.589118852624134,-0.740525927410721,-0.856085346512103,-0.1734536768212,-0.348032409195602,0.0477492551637987,0.275289461229723,-0.28311960945615
2,32,0.105224943228831,-0.0952420752717612,-0.0133152261511521,-0.309025402401473,0.535954129489337,-0.519695095848338,-0.268468188028442,0.0341848967423153,-4.16387939014705,-0.190159151756096
3,32,-0.0450292094718619,0.0822403422061838,0.0481275578236893,-0.614844405169662,-0.583026529673749,-0.595419180325405,-0.15191572486969,0.0540508851763446,-0.9682756978171,0.0700160080597174
4,32,0.182917987755306,-0.119302924092202,-0.0857527908762211,-0.439792934623586,-0.414319625263993,-0.0765429249706479,-0.233962113262656,0.0307459368764983,-1.80288472830472,-0.238072557910123
1,33,-0.220104365990848,-0.0372188325821683,-0.23804480372724,-0.0843363596640439,0.449229996929768,-0.68676319478665,-0.57674528227693,-0.0556043962048999,0.201758721441178,0.120362879991718
2,33,0.140770830808108,-0.0162831793221166,0.254325789888769,0.0902407948251541,0.221333207856219,0.0458625114641772,-0.691939133714103,0.0748832748923732,-0.81570832715166,0.159695608205252
3,33,0.236532501679019,-0.118434307006505,-0.333753057816633,-0.0906255968000863,0.848230324600184,-0.428392616688518,-0.685795904199389,-0.0606197949339838,1.09011949302168,0.0731503001703911
4,33,0.466109538031824,-0.0472688061987131,0.232553650738891,0.333563900873962,-0.535669695322901,-0.0111748391712207,-0.546283267240389,-0.089640994206941,1.87559946167409,0.326282745939965
1,35,0.0405235276742518,0.0325894228645611,-0.204982706753759,-0.177244859819965,-1.13561792410805,0.986084051301042,-0.505961993844931,-0.090144140607621,2.02224743956181,0.00654667574833595
2,35,-0.313679093647807,-0.0888287129678111,-0.568018882129574,0.391120886177606,0.895095380146657,-0.422215126810677,-0.396191159416792,-0.014219177521707,0.520791103693444,0.0675599520381468
3,35,0.225409837661713,-0.0976660791241778,0.0708192304116906,-0.675193288800688,1.30436084938123,0.0203080577571395,-0.28815763884717,0.0388791814548382,0.929400353510881,-0.0495568911713112
4,35,-0.545205919154919,0.134079404049334,0.13362733504108,0.275671141944904,0.352095854229118,-0.040208305038722,-0.315081958980951,0.0126192557920152,-1.86470949774059,-0.0423410943702499
1,36,0.0846424544549235,0.291367901952753,0.269060217337183,0.0869164562250052,-1.0999536434725,0.283333405464221,0.283636461358191,-0.0191672197555852,-0.942858330288173,0.173580528730368
2,36,0.180363343587754,0.283730676635333,0.426557594907933,-0.0388237761434239,-1.1351405132039,0.483677017835388,0.109480607316351,0.0673945070713633,-0.81025249149751,0.09100443694199
3,36,0.0727720194794343,0.295943815769394,0.330440098030319,0.00263878702189956,-0.959234215789486,0.231159052902333,0.0652705264690058,-0.0178165282992718,-1.69966617392163,0.309565668953971
4,36,0.0924952725166563,0.295943815769394,0.30276354931872,0.06266810969821,-0.881713325344553,0.161022541375499,0.1120777528004,-0.0574542067412945,-1.43104553156275,0.342877905170581
1,38,-0.60033559104558,0.099735474514137,-0.351359952622492,-0.320207266601212,-0.225861225737652,0.837757568338353,0.112829387720332,0.0321623233879249,0.842054559986855,-0.110307197337477
2,38,0.124535384469243,0.111120891513386,0.185593575884487,0.0964537690730778,1.26222816287515,0.563962306955639,-0.258527682211154,0.0565481719321327,-1.44418588980841,0.0997380363973814
3,38,0.00279336711917934,-0.00570757770365116,-0.0716819941680947,-0.0202566875063185,-0.522954971947684,0.478215377654043,-0.47815001222574,-0.0119501322680606,-2.71123367290945,0.424994092477441
4,38,0.0540498943256787,-0.181612670240254,-0.579591364560907,-0.802244888577599,-0.818675773563477,0.403113791739304,-0.148415925743801,-0.0288042704264393,3.38276638973511,-0.417401447342739
1,41,0.476817136100883,0.148041489047703,0.225797967098566,0.879538965649774,-1.45983677788121,0.831406999562476,-0.139247827259918,0.0190155610435867,-0.926183167646165,-1.17569644197427
2,41,0.490899682930752,0.144498842652762,0.225797967098566,0.934440169605447,-1.34641286989566,0.817182379815936,-0.0781779771064111,-0.0738611027143826,-0.926183167646165,-1.08098269492965
3,41,0.490899682930752,0.145704380006869,0.225797967098566,0.788558438800008,-1.4909448027057,0.489415260222317,-0.187472702664805,-0.0139039592223047,-0.926183167646165,-0.855669427043977
4,41,0.496660213773988,0.145704380006869,0.225797967098566,0.734716103258208,-1.4909448027057,0.28350285403346,-0.298218294123477,-0.141469293277242,-0.926183167646165,-0.565042776891196
1,43,0.0260851969482804,-0.0280384198371811,0.208466182819398,0.0749333291567243,-0.571986153053874,0.305618716289138,-0.618342789701549,0.0572950251843227,0.19692434037766,0.200329616882654
2,43,-0.466392264294636,0.0321628488868819,0.1577342360608,0.521873113563227,0.138256849077764,0.148567945259621,-0.395379324202264,-0.0500575645338808,-1.41611181852623,-0.275316295249089
3,43,0.157048521464561,-0.102421828732116,-0.211966558894064,0.803603450061443,-0.204177916872893,0.349875009039666,0.384419216629586,-0.0174003605893769,-1.40237659124216,-0.475142509917311
4,43,-0.0733929495911243,-0.0309143822084496,-0.0365086496889093,0.15533207000275,-0.519300000007176,0.320251552776613,-0.0154562910626889,-0.0883642653949407,-0.365527186336812,0.768813071557103
1,44,-0.101973300447293,-0.19472695720264,-0.212201858357885,-0.05861096699799,1.30857594788597,1.36844386053217,0.288356536891675,-0.0705384586156879,0.372743060747248,-0.584243956172726
2,44,-0.161259273659851,-0.203371450910062,1.14349082357999,-0.333869599206982,-0.554408813413199,-0.275255566622737,0.2291469528313,0.0279421213237574,0.664889110947671,-0.679731416545146
3,44,-0.0491459003156822,-0.0909705758451776,0.0839934033668533,-0.5904986511526,0.521069440506195,-0.00212188808640229,-0.664529152959026,0.00896905192616298,3.20537472363243,0.400159213768474
4,44,0.269316408838962,-0.075419226452381,0.292223097533836,0.926565921335135,-1.25542310460364,0.0427149977147524,0.0414387970387513,-0.0248406387766667,0.935776662984594,-0.264257570333828
1,48,-0.261808023333153,0.0771147785860918,-0.347109989441035,-0.283913339713383,-1.81398013609307,-0.257001405443211,-0.211759887654297,0.0426777202636518,-0.483571957369057,-0.298211555931028
2,48,-0.0975020721447761,0.0728301627697314,-0.347109989441035,-0.149488448415204,-1.77625349233951,0.149792387272621,-0.0867870501278217,-0.0897712389389236,-0.374170736826796,-0.453607978428605
3,48,-0.219645327781014,0.0848663408523833,-0.337503619644846,-0.164577976119547,-1.77785530211227,0.109156843913434,-0.0792388690248428,-0.0441242690908324,-0.935877340737962,-0.0849983763969498
4,48,-0.187075935928293,0.0780705128809246,-0.337503619644846,-0.158051209137058,-1.72971182318377,0.0663005278780814,-0.219462297511481,0.0946325407784702,-0.78404995650712,-0.17489578134987
1,52,-0.287577426242121,-0.0381899087289065,-0.354720646901913,-0.0150065357831152,0.385846025345295,0.557865631411426,-0.319104080383333,0.0925234815936663,-0.529254438978758,-0.00319866290414146
2,52,0.0317569541922976,0.025352734864583,-0.129207340106735,-0.970535578713535,0.0304853271741132,0.425972266146424,-0.041945141603738,0.0577332471467798,1.40679482884654,0.251818083689176
3,52,-0.359054457684843,-0.0916262952515721,-0.371911300664954,-0.0662089655501003,0.289113562188647,-0.340941176667555,-0.252697298252782,-0.0486861041845544,-2.59051764899636,0.458181004442552
4,52,-0.355998918815388,-0.100809700931779,-0.579795809739999,-0.946961262580927,-0.205612799217022,0.051843136735252,-0.797578652001584,0.0106318447959264,2.08025552009418,0.624872558353034
1,55,-0.00466832397837486,-0.214382186112581,0.705921632897171,-0.961835200217725,-0.467939822710044,0.115905615066745,0.195337877848009,0.0118187372420213,-0.00375689613426369,-0.0114356410206175
2,55,0.0927504120155189,-0.159076529422603,-0.107044366160654,0.497051827840276,0.723103488436087,0.941465140550312,-0.104219102120407,-0.0167638702732024,0.0875759431483187,-0.0214530127770359
3,55,-0.080869249047224,-0.125848731953159,-0.124865428585163,-0.0450759013958935,-1.31825095080642,0.756293795549758,-0.098093751681374,-0.0430826956413395,1.39561388465052,-0.0188815410913573
4,55,-0.000702504732496065,-0.0177710486604654,0.219368606507027,0.247746281364041,0.181384971443858,-0.217277426795874,-0.38138984493436,-0.0549342183160768,-1.62454774009871,0.23670570640632
1,56,-0.529195458737102,-0.228063644224106,-0.144295709680918,0.691871948996545,1.08183983868475,-0.0868947070882582,-0.694080473487907,0.0649684742129543,0.403751308245092,-0.230910160748973
2,56,-0.137225203443633,-0.299849257697398,-0.199256788138592,-0.258121478527932,1.00528645905095,-1.81261016907374,0.139203415550684,-0.016240545626957,1.28241461739539,-0.449804097993926
3,56,0.233536234555351,-0.187819247354269,0.403078704087021,0.292477450653174,0.54869719534717,0.0767042668046376,0.142657154221999,-0.0316178084662059,1.95118490655266,-0.591331180495466
4,56,0.230844584645927,-0.186933170400202,0.995241566818503,0.138926603481259,-1.02010383202773,0.394015771307312,-0.0891585806188221,-0.103242104383433,-2.33216284553154,0.121004855997199
1,60,0.404188190030797,-0.151597600203879,0.443202280218952,-1.01788119972002,-0.196907057202227,-0.361829281409457,-0.317536919582019,0.0160764016027375,-0.362273581641087,-0.108744360487455
2,60,-0.591752219930432,-0.00839524607256974,-0.0161030957033345,-0.67180684982307,0.134291067462253,-1.58655794427305,-0.136008393155044,-0.0341393911379147,-3.23040146266989,0.357063903034675
