g_mean,d_mean,P0_mean
34.9539,0.411194,58.4007
40.015,0.392555,53.830999999999996
33.4001,0.437117,56.4207
30.8272,0.390726,58.703
26.9078,0.496187,58.9443
38.263,0.371973,45.6094
32.3439,0.41223,60.6514
30.8272,0.390726,58.703
30.8164,0.454588,55.852
30.8272,0.390726,58.703
35.884,0.398791,59.1437
30.4535,0.347344,62.0343
30.8164,0.454588,55.852
34.6351,0.401229,56.956
36.8634,0.417139,49.771
33.6675,0.456742,58.9667
39.7224,0.371206,55.4158
38.6781,0.458811,50.7312
34.9539,0.411194,58.4007
35.6427,0.3619,50.5024
37.7559,0.386867,56.258
28.1767,0.413265,54.6639
32.3439,0.41223,60.6514
35.884,0.398791,59.1437
35.884,0.398791,59.1437
35.884,0.398791,59.1437
33.4969,0.411994,51.9886
38.263,0.371973,45.6094
37.7559,0.386867,56.258
32.3439,0.41222999999999993,60.6514
33.4969,0.411994,51.9886
33.4969,0.411994,51.9886
34.9539,0.411194,58.4007
34.1972,0.430395,64.713
37.5223,0.426879,62.4963
30.8272,0.390726,58.703
35.884,0.398791,59.1437
33.4969,0.411994,51.9886
37.5223,0.426879,62.4963
37.9677,0.382741,59.073
33.4001,0.437117,56.4207
37.7559,0.386867,56.258
33.4969,0.411994,51.9886
37.9677,0.382741,59.073
19.6543,0.648621,46.0928
34.6351,0.401229,56.956
37.7559,0.386867,56.258
29.1788,0.487322,53.0976
33.2773,0.471513,58.5634
32.8295,0.381065,60.9982
34.6351,0.401229,56.956
33.4969,0.411994,51.9886
37.9677,0.382741,59.073
37.7559,0.386867,56.258
33.1514,0.415556,65.0091
30.8272,0.390726,58.703
38.6781,0.458811,50.7312
29.611,0.523686,61.3545
36.6752,0.399642,52.468
29.1788,0.487322,53.0976
33.6675,0.456742,58.9667
29.0329,0.456816,53.812
37.7559,0.386867,56.258
29.0329,0.456816,53.812
34.6351,0.401229,56.956
29.611,0.523686,61.3545
40.015,0.392555,53.831
32.3439,0.41222999999999993,60.6514
36.6752,0.399642,52.468
33.4969,0.411994,51.9886
38.6781,0.458811,50.7312
33.6675,0.456742,58.9667
29.0329,0.456816,53.812
33.6675,0.456742,58.9667
33.4969,0.411994,51.9886
32.8295,0.381065,60.9982
30.4535,0.347344,62.0343
35.6427,0.3619,50.5024
35.884,0.398791,59.1437
33.4001,0.437117,56.4207
33.6675,0.456742,58.9667
40.015,0.392555,53.831
37.7559,0.386867,56.258
32.8295,0.381065,60.9982
30.4535,0.347344,62.0343
30.8164,0.454588,55.852
34.6351,0.401229,56.955999999999996
31.9795,0.39276,48.1588
29.1788,0.487322,53.0976
33.4001,0.437117,56.4207
34.6351,0.401229,56.956
30.8272,0.390726,58.703
34.6351,0.401229,56.956
39.7224,0.371206,55.4158
39.7224,0.371206,55.4158
33.6675,0.456742,58.9667
32.8295,0.381065,60.9982
34.9539,0.411194,58.4007
34.9539,0.411194,58.4007
30.4535,0.347344,62.0343
37.7559,0.386867,56.258
34.9539,0.411194,58.4007
35.884,0.39879099999999995,59.1437
32.3439,0.41223,60.6514
37.7559,0.386867,56.258
29.1788,0.487322,53.0976
33.4969,0.411994,51.9886
38.6781,0.458811,50.7312
32.8295,0.381065,60.9982
29.1788,0.487322,53.0976
33.4001,0.437117,56.4207
40.4573,0.436498,58.9818
37.7559,0.386867,56.258
37.7559,0.386867,56.258
33.6675,0.456742,58.9667
34.6351,0.401229,56.956
33.4969,0.411994,51.9886
37.7559,0.386867,56.258
30.3948,0.488536,59.759
29.1788,0.487322,53.0976
32.8295,0.381065,60.9982
33.1514,0.415556,65.0091
37.7559,0.386867,56.258
32.8295,0.381065,60.9982
37.7559,0.386867,56.258
32.3439,0.41223,60.6514
52.3774,0.430515,47.799
32.2838,0.520971,51.8993
30.4535,0.347344,62.0343
32.8295,0.381065,60.9982
35.884,0.398791,59.1437
37.7559,0.386867,56.258
32.3439,0.41223,60.6514
34.6351,0.401229,56.956
29.1788,0.487322,53.0976
38.6781,0.458811,50.7312
30.4535,0.347344,62.0343
35.884,0.398791,59.1437
34.9539,0.411194,58.4007
37.7559,0.386867,56.258
42.21,0.393341,61.9921
37.9677,0.382741,59.073
27.2433,0.490622,54.0751
33.5847,0.430577,49.7173
30.8272,0.390726,58.703
30.3948,0.488536,59.759
37.7559,0.386867,56.258
37.9677,0.382741,59.073
37.7559,0.386867,56.258
37.5223,0.426879,62.4963
33.6675,0.456742,58.9667
37.7559,0.386867,56.258
29.1788,0.487322,53.0976
36.6752,0.399642,52.468
37.7559,0.386867,56.258
33.4969,0.411994,51.9886
30.4535,0.347344,62.0343
26.917,0.542145,49.728
33.6675,0.456742,58.9667
33.4969,0.411994,51.9886
32.8295,0.381065,60.9982
30.4535,0.347344,62.0343
32.2838,0.520971,51.8993
30.8272,0.390726,58.703
34.9539,0.411194,58.4007
34.9539,0.411194,58.4007
32.8295,0.381065,60.9982
34.9539,0.411194,58.4007
26.917,0.542145,49.728
33.6675,0.456742,58.9667
29.1788,0.487322,53.0976
33.4001,0.437117,56.4207
32.2838,0.520971,51.8993
36.8634,0.417139,49.771
37.7559,0.386867,56.258
30.3948,0.488536,59.759
34.9539,0.411194,58.4007
33.4969,0.411994,51.9886
27.243299999999998,0.490622,54.0751
33.1514,0.415556,65.0091
29.1788,0.487322,53.0976
26.9078,0.496187,58.9443
34.9539,0.411194,58.4007
34.9539,0.411194,58.4007
34.6351,0.401229,56.956
35.884,0.398791,59.1437
26.9078,0.496187,58.9443
33.4001,0.437117,56.4207
37.7559,0.386867,56.258
37.7559,0.386867,56.258
29.1143,0.475252,54.1224
37.7559,0.386867,56.258
30.3948,0.488536,59.759
35.884,0.398791,59.1437
38.6781,0.458811,50.7312
36.6752,0.399642,52.468
38.6781,0.458811,50.7312
36.6752,0.399642,52.468
32.3439,0.41223,60.6514
30.8272,0.390726,58.703
33.4969,0.411994,51.9886
28.1767,0.413265,54.6639
35.884,0.398791,59.1437
33.4969,0.411994,51.9886
33.1514,0.415556,65.0091
33.4969,0.411994,51.9886
33.4969,0.411994,51.9886
32.8295,0.381065,60.9982
29.611,0.523686,61.3545
34.9539,0.411194,58.4007
35.6427,0.3619,50.5024
34.9539,0.411194,58.4007
33.4969,0.411994,51.9886
33.4969,0.411994,51.9886
34.9539,0.411194,58.4007
36.2356,0.407211,43.8532
39.7224,0.371206,55.4158
35.6427,0.3619,50.5024
33.4969,0.411994,51.9886
35.6427,0.3619,50.5024
34.6351,0.401229,56.956
37.5223,0.426879,62.4963
32.3439,0.41223,60.6514
34.9539,0.411194,58.4007
29.611,0.523686,61.3545
37.9677,0.382741,59.073
33.4969,0.411994,51.9886
40.015,0.392555,53.831
37.7559,0.386867,56.258
36.6752,0.399642,52.468
30.8272,0.3907260000000001,58.703
34.9539,0.411194,58.4007
37.9677,0.382741,59.073
32.8295,0.381065,60.9982
31.9795,0.39276,48.1588
29.611,0.523686,61.3545
34.9539,0.411194,58.4007
30.3948,0.488536,59.759
40.015,0.392555,53.831
35.6955,0.388358,54.8848
34.9539,0.411194,58.4007
30.4535,0.347344,62.0343
48.9624,0.354186,54.4415
33.4969,0.411994,51.9886
30.4535,0.347344,62.0343
37.9677,0.382741,59.073
33.1514,0.415556,65.0091
35.884,0.398791,59.1437
37.9677,0.382741,59.073
38.152,0.385972,50.7533
33.1514,0.415556,65.0091
35.884,0.398791,59.1437
37.7559,0.386867,56.258
32.3439,0.41223,60.6514
29.611,0.523686,61.3545
37.7559,0.386867,56.258
36.6752,0.399642,52.468
29.611,0.523686,61.3545
33.4001,0.437117,56.4207
33.4969,0.411994,51.9886
32.3439,0.41223,60.6514
34.9539,0.411194,58.4007
35.6427,0.3619,50.5024
35.884,0.398791,59.1437
37.7559,0.386867,56.258
38.6246,0.350964,47.5548
37.5223,0.426879,62.4963
34.9539,0.411194,58.4007
43.6735,0.344704,70.3294
33.4969,0.411994,51.9886
30.8272,0.390726,58.703
27.2433,0.490622,54.0751
30.8272,0.390726,58.703
28.1767,0.413265,54.6639
34.6351,0.401229,56.956
29.0329,0.456816,53.812
32.8295,0.381065,60.9982
37.7559,0.386867,56.258
37.7559,0.386867,56.258
29.0329,0.456816,53.812
35.884,0.398791,59.1437
30.8272,0.390726,58.703
33.4969,0.411994,51.9886
33.1514,0.415556,65.0091
29.1788,0.487322,53.0976
30.8272,0.390726,58.703
35.6427,0.3619,50.5024
32.8295,0.381065,60.9982
37.9677,0.382741,59.073
26.9078,0.496187,58.9443
35.6427,0.3619,50.5024
33.4969,0.411994,51.9886
32.8295,0.381065,60.9982
34.6351,0.401229,56.956
30.8272,0.390726,58.703
35.6427,0.3619,50.5024
38.6781,0.458811,50.7312
37.7559,0.386867,56.258
33.4969,0.411994,51.9886
28.1767,0.413265,54.6639
30.8272,0.390726,58.703
33.4969,0.411994,51.9886
26.9078,0.496187,58.9443
34.5803,0.352566,47.4996
33.4969,0.411994,51.9886
29.611,0.523686,61.3545
26.9078,0.496187,58.9443
32.3439,0.41223,60.6514
35.884,0.398791,59.1437
37.5223,0.426879,62.4963
34.9539,0.411194,58.4007
34.9539,0.411194,58.4007
33.4969,0.411994,51.9886
35.6955,0.388358,54.8848
34.6351,0.401229,56.955999999999996
