g_mean,d_mean,P0_mean
33.4447,0.384458,89.665
46.4261,0.416327,133.403
38.5311,0.422545,87.8683
36.8988,0.406681,92.5028
37.4452,0.382723,109.245
36.6899,0.42542,94.3359
37.6095,0.39197299999999996,88.3326
40.2979,0.376721,96.8152
35.7713,0.448534,91.2664
34.6237,0.393052,90.5115
38.5432,0.378372,85.6151
36.4494,0.400723,89.6979
34.6237,0.393052,90.5115
35.7713,0.448534,91.2664
40.2979,0.376721,96.8152
34.2084,0.372537,84.4164
37.4452,0.382723,109.245
36.6899,0.42542,94.3359
34.2084,0.372537,84.4164
36.8988,0.406681,92.5028
42.0491,0.368289,85.8114
35.7713,0.448534,91.26640000000002
42.0491,0.368289,85.8114
38.5311,0.422545,87.8683
42.0491,0.368289,85.8114
40.4678,0.353783,94.0695
37.6095,0.391973,88.3326
34.6237,0.393052,90.5115
42.0491,0.368289,85.8114
36.8988,0.406681,92.5028
36.6899,0.42542,94.3359
42.0491,0.368289,85.8114
36.6899,0.42542,94.3359
35.0274,0.417319,94.99240000000002
37.6095,0.391973,88.3326
33.4447,0.384458,89.665
35.7713,0.448534,91.2664
38.528,0.37567600000000007,90.2994
37.4452,0.382723,109.245
36.4494,0.400723,89.6979
37.8796,0.374508,99.4207
37.6095,0.391973,88.3326
34.6237,0.393052,90.5115
36.6899,0.42542,94.3359
36.6899,0.4254200000000001,94.3359
36.8988,0.406681,92.5028
35.0274,0.417319,94.99240000000002
38.5432,0.378372,85.6151
34.6237,0.393052,90.5115
40.2979,0.376721,96.8152
36.6899,0.42542,94.3359
34.6237,0.393052,90.5115
37.8796,0.374508,99.4207
38.5432,0.378372,85.6151
34.6237,0.393052,90.5115
35.0274,0.417319,94.99240000000002
38.528,0.375676,90.2994
42.0491,0.368289,85.8114
34.6237,0.393052,90.5115
36.8988,0.406681,92.5028
39.4311,0.336869,90.5688
37.6095,0.391973,88.3326
38.528,0.375676,90.2994
40.4678,0.353783,94.0695
36.4494,0.400723,89.6979
34.6237,0.393052,90.5115
39.4311,0.336869,90.5688
36.4494,0.400723,89.6979
36.8988,0.406681,92.5028
38.528,0.375676,90.2994
42.0491,0.368289,85.8114
36.6899,0.42542,94.3359
40.4678,0.353783,94.0695
40.4678,0.353783,94.0695
36.6899,0.42542,94.3359
36.6899,0.42542,94.3359
33.4447,0.384458,89.665
39.4311,0.336869,90.5688
36.8988,0.406681,92.5028
36.6899,0.42542,94.3359
36.8988,0.406681,92.5028
35.7713,0.448534,91.2664
38.528,0.375676,90.2994
37.6095,0.391973,88.3326
39.9948,0.346167,102.547
38.5311,0.422545,87.8683
38.5311,0.422545,87.8683
36.8988,0.406681,92.5028
40.2979,0.376721,96.8152
36.4494,0.400723,89.6979
37.6095,0.391973,88.3326
36.6899,0.42542,94.3359
36.8988,0.406681,92.5028
36.8988,0.406681,92.5028
37.6095,0.391973,88.3326
36.8988,0.406681,92.5028
36.6899,0.42542,94.3359
34.6237,0.393052,90.5115
35.0274,0.417319,94.9924
38.528,0.375676,90.2994
38.528,0.375676,90.2994
37.6095,0.391973,88.3326
38.5432,0.378372,85.6151
33.4447,0.384458,89.665
39.4311,0.336869,90.5688
40.4678,0.353783,94.0695
37.3636,0.403121,85.2174
38.5311,0.422545,87.8683
40.4678,0.353783,94.0695
39.4311,0.336869,90.5688
37.6095,0.391973,88.3326
46.4261,0.416327,133.403
36.8988,0.406681,92.5028
41.1005,0.421231,86.2885
