g_mean,d_mean,P0_mean
26.9078,0.496187,58.9443
28.4232,0.525204,51.3288
32.2838,0.520971,51.8993
38.152,0.385972,50.7533
38.152,0.385972,50.7533
36.2786,0.373476,44.7898
34.6351,0.401229,56.955999999999996
29.0329,0.456816,53.812
28.4232,0.525204,51.3288
33.5847,0.430577,49.7173
29.1143,0.475252,54.1224
28.1767,0.413265,54.6639
34.6351,0.401229,56.956
39.368,0.427242,41.6653
35.6629,0.325225,42.9882
40.015,0.392555,53.831
29.3005,0.442324,55.3247
35.6427,0.3619,50.5024
30.0889,0.460936,49.0167
35.6629,0.325225,42.9882
34.4414,0.375861,42.9343
38.152,0.385972,50.7533
32.2838,0.520971,51.8993
38.6781,0.458811,50.7312
32.2838,0.520971,51.8993
38.6246,0.350964,47.5548
32.8295,0.381065,60.9982
36.2786,0.373476,44.7898
28.4232,0.525204,51.3288
28.4232,0.525204,51.3288
41.5915,0.42054,39.6316
37.3251,0.44011,43.0246
36.6752,0.399642,52.468
38.9033,0.380914,38.694
38.152,0.385972,50.7533
38.152,0.385972,50.7533
38.9033,0.380914,38.694
40.4573,0.436498,58.9818
33.4969,0.411994,51.9886
43.2777,0.41206,53.188
36.2356,0.407211,43.8532
33.2773,0.471513,58.5634
33.6675,0.456742,58.9667
38.6246,0.350964,47.5548
41.119,0.396935,39.295
43.5589,0.386604,57.4492
31.9795,0.39276,48.1588
28.4232,0.525204,51.3288
29.3005,0.442324,55.3247
37.3251,0.44011,43.0246
37.3251,0.44011,43.0246
38.9869,0.426648,47.0275
29.3005,0.442324,55.3247
34.5803,0.352566,47.4996
37.3251,0.44011,43.0246
37.3251,0.44011,43.0246
37.6696,0.373825,42.4008
32.2838,0.520971,51.8993
28.4232,0.525204,51.3288
41.119,0.396935,39.295
31.4645,0.487023,50.7961
36.6752,0.399642,52.468
36.2786,0.373476,44.7898
40.015,0.392555,53.831
33.2762,0.519193,52.3349
38.9033,0.380914,38.694
39.368,0.427242,41.6653
36.6752,0.399642,52.467999999999996
38.9033,0.380914,38.694
35.6629,0.325225,42.9882
32.2838,0.520971,51.8993
42.8484,0.370523,44.4513
39.368,0.427242,41.6653
36.2786,0.373476,44.7898
29.9268,0.475704,56.3477
31.9795,0.39276,48.15880000000001
27.2433,0.490622,54.0751
31.9795,0.39276,48.1588
35.5456,0.434081,45.478
38.152,0.385972,50.7533
28.1767,0.413265,54.6639
31.9795,0.39276,48.1588
31.4645,0.487023,50.7961
43.0288,0.380531,47.3249
42.8484,0.370523,44.4513
37.9677,0.382741,59.073
36.6752,0.399642,52.468
35.6629,0.325225,42.9882
36.2356,0.407211,43.8532
31.9795,0.39276,48.1588
30.3941,0.407721,42.7534
32.2838,0.520971,51.8993
28.4232,0.525204,51.3288
36.8634,0.417139,49.771
52.3774,0.430515,47.799
35.884,0.398791,59.1437
35.6629,0.325225,42.9882
29.1788,0.487322,53.0976
27.2433,0.490622,54.0751
38.9033,0.380914,38.694
31.4964,0.422036,40.1236
34.9539,0.411194,58.4007
41.119,0.396935,39.295
43.2777,0.41206,53.188
28.4232,0.525204,51.3288
30.0889,0.460936,49.0167
38.0056,0.396585,51.0455
38.9033,0.380914,38.694
31.9795,0.39276,48.15880000000001
38.9033,0.380914,38.694
42.2214,0.438767,48.671
29.0329,0.456816,53.812
38.9033,0.380914,38.694
31.3234,0.496323,52.4693
35.6629,0.325225,42.9882
34.5803,0.352566,47.4996
30.4535,0.347344,62.0343
30.0889,0.460936,49.01669999999999
28.4232,0.525204,51.3288
29.2606,0.464152,48.8957
26.917,0.542145,49.728
38.152,0.385972,50.7533
31.9795,0.39276,48.1588
38.9033,0.380914,38.694
38.152,0.385972,50.7533
30.0889,0.460936,49.0167
31.9795,0.39276,48.1588
35.6629,0.325225,42.9882
35.6427,0.3619,50.5024
36.2356,0.407211,43.8532
37.3251,0.44011,43.0246
38.9033,0.380914,38.694
30.8164,0.454588,55.852
33.4001,0.437117,56.4207
31.3234,0.496323,52.4693
38.9033,0.380914,38.694
35.6629,0.325225,42.9882
37.7559,0.386867,56.258
38.9869,0.426648,47.0275
38.6781,0.458811,50.7312
29.2606,0.46415200000000006,48.8957
33.5847,0.430577,49.7173
29.2606,0.464152,48.8957
38.9033,0.380914,38.694
35.6427,0.3619,50.5024
39.5081,0.409091,57.8456
38.152,0.385972,50.7533
37.9677,0.382741,59.073
30.0889,0.460936,49.0167
33.2773,0.471513,58.5634
42.9783,0.37216200000000005,48.2309
37.7559,0.386867,56.258
34.6351,0.401229,56.956
36.2356,0.407211,43.8532
37.6696,0.373825,42.4008
38.9869,0.426648,47.0275
38.9033,0.380914,38.694
35.6427,0.3619,50.5024
36.6752,0.399642,52.467999999999996
31.9795,0.39276,48.1588
29.8912,0.494218,46.3449
38.9033,0.380914,38.694
28.1767,0.413265,54.6639
36.6752,0.399642,52.468
40.4573,0.436498,58.9818
39.3466,0.449437,65.8758
32.8295,0.381065,60.9982
36.8634,0.417139,49.771
31.3234,0.496323,52.4693
36.6752,0.399642,52.467999999999996
30.3941,0.407721,42.7534
27.2433,0.490622,54.0751
34.904,0.397358,42.0042
30.8164,0.454588,55.852
38.152,0.385972,50.7533
35.6629,0.325225,42.9882
38.0056,0.396585,51.0455
38.9869,0.426648,47.0275
29.9268,0.475704,56.3477
41.111,0.368805,60.616
36.8634,0.417139,49.771
31.4964,0.422036,40.1236
36.2786,0.373476,44.78979999999999
37.3251,0.44011,43.0246
41.9228,0.399778,46.3849
35.5456,0.434081,45.478
28.4232,0.525204,51.3288
38.9033,0.380914,38.694
43.2777,0.41206,53.188
35.6427,0.3619,50.5024
33.2762,0.519193,52.3349
28.1767,0.413265,54.6639
39.3466,0.449437,65.8758
41.111,0.368805,60.616
34.4414,0.375861,42.9343
35.6629,0.325225,42.9882
37.2702,0.42152,41.3762
35.884,0.398791,59.1437
38.9033,0.380914,38.694
28.1767,0.413265,54.6639
36.8634,0.417139,49.771
30.3941,0.407721,42.7534
38.9033,0.380914,38.694
36.6752,0.399642,52.467999999999996
38.9033,0.380914,38.694
38.9869,0.426648,47.0275
19.6543,0.648621,46.0928
39.5081,0.409091,57.8456
33.5847,0.430577,49.7173
35.5456,0.434081,45.478
37.7559,0.386867,56.258
38.6246,0.350964,47.5548
36.2356,0.407211,43.853199999999994
29.9268,0.475704,56.3477
31.323400000000003,0.496323,52.4693
35.884,0.398791,59.1437
27.2433,0.490622,54.0751
38.6246,0.350964,47.5548
38.0056,0.396585,51.0455
38.152,0.385972,50.7533
27.2433,0.490622,54.0751
36.6752,0.399642,52.468
38.6246,0.350964,47.5548
31.2343,0.505658,45.0802
38.6781,0.458811,50.7312
38.9869,0.426648,47.0275
38.9033,0.380914,38.694
36.8634,0.417139,49.771
38.9033,0.380914,38.694
36.6752,0.399642,52.468
36.6752,0.399642,52.467999999999996
38.6781,0.458811,50.7312
41.9228,0.399778,46.3849
28.423199999999998,0.525204,51.3288
33.4969,0.411994,51.9886
38.6781,0.458811,50.7312
38.152,0.385972,50.7533
36.6752,0.399642,52.468
42.2214,0.438767,48.671
38.9033,0.380914,38.694
33.2773,0.471513,58.5634
33.5847,0.430577,49.7173
35.6629,0.325225,42.9882
42.9783,0.372162,48.2309
34.6351,0.401229,56.956
41.9228,0.399778,46.3849
30.8164,0.454588,55.852
36.2356,0.407211,43.8532
30.0889,0.460936,49.0167
37.7559,0.386867,56.258
38.9869,0.426648,47.0275
28.4232,0.525204,51.3288
42.9783,0.372162,48.2309
31.9795,0.39276,48.1588
29.1788,0.487322,53.0976
19.6543,0.648621,46.0928
36.2356,0.407211,43.8532
31.9795,0.39276,48.1588
35.884,0.398791,59.1437
41.3353,0.389544,35.5017
38.9869,0.426648,47.0275
28.4232,0.525204,51.3288
35.5456,0.434081,45.478
34.5803,0.352566,47.4996
37.3251,0.44011,43.0246
30.8164,0.454588,55.852
40.015,0.392555,53.831
36.8634,0.417139,49.771
38.9033,0.380914,38.694
43.3611,0.477112,51.2882
28.4232,0.525204,51.3288
27.2433,0.49062199999999995,54.0751
29.1788,0.487322,53.0976
28.4232,0.525204,51.3288
28.4232,0.525204,51.3288
27.2433,0.49062199999999995,54.0751
35.6427,0.3619,50.5024
31.9795,0.39276,48.1588
31.9795,0.39276,48.15880000000001
27.2433,0.490622,54.0751
33.4001,0.437117,56.4207
36.6752,0.399642,52.468
38.6781,0.458811,50.7312
37.2702,0.42152,41.3762
43.2777,0.41206,53.188
35.6629,0.325225,42.9882
36.6752,0.399642,52.468
35.5456,0.434081,45.478
42.2214,0.438767,48.671
31.3234,0.496323,52.4693
36.6752,0.399642,52.468
