g_mean,d_mean,P0_mean
26.917,0.542145,49.728
33.821,0.338376,39.7768
38.9033,0.380914,38.694
29.1788,0.487322,53.0976
29.3005,0.442324,55.3247
19.6543,0.648621,46.0928
32.0614,0.477571,48.0225
29.8018,0.409985,33.8094
38.9033,0.380914,38.694
29.2606,0.464152,48.8957
31.367,0.474299,46.8028
31.3234,0.496323,52.4693
28.4232,0.525204,51.3288
29.1788,0.487322,53.0976
29.2606,0.46415200000000006,48.8957
39.7081,0.450181,38.6416
19.6543,0.648621,46.0928
28.4232,0.525204,51.3288
33.0817,0.464085,40.165
28.1767,0.413265,54.6639
31.3234,0.496323,52.4693
29.3005,0.442324,55.3247
33.5847,0.430577,49.7173
27.2433,0.490622,54.0751
19.6543,0.648621,46.0928
29.3005,0.442324,55.3247
32.4017,0.438757,36.6693
27.2433,0.490622,54.0751
32.0614,0.477571,48.0225
30.3948,0.488536,59.759
32.2838,0.520971,51.8993
29.1143,0.475252,54.1224
38.263,0.371973,45.6094
29.6254,0.520171,48.4005
30.8164,0.454588,55.852
30.3941,0.407721,42.7534
25.1293,0.599694,48.9871
31.3234,0.496323,52.4693
38.0056,0.396585,51.0455
26.917,0.542145,49.728
29.9268,0.475704,56.3477
29.1788,0.487322,53.0976
28.4232,0.525204,51.3288
31.2343,0.505658,45.0802
36.2786,0.373476,44.7898
28.1767,0.413265,54.6639
19.6543,0.648621,46.0928
28.4232,0.525204,51.3288
30.3948,0.488536,59.759
32.1933,0.387967,43.4272
27.2433,0.490622,54.0751
32.0614,0.477571,48.0225
31.3234,0.496323,52.4693
36.2786,0.373476,44.7898
30.8164,0.454588,55.852
28.4232,0.525204,51.3288
27.2433,0.490622,54.0751
29.0329,0.456816,53.812
31.2343,0.505658,45.0802
29.8912,0.494218,46.3449
25.1293,0.599694,48.9871
19.6543,0.648621,46.0928
29.0329,0.456816,53.812
30.5871,0.459807,52.9256
28.4232,0.525204,51.3288
26.917,0.542145,49.728
33.2762,0.519193,52.3349
28.4232,0.525204,51.3288
28.1767,0.413265,54.6639
34.5803,0.352566,47.4996
29.8912,0.494218,46.3449
29.1143,0.475252,54.1224
19.6543,0.648621,46.0928
29.2606,0.464152,48.8957
30.0889,0.460936,49.0167
27.2433,0.490622,54.0751
31.3234,0.496323,52.4693
29.1143,0.475252,54.1224
30.3941,0.407721,42.7534
27.8124,0.527569,42.8617
22.8412,0.486934,41.4953
28.3635,0.505767,39.3848
27.8124,0.527569,42.8617
30.5871,0.459807,52.9256
28.423199999999998,0.525204,51.3288
26.8035,0.479089,42.6961
31.4964,0.422036,40.1236
30.3941,0.407721,42.7534
27.2433,0.490622,54.0751
27.2433,0.490622,54.0751
28.1767,0.413265,54.66389999999999
28.4232,0.525204,51.3288
36.2786,0.373476,44.7898
27.8124,0.527569,42.8617
26.917,0.542145,49.728
30.5871,0.459807,52.9256
28.4232,0.525204,51.3288
29.9268,0.475704,56.3477
31.9795,0.39276,48.1588
