g_mean,d_mean,P0_mean
31.367,0.474299,46.8028
31.2343,0.505658,45.0802
64.258,0.472154,44.1802
29.8912,0.494218,46.3449
29.6254,0.520171,48.4005
38.9033,0.380914,38.694
29.2606,0.464152,48.8957
42.2214,0.438767,48.671
31.3234,0.496323,52.4693
29.8912,0.494218,46.3449
31.367,0.474299,46.8028
30.3941,0.407721,42.7534
29.6254,0.520171,48.4005
33.0817,0.464085,40.165
31.4645,0.487023,50.7961
33.2762,0.519193,52.3349
38.9869,0.426648,47.0275
29.6254,0.520171,48.4005
29.2606,0.464152,48.8957
32.2838,0.520971,51.8993
27.2433,0.490622,54.0751
29.6254,0.520171,48.4005
33.821,0.338376,39.7768
36.2356,0.407211,43.8532
27.9688,0.478951,40.158
30.3941,0.407721,42.7534
31.3234,0.496323,52.4693
30.8164,0.454588,55.852
33.5847,0.430577,49.7173
29.2606,0.464152,48.8957
29.8912,0.494218,46.3449
31.2343,0.505658,45.0802
42.2214,0.438767,48.671
29.2606,0.464152,48.8957
31.367,0.474299,46.8028
31.3234,0.496323,52.4693
29.0329,0.456816,53.812
31.3234,0.496323,52.4693
38.9869,0.426648,47.0275
38.152,0.385972,50.7533
31.367,0.474299,46.8028
42.2214,0.438767,48.671
28.4232,0.525204,51.3288
23.0926,0.491606,44.9662
52.3774,0.430515,47.799
28.4232,0.525204,51.3288
27.8124,0.527569,42.8617
29.6254,0.520171,48.4005
32.9312,0.503096,41.053
29.8912,0.494218,46.3449
37.6696,0.373825,42.4008
29.1418,0.505724,44.2374
31.3234,0.496323,52.4693
36.2786,0.373476,44.7898
35.5456,0.434081,45.478
31.4645,0.487023,50.7961
29.6254,0.520171,48.4005
26.917,0.542145,49.728
31.4964,0.422036,40.1236
28.3133,0.477388,41.6868
33.0817,0.464085,40.165
29.1418,0.505724,44.2374
29.1143,0.475252,54.1224
22.8412,0.486934,41.4953
32.2838,0.520971,51.8993
26.8035,0.479089,42.6961
30.4042,0.492602,41.6671
31.367,0.474299,46.8028
29.0329,0.456816,53.812
38.152,0.385972,50.7533
32.9312,0.503096,41.053
27.2433,0.490622,54.0751
35.5456,0.434081,45.478
28.3133,0.477388,41.6868
29.2606,0.464152,48.8957
29.0329,0.456816,53.812
29.1418,0.505724,44.2374
32.2838,0.520971,51.8993
29.2606,0.464152,48.8957
32.1933,0.387967,43.4272
27.2433,0.490622,54.0751
31.367,0.474299,46.8028
26.8035,0.479089,42.6961
29.2606,0.464152,48.8957
29.6254,0.520171,48.4005
26.8035,0.479089,42.6961
30.3941,0.407721,42.7534
27.7758,0.507528,43.5944
27.7758,0.507528,43.5944
31.4645,0.487023,50.7961
29.2606,0.464152,48.8957
32.9312,0.503096,41.053
29.6254,0.520171,48.4005
29.9268,0.475704,56.3477
29.1143,0.475252,54.1224
31.367,0.474299,46.8028
43.0288,0.380531,47.3249
32.2838,0.520971,51.8993
26.8035,0.479089,42.6961
31.3234,0.496323,52.4693
31.3234,0.496323,52.4693
29.8912,0.494218,46.3449
32.2838,0.520971,51.8993
30.4042,0.492602,41.6671
32.9312,0.503096,41.053
31.3234,0.496323,52.4693
31.2343,0.505658,45.0802
29.2606,0.464152,48.8957
31.367,0.474299,46.8028
31.3234,0.496323,52.4693
29.2606,0.464152,48.8957
32.0614,0.477571,48.0225
31.2343,0.505658,45.0802
31.4645,0.487023,50.7961
29.8912,0.494218,46.3449
31.3234,0.496323,52.4693
28.3635,0.505767,39.3848
31.3234,0.496323,52.4693
30.3941,0.407721,42.7534
29.0329,0.456816,53.812
29.6254,0.520171,48.4005
38.0056,0.396585,51.0455
31.2343,0.505658,45.0802
43.3611,0.477112,51.2882
31.2343,0.505658,45.0802
35.5456,0.434081,45.478
47.7891,0.439283,63.3424
35.6427,0.3619,50.5024
29.9268,0.47570400000000007,56.3477
31.323400000000003,0.496323,52.4693
29.0329,0.456816,53.812
27.7758,0.507528,43.5944
31.3234,0.496323,52.4693
31.3234,0.496323,52.4693
19.6543,0.648621,46.0928
31.4645,0.487023,50.7961
31.2343,0.505658,45.0802
38.9869,0.426648,47.0275
27.2433,0.490622,54.0751
28.4232,0.525204,51.3288
29.6254,0.520171,48.4005
42.2214,0.438767,48.671
27.2433,0.490622,54.0751
29.6254,0.520171,48.4005
29.6254,0.520171,48.4005
29.2606,0.46415200000000006,48.8957
31.4645,0.487023,50.7961
28.3133,0.477388,41.6868
42.2214,0.4387670000000001,48.671
28.1767,0.413265,54.6639
25.1293,0.599694,48.9871
31.4645,0.487023,50.7961
23.0926,0.491606,44.9662
27.8124,0.527569,42.8617
29.9268,0.47570400000000007,56.3477
31.3234,0.496323,52.4693
29.9268,0.475704,56.3477
29.6254,0.520171,48.4005
31.2343,0.505658,45.0802
29.3005,0.442324,55.3247
29.6254,0.520171,48.4005
29.2606,0.464152,48.8957
31.367,0.474299,46.8028
29.9268,0.475704,56.3477
31.4964,0.422036,40.1236
29.8912,0.494218,46.3449
30.394099999999998,0.407721,42.7534
29.8912,0.494218,46.3449
31.2343,0.505658,45.0802
28.1767,0.413265,54.6639
33.5847,0.430577,49.7173
27.7758,0.507528,43.5944
28.1767,0.413265,54.6639
31.2343,0.505658,45.0802
30.8164,0.454588,55.852
29.6254,0.520171,48.4005
31.4645,0.487023,50.7961
38.152,0.385972,50.7533
38.263,0.371973,45.6094
28.1767,0.413265,54.66389999999999
29.1143,0.475252,54.1224
33.2773,0.471513,58.5634
31.4645,0.487023,50.7961
31.323400000000003,0.496323,52.4693
33.0817,0.464085,40.165
29.2606,0.46415200000000006,48.8957
31.3234,0.496323,52.4693
32.9312,0.503096,41.053
27.7758,0.507528,43.5944
29.6254,0.520171,48.4005
31.3234,0.496323,52.4693
28.1767,0.413265,54.6639
32.2838,0.520971,51.8993
26.917,0.542145,49.728
26.8035,0.479089,42.6961
32.2838,0.520971,51.8993
29.8912,0.494218,46.3449
38.9869,0.426648,47.0275
28.6681,0.478657,40.0284
33.821,0.338376,39.7768
36.2786,0.373476,44.78979999999999
37.3251,0.44011,43.0246
27.7758,0.507528,43.5944
29.1418,0.505724,44.2374
38.9033,0.380914,38.694
31.3234,0.496323,52.4693
26.8035,0.479089,42.6961
31.3234,0.496323,52.4693
27.7758,0.507528,43.5944
29.0329,0.456816,53.812
31.367,0.474299,46.8028
29.3005,0.442324,55.3247
52.3774,0.430515,47.799
34.904,0.397358,42.0042
36.2356,0.407211,43.8532
31.2343,0.505658,45.0802
31.3234,0.496323,52.4693
30.8164,0.454588,55.852
30.4042,0.492602,41.6671
29.9268,0.475704,56.3477
29.2606,0.464152,48.8957
31.3234,0.496323,52.4693
29.1418,0.505724,44.2374
52.3774,0.430515,47.799
29.9482,0.454225,34.9564
28.3133,0.477388,41.6868
29.2606,0.464152,48.8957
31.4645,0.487023,50.7961
27.7758,0.507528,43.5944
42.2214,0.438767,48.671
29.9268,0.475704,56.3477
36.2356,0.407211,43.8532
28.4232,0.525204,51.3288
31.2343,0.505658,45.0802
43.3611,0.477112,51.2882
28.1767,0.413265,54.6639
38.9869,0.426648,47.0275
29.1418,0.505724,44.2374
32.2838,0.520971,51.8993
30.394099999999998,0.407721,42.7534
27.7758,0.507528,43.5944
29.0329,0.456816,53.812
29.6254,0.520171,48.4005
30.4042,0.492602,41.6671
36.2356,0.407211,43.8532
38.9869,0.426648,47.0275
29.3005,0.442324,55.3247
29.6254,0.520171,48.4005
30.3941,0.407721,42.7534
29.2606,0.464152,48.8957
27.7758,0.507528,43.5944
31.3234,0.496323,52.4693
28.6681,0.478657,40.0284
31.3234,0.496323,52.4693
29.9268,0.475704,56.3477
31.3234,0.496323,52.4693
31.367,0.474299,46.8028
23.0926,0.491606,44.9662
38.152,0.385972,50.7533
31.3234,0.496323,52.4693
29.1143,0.475252,54.1224
38.0056,0.396585,51.0455
31.3234,0.496323,52.4693
34.904,0.397358,42.0042
25.1293,0.599694,48.9871
33.2762,0.519193,52.3349
34.4414,0.375861,42.9343
42.2214,0.438767,48.671
32.9312,0.503096,41.053
31.3234,0.496323,52.4693
22.8412,0.486934,41.4953
30.3941,0.407721,42.7534
32.0614,0.477571,48.0225
32.2838,0.520971,51.8993
28.6681,0.478657,40.0284
31.3234,0.496323,52.4693
29.2606,0.464152,48.8957
31.367,0.474299,46.8028
25.1293,0.599694,48.9871
30.3941,0.407721,42.7534
