g_mean,d_mean,P0_mean
37.2702,0.42152,41.3762
33.2762,0.519193,52.3349
33.2762,0.519193,52.3349
36.6752,0.399642,52.468
37.3251,0.44011,43.0246
30.0889,0.460936,49.0167
36.8261,0.40756,41.3465
37.2702,0.42152,41.3762
37.6696,0.373825,42.4008
33.2762,0.519193,52.3349
37.2702,0.42152,41.3762
34.4504,0.358931,35.9231
52.3774,0.430515,47.799
37.2702,0.42152,41.3762
39.7081,0.450181,38.6416
36.8261,0.40756,41.3465
39.7081,0.450181,38.6416
33.2762,0.519193,52.3349
37.2702,0.42152,41.3762
37.8849,0.41217,32.7267
42.2214,0.438767,48.671
34.4504,0.35893099999999994,35.9231
37.8849,0.41217,32.7267
36.2356,0.407211,43.8532
32.1933,0.387967,43.4272
32.9312,0.503096,41.053
38.6246,0.350964,47.5548
37.2702,0.42152,41.3762
47.16479999999999,0.423081,38.7106
38.6246,0.350964,47.5548
34.4504,0.358931,35.9231
52.3774,0.430515,47.799
52.3774,0.430515,47.799
32.1933,0.387967,43.4272
34.904,0.397358,42.0042
35.5456,0.434081,45.478
41.1178,0.456898,34.4541
37.2702,0.42152,41.3762
37.8849,0.41217,32.7267
37.3888,0.487203,43.4648
37.3251,0.44011,43.0246
37.0938,0.409236,39.3333
34.4504,0.358931,35.9231
37.2702,0.42152,41.3762
32.1933,0.387967,43.4272
37.3888,0.487203,43.4648
39.32,0.383745,31.5524
37.0938,0.409236,39.3333
37.8849,0.41217,32.7267
30.0889,0.460936,49.0167
37.3251,0.44011,43.0246
41.587,0.432112,45.8918
34.4504,0.358931,35.9231
37.3251,0.44011,43.0246
37.2702,0.42152,41.3762
37.3983,0.355357,35.2667
37.3251,0.44011,43.0246
37.0938,0.409236,39.3333
38.6246,0.350964,47.5548
35.5456,0.434081,45.478
41.587,0.432112,45.8918
37.3888,0.487203,43.4648
37.0938,0.409236,39.3333
32.1933,0.387967,43.4272
37.3251,0.44011,43.0246
39.7081,0.450181,38.6416
38.9869,0.426648,47.0275
38.0056,0.396585,51.0455
37.3888,0.487203,43.4648
37.3888,0.487203,43.4648
33.2762,0.519193,52.3349
37.3888,0.487203,43.4648
34.904,0.397358,42.0042
37.6696,0.373825,42.4008
32.1933,0.387967,43.4272
34.904,0.397358,42.0042
36.8261,0.40756,41.3465
30.4042,0.492602,41.6671
37.3888,0.487203,43.4648
33.2762,0.519193,52.3349
43.5342,0.399484,33.3972
30.5871,0.459807,52.9256
36.2786,0.373476,44.7898
37.2702,0.42152,41.3762
33.2762,0.519193,52.3349
41.3366,0.366322,37.9164
47.0262,0.442329,44.3844
39.7081,0.450181,38.6416
37.8849,0.41217,32.7267
37.3983,0.355357,35.2667
37.2702,0.42152,41.3762
33.5847,0.430577,49.7173
37.3888,0.487203,43.4648
33.5847,0.430577,49.7173
36.8261,0.40756,41.3465
37.2702,0.42152,41.3762
34.4504,0.358931,35.9231
32.1933,0.387967,43.4272
34.904,0.397358,42.0042
37.0938,0.409236,39.3333
36.2356,0.407211,43.8532
33.0817,0.464085,40.165
35.5456,0.434081,45.478
52.3774,0.430515,47.799
33.0817,0.464085,40.165
41.3366,0.366322,37.9164
38.6246,0.350964,47.5548
36.2786,0.373476,44.7898
34.4504,0.358931,35.9231
31.9795,0.39276,48.1588
37.0938,0.409236,39.3333
37.3251,0.44011,43.0246
30.0889,0.460936,49.0167
36.8261,0.40756,41.3465
47.0262,0.442329,44.3844
33.2762,0.519193,52.3349
35.6655,0.356366,29.9289
43.2777,0.41206000000000004,53.18800000000001
37.3888,0.487203,43.4648
37.3888,0.487203,43.4648
35.6955,0.388358,54.8848
33.2762,0.519193,52.3349
39.7081,0.450181,38.6416
41.5915,0.42054,39.6316
43.2517,0.403477,55.2112
37.3251,0.44011,43.0246
37.3888,0.487203,43.4648
37.3888,0.487203,43.4648
33.2762,0.519193,52.3349
37.3888,0.487203,43.4648
37.0938,0.409236,39.3333
32.4017,0.438757,36.6693
34.4504,0.358931,35.9231
38.0056,0.396585,51.0455
34.4504,0.358931,35.9231
38.0056,0.396585,51.0455
32.0614,0.477571,48.0225
41.1178,0.456898,34.4541
38.0056,0.396585,51.0455
32.1933,0.387967,43.4272
41.1178,0.456898,34.4541
37.3888,0.487203,43.4648
34.4504,0.358931,35.9231
37.8849,0.41217,32.7267
39.7081,0.450181,38.6416
39.6226,0.396619,32.8338
52.3774,0.430515,47.799
36.7419,0.383005,32.8771
36.8261,0.40756,41.3465
32.1933,0.387967,43.4272
34.5803,0.352566,47.4996
32.1933,0.387967,43.4272
37.2702,0.42152,41.3762
43.5342,0.399484,33.3972
38.9869,0.426648,47.0275
33.2762,0.519193,52.3349
36.2786,0.373476,44.7898
50.0894,0.412099,44.1162
36.8261,0.40756,41.3465
37.0938,0.409236,39.3333
42.2214,0.438767,48.671
43.2777,0.41206,53.188
33.2762,0.519193,52.3349
37.3983,0.355357,35.2667
33.2762,0.519193,52.3349
34.5803,0.352566,47.4996
37.3888,0.487203,43.4648
33.2762,0.519193,52.3349
30.7854,0.460142,37.914
39.32,0.383745,31.5524
32.1933,0.387967,43.4272
36.8261,0.40756,41.3465
39.7081,0.450181,38.6416
32.1933,0.387967,43.4272
39.7081,0.450181,38.6416
37.8849,0.41217,32.7267
37.3888,0.487203,43.4648
32.1933,0.387967,43.4272
39.7081,0.450181,38.6416
37.3888,0.487203,43.4648
28.3395,0.517673,39.2745
37.3251,0.44011,43.0246
30.0889,0.460936,49.0167
37.2702,0.42152,41.3762
41.587,0.432112,45.8918
39.7081,0.450181,38.6416
37.6696,0.373825,42.4008
37.8849,0.41217,32.7267
38.9869,0.426648,47.0275
37.3888,0.487203,43.4648
35.9598,0.3575,33.0661
37.2702,0.42152,41.3762
32.1933,0.387967,43.4272
43.3611,0.477112,51.2882
39.7081,0.450181,38.6416
29.9482,0.454225,34.9564
36.8261,0.40756,41.3465
38.0056,0.396585,51.0455
37.8849,0.41217,32.7267
37.3888,0.487203,43.4648
34.9332,0.402203,35.7463
36.8261,0.40756,41.3465
33.2762,0.519193,52.3349
39.368,0.427242,41.6653
36.2786,0.373476,44.7898
38.9869,0.426648,47.0275
37.3983,0.355357,35.2667
37.3888,0.487203,43.4648
34.4504,0.358931,35.9231
37.3888,0.487203,43.4648
37.0938,0.409236,39.3333
37.2702,0.42152,41.3762
41.5915,0.4205400000000001,39.6316
37.3251,0.44011,43.0246
39.368,0.427242,41.6653
37.3888,0.487203,43.4648
34.5803,0.352566,47.4996
37.0938,0.409236,39.3333
37.6696,0.373825,42.4008
37.3983,0.355357,35.2667
48.6029,0.464231,45.6048
32.1933,0.387967,43.4272
36.2786,0.373476,44.7898
38.152,0.385972,50.7533
43.0288,0.380531,47.32489999999999
43.0288,0.380531,47.3249
38.152,0.385972,50.7533
32.1933,0.387967,43.4272
36.8261,0.40756,41.3465
35.5456,0.434081,45.478
39.7081,0.450181,38.6416
32.1933,0.387967,43.4272
39.3263,0.390375,27.2226
37.3888,0.487203,43.4648
37.3888,0.487203,43.4648
37.3888,0.487203,43.4648
41.3366,0.366322,37.9164
37.3983,0.355357,35.2667
39.7081,0.450181,38.6416
39.368,0.427242,41.6653
34.4504,0.358931,35.9231
37.3888,0.487203,43.4648
36.8261,0.40756,41.3465
32.1933,0.387967,43.4272
37.6696,0.373825,42.4008
33.2762,0.519193,52.3349
41.587,0.432112,45.8918
33.2762,0.519193,52.3349
43.0288,0.380531,47.3249
37.3983,0.355357,35.2667
30.7854,0.460142,37.914
37.3251,0.44011,43.0246
39.5081,0.409091,57.8456
50.2249,0.394579,38.3198
37.6696,0.373825,42.4008
38.9869,0.426648,47.0275
47.0262,0.442329,44.3844
37.3251,0.44011,43.0246
39.7081,0.450181,38.6416
37.3888,0.487203,43.4648
37.6696,0.373825,42.4008
39.7081,0.450181,38.6416
37.2702,0.42152,41.3762
36.8261,0.40756,41.3465
37.8849,0.41217,32.7267
39.7081,0.450181,38.6416
33.2762,0.519193,52.3349
37.2702,0.42152,41.3762
38.152,0.385972,50.7533
37.0938,0.409236,39.3333
41.3353,0.389544,35.5017
36.8261,0.40756,41.3465
33.2762,0.519193,52.3349
30.0889,0.460936,49.0167
43.0288,0.380531,47.3249
38.0056,0.396585,51.0455
43.3611,0.477112,51.2882
37.3251,0.44011,43.0246
37.2702,0.42152,41.3762
38.263,0.371973,45.6094
39.7081,0.450181,38.6416
32.1933,0.387967,43.4272
33.0817,0.464085,40.165
37.2702,0.42152,41.3762
47.0262,0.442329,44.3844
37.0938,0.409236,39.3333
41.3366,0.366322,37.9164
37.0938,0.409236,39.3333
33.2762,0.519193,52.3349
37.3888,0.487203,43.4648
41.5915,0.42054,39.6316
41.5915,0.42054,39.6316
36.2786,0.373476,44.7898
37.0938,0.409236,39.3333
37.2702,0.42152,41.3762
38.6246,0.350964,47.5548
32.9312,0.503096,41.053
37.2702,0.42152,41.3762
32.1933,0.387967,43.4272
35.9598,0.3575,33.0661
31.9795,0.39276,48.1588
43.5342,0.399484,33.3972
34.5803,0.352566,47.4996
39.7081,0.450181,38.6416
32.1933,0.387967,43.4272
34.4504,0.358931,35.9231
32.1933,0.387967,43.4272
37.3888,0.487203,43.4648
33.2762,0.519193,52.3349
37.3251,0.44011,43.0246
33.5847,0.430577,49.7173
37.2702,0.42152,41.3762
37.3888,0.487203,43.4648
37.6696,0.373825,42.4008
37.2702,0.42152,41.3762
41.5915,0.42054,39.6316
39.7081,0.450181,38.6416
41.1178,0.456898,34.4541
37.3888,0.487203,43.4648
38.0056,0.396585,51.0455
33.2762,0.519193,52.3349
37.6696,0.373825,42.4008
37.0938,0.409236,39.3333
32.1933,0.387967,43.4272
52.3774,0.430515,47.799
37.6696,0.373825,42.4008
38.9033,0.380914,38.694
36.8261,0.40756,41.3465
36.2356,0.407211,43.8532
37.3888,0.487203,43.4648
36.8261,0.40756,41.3465
34.4504,0.358931,35.9231
32.1933,0.387967,43.4272
39.6226,0.396619,32.8338
33.2762,0.519193,52.3349
32.9312,0.503096,41.053
35.5456,0.434081,45.478
35.6629,0.325225,42.9882
36.6752,0.399642,52.468
39.0514,0.395208,20.4047
33.2762,0.519193,52.3349
37.6696,0.373825,42.4008
35.6629,0.325225,42.9882
37.3251,0.44011,43.0246
33.0817,0.464085,40.165
33.2762,0.519193,52.3349
37.3888,0.487203,43.4648
37.0938,0.409236,39.3333
33.2762,0.519193,52.3349
41.3353,0.38954400000000006,35.5017
32.1933,0.387967,43.4272
29.6254,0.520171,48.4005
38.152,0.385972,50.7533
37.3983,0.355357,35.2667
34.904,0.397358,42.0042
38.9869,0.426648,47.0275
41.587,0.432112,45.8918
43.5342,0.399484,33.3972
37.2702,0.42152,41.3762
39.7081,0.450181,38.6416
36.2786,0.373476,44.7898
36.2786,0.373476,44.7898
34.5803,0.352566,47.4996
47.0262,0.442329,44.3844
38.6246,0.350964,47.5548
36.8634,0.417139,49.771
38.0056,0.396585,51.0455
37.0938,0.409236,39.3333
43.5342,0.399484,33.3972
36.8261,0.40756,41.3465
39.6226,0.396619,32.8338
37.3983,0.355357,35.2667
30.0889,0.460936,49.0167
52.3774,0.430515,47.799
33.821,0.338376,39.7768
39.6226,0.396619,32.8338
39.7081,0.450181,38.6416
36.6752,0.399642,52.468
37.2702,0.42152,41.3762
37.3888,0.487203,43.4648
34.4504,0.358931,35.9231
38.152,0.385972,50.7533
33.0817,0.464085,40.165
33.2762,0.519193,52.3349
37.3983,0.355357,35.2667
37.3888,0.487203,43.4648
38.0056,0.396585,51.0455
37.6696,0.373825,42.4008
33.5847,0.430577,49.7173
32.4017,0.438757,36.6693
34.4504,0.35893099999999994,35.9231
36.8261,0.40756,41.3465
35.5456,0.434081,45.478
39.7081,0.450181,38.6416
41.3366,0.366322,37.9164
37.3983,0.355357,35.2667
32.1933,0.387967,43.4272
37.3888,0.487203,43.4648
