g_mean,d_mean,P0_mean
42.8484,0.370523,44.4513
57.9025,0.420567,57.5488
48.6149,0.438508,52.8502
70.9144,0.537047,52.2821
56.39,0.376053,42.3526
62.4246,0.439093,54.0353
62.4246,0.439093,54.0353
64.7623,0.460944,61.1294
50.8336,0.305657,32.6765
43.2777,0.41206,53.188
47.0262,0.442329,44.3844
62.4246,0.439093,54.0353
56.39,0.376053,42.3526
48.6029,0.464231,45.6048
56.39,0.376053,42.3526
64.258,0.472154,44.1802
64.258,0.472154,44.1802
50.8336,0.305657,32.6765
48.6029,0.464231,45.6048
56.39,0.376053,42.3526
70.9144,0.537047,52.2821
42.9783,0.372162,48.2309
50.0894,0.412099,44.1162
62.4246,0.439093,54.0353
64.258,0.472154,44.1802
64.7623,0.460944,61.1294
64.258,0.472154,44.1802
64.258,0.472154,44.1802
48.6149,0.438508,52.8502
47.7891,0.439283,63.3424
50.0894,0.412099,44.1162
62.4246,0.439093,54.0353
70.9144,0.537047,52.2821
57.9025,0.420567,57.5488
43.0288,0.380531,47.3249
48.6029,0.464231,45.6048
56.39000000000001,0.376053,42.3526
48.6029,0.464231,45.6048
50.8336,0.305657,32.6765
62.4246,0.439093,54.0353
47.0262,0.442329,44.3844
41.5915,0.42054,39.6316
50.0894,0.412099,44.1162
35.6955,0.388358,54.8848
47.0262,0.442329,44.3844
64.7623,0.460944,61.1294
52.3774,0.430515,47.799
57.9025,0.420567,57.5488
62.4246,0.439093,54.0353
41.9228,0.399778,46.3849
57.9025,0.420567,57.5488
41.9228,0.399778,46.384899999999995
43.2517,0.403477,55.2112
70.9144,0.537047,52.2821
64.7623,0.460944,61.1294
62.4246,0.439093,54.0353
41.587,0.432112,45.8918
47.0262,0.442329,44.3844
48.6029,0.464231,45.6048
47.0262,0.442329,44.3844
62.4246,0.439093,54.0353
50.8336,0.305657,32.6765
42.9783,0.372162,48.2309
64.258,0.472154,44.1802
62.4246,0.439093,54.0353
64.258,0.472154,44.1802
57.9025,0.420567,57.5488
38.6781,0.458811,50.7312
57.9025,0.420567,57.5488
62.4246,0.439093,54.0353
50.8336,0.305657,32.6765
39.3466,0.449437,65.8758
50.0894,0.412099,44.1162
62.4246,0.439093,54.0353
48.6029,0.464231,45.6048
43.2777,0.41206000000000004,53.18800000000001
43.2517,0.403477,55.2112
43.2777,0.41206,53.188
57.9025,0.420567,57.5488
56.39,0.376053,42.3526
56.5091,0.462574,40.787
47.0262,0.442329,44.3844
62.4246,0.439093,54.0353
57.9025,0.420567,57.5488
52.3774,0.430515,47.799
62.4246,0.439093,54.0353
57.9025,0.420567,57.5488
64.258,0.472154,44.18019999999999
62.4246,0.439093,54.0353
42.8484,0.370523,44.4513
31.3234,0.496323,52.4693
64.258,0.472154,44.1802
62.4246,0.439093,54.0353
70.9144,0.537047,52.2821
57.9025,0.420567,57.5488
57.9025,0.420567,57.5488
70.9144,0.537047,52.2821
57.9025,0.420567,57.5488
43.3611,0.477112,51.2882
62.4246,0.439093,54.03529999999999
38.6781,0.458811,50.7312
52.3774,0.430515,47.799
50.2249,0.394579,38.3198
50.0894,0.412099,44.1162
43.0288,0.380531,47.3249
48.6029,0.464231,45.6048
56.39,0.376053,42.3526
56.39,0.376053,42.3526
62.4246,0.439093,54.0353
62.4246,0.439093,54.0353
62.4246,0.439093,54.0353
47.0262,0.442329,44.3844
48.6149,0.43850799999999995,52.8502
57.9025,0.420567,57.5488
42.8484,0.370523,44.4513
62.4246,0.439093,54.0353
70.9144,0.537047,52.2821
64.258,0.472154,44.1802
48.6149,0.438508,52.8502
52.3774,0.430515,47.799
48.6149,0.438508,52.8502
62.4246,0.439093,54.0353
64.258,0.472154,44.1802
50.8336,0.305657,32.6765
48.6029,0.464231,45.6048
43.3611,0.477112,51.2882
56.39,0.376053,42.3526
47.0262,0.442329,44.3844
62.4246,0.439093,54.0353
39.5081,0.409091,57.8456
52.3774,0.430515,47.799
52.3774,0.430515,47.799
52.3774,0.430515,47.799
64.258,0.472154,44.1802
40.4573,0.436498,58.9818
49.3605,0.314377,53.3324
62.4246,0.439093,54.0353
42.8484,0.370523,44.4513
62.4246,0.439093,54.0353
48.6029,0.464231,45.6048
62.4246,0.439093,54.0353
48.6029,0.464231,45.6048
48.6149,0.43850799999999995,52.8502
41.9228,0.399778,46.3849
43.2517,0.403477,55.2112
67.4572,0.47655,34.8615
48.6029,0.464231,45.6048
62.4246,0.439093,54.0353
42.9783,0.372162,48.2309
62.4246,0.439093,54.0353
64.7623,0.460944,61.1294
62.4246,0.439093,54.0353
29.9268,0.475704,56.3477
48.6029,0.464231,45.6048
48.6029,0.464231,45.6048
64.258,0.472154,44.1802
42.9783,0.372162,48.2309
50.0894,0.412099,44.1162
57.9025,0.420567,57.5488
43.2517,0.403477,55.2112
52.3774,0.430515,47.799
64.7623,0.460944,61.1294
64.258,0.472154,44.1802
48.6029,0.464231,45.6048
56.39,0.376053,42.3526
41.9228,0.399778,46.3849
70.9144,0.537047,52.2821
64.7623,0.460944,61.1294
48.6029,0.464231,45.6048
67.4572,0.47655,34.8615
48.6029,0.464231,45.6048
43.2777,0.41206,53.188
41.1615,0.380251,51.756
48.6029,0.464231,45.6048
64.258,0.472154,44.1802
56.39,0.376053,42.3526
48.6149,0.438508,52.8502
70.9144,0.537047,52.2821
43.0288,0.380531,47.3249
35.6955,0.388358,54.8848
50.8336,0.305657,32.6765
43.0288,0.380531,47.3249
64.258,0.472154,44.1802
42.9783,0.372162,48.2309
57.9025,0.420567,57.5488
64.258,0.472154,44.1802
56.39,0.376053,42.3526
56.5091,0.462574,40.787
48.6149,0.438508,52.8502
42.9783,0.37216200000000005,48.2309
48.6149,0.438508,52.8502
48.6029,0.464231,45.60479999999999
56.5091,0.462574,40.787
56.39,0.376053,42.3526
62.4246,0.439093,54.0353
43.0288,0.380531,47.3249
42.9783,0.372162,48.2309
57.9025,0.420567,57.5488
62.4246,0.439093,54.0353
56.39,0.376053,42.3526
62.4246,0.439093,54.0353
50.8336,0.305657,32.6765
56.39,0.376053,42.3526
57.9025,0.420567,57.5488
43.2517,0.403477,55.2112
57.9025,0.420567,57.5488
50.0894,0.412099,44.1162
49.3605,0.314377,53.3324
50.8336,0.305657,32.6765
43.3611,0.477112,51.2882
64.258,0.472154,44.1802
48.6029,0.464231,45.6048
57.9025,0.420567,57.5488
64.258,0.472154,44.1802
48.6029,0.464231,45.6048
42.2214,0.438767,48.671
64.7623,0.460944,61.1294
48.6029,0.464231,45.6048
30.8164,0.454588,55.852
52.3774,0.430515,47.799
64.258,0.472154,44.1802
64.258,0.472154,44.1802
50.0894,0.412099,44.1162
57.9025,0.420567,57.5488
50.8336,0.305657,32.6765
43.3611,0.477112,51.2882
67.4572,0.47655,34.8615
62.4246,0.439093,54.0353
64.258,0.472154,44.1802
48.6029,0.464231,45.60479999999999
62.4246,0.439093,54.0353
56.39,0.376053,42.3526
47.0262,0.442329,44.3844
62.4246,0.439093,54.0353
31.367,0.474299,46.8028
64.7623,0.460944,61.1294
48.6149,0.438508,52.8502
56.39,0.376053,42.3526
38.6246,0.350964,47.5548
64.7623,0.460944,61.1294
62.4246,0.439093,54.0353
56.5091,0.462574,40.787
57.9025,0.420567,57.5488
56.39,0.376053,42.3526
43.2777,0.41206,53.188
56.39,0.376053,42.3526
42.9783,0.372162,48.2309
42.8484,0.370523,44.4513
62.4246,0.439093,54.0353
50.8336,0.305657,32.6765
56.39,0.376053,42.3526
62.4246,0.439093,54.0353
57.9025,0.420567,57.5488
62.4246,0.439093,54.0353
50.0894,0.412099,44.1162
70.9144,0.537047,52.2821
52.3774,0.430515,47.799
56.39,0.376053,42.3526
57.9025,0.420567,57.5488
50.8336,0.305657,32.6765
43.3611,0.477112,51.288199999999996
47.3611,0.43723,61.5736
48.6149,0.438508,52.8502
42.8484,0.370523,44.4513
41.5915,0.42054,39.6316
62.4246,0.439093,54.0353
64.7623,0.460944,61.1294
62.4246,0.439093,54.0353
48.6149,0.438508,52.8502
43.2777,0.41206,53.188
43.3611,0.477112,51.2882
42.2214,0.438767,48.671
50.8336,0.305657,32.6765
62.4246,0.439093,54.0353
64.258,0.472154,44.1802
50.2249,0.394579,38.3198
56.39,0.376053,42.3526
42.9783,0.372162,48.2309
50.8336,0.305657,32.6765
42.8484,0.370523,44.4513
49.3605,0.314377,53.3324
56.39,0.376053,42.3526
57.9025,0.420567,57.5488
70.9144,0.537047,52.2821
62.4246,0.439093,54.0353
43.5589,0.386604,57.4492
62.4246,0.439093,54.0353
62.4246,0.439093,54.0353
64.7623,0.460944,61.1294
64.258,0.472154,44.1802
56.39,0.376053,42.3526
64.258,0.472154,44.18019999999999
38.6246,0.350964,47.5548
64.258,0.472154,44.1802
56.39,0.376053,42.3526
62.4246,0.439093,54.0353
50.8336,0.305657,32.6765
42.8484,0.370523,44.4513
48.6149,0.438508,52.8502
42.8484,0.370523,44.4513
57.9025,0.420567,57.5488
43.0288,0.380531,47.3249
64.258,0.472154,44.1802
47.3611,0.43723,61.5736
62.4246,0.439093,54.0353
43.5589,0.386604,57.4492
43.0288,0.380531,47.3249
48.6029,0.464231,45.6048
48.6029,0.464231,45.6048
64.7623,0.460944,61.1294
47.0262,0.442329,44.3844
56.39,0.376053,42.3526
57.9025,0.420567,57.5488
47.0262,0.442329,44.3844
64.7623,0.460944,61.1294
50.8336,0.305657,32.6765
41.1615,0.38025100000000006,51.756
38.6246,0.350964,47.5548
62.4246,0.439093,54.0353
56.5091,0.462574,40.787
70.9144,0.537047,52.2821
56.39,0.376053,42.3526
43.0288,0.380531,47.3249
70.9144,0.537047,52.2821
62.4246,0.439093,54.0353
41.587,0.432112,45.8918
42.9783,0.372162,48.2309
47.0262,0.442329,44.3844
62.4246,0.439093,54.0353
64.258,0.472154,44.1802
62.4246,0.439093,54.0353
48.6149,0.438508,52.8502
42.9783,0.372162,48.2309
38.6246,0.350964,47.5548
48.6029,0.464231,45.6048
62.4246,0.439093,54.0353
62.4246,0.439093,54.0353
64.7623,0.460944,61.1294
56.39,0.376053,42.3526
42.9783,0.372162,48.2309
39.5081,0.409091,57.8456
56.5091,0.462574,40.787
50.8336,0.305657,32.6765
62.4246,0.439093,54.0353
67.4572,0.47655,34.8615
62.4246,0.439093,54.0353
48.6029,0.464231,45.6048
50.0894,0.412099,44.1162
56.39,0.376053,42.3526
48.6149,0.438508,52.8502
62.4246,0.439093,54.0353
48.6149,0.43850799999999995,52.8502
50.0894,0.412099,44.1162
52.3774,0.430515,47.799
57.9025,0.420567,57.5488
47.0262,0.442329,44.3844
43.2517,0.403477,55.2112
43.0288,0.380531,47.3249
42.8484,0.370523,44.4513
56.39,0.376053,42.3526
64.7623,0.460944,61.1294
43.2777,0.41206,53.188
48.6149,0.438508,52.8502
35.6629,0.325225,42.9882
47.0262,0.442329,44.3844
57.9025,0.420567,57.5488
50.8336,0.305657,32.6765
50.0894,0.412099,44.1162
52.3774,0.430515,47.799
42.9783,0.372162,48.2309
62.4246,0.439093,54.0353
62.4246,0.439093,54.0353
48.6149,0.438508,52.8502
42.9783,0.372162,48.2309
49.3605,0.314377,53.3324
43.0288,0.380531,47.3249
43.3611,0.477112,51.2882
67.4572,0.47655,34.8615
70.9144,0.537047,52.2821
64.258,0.472154,44.1802
42.9783,0.372162,48.2309
56.39,0.376053,42.3526
56.39,0.376053,42.3526
62.4246,0.439093,54.0353
52.3774,0.430515,47.799
62.4246,0.439093,54.0353
64.258,0.472154,44.18019999999999
41.587,0.432112,45.89180000000001
42.8484,0.370523,44.4513
64.7623,0.460944,61.1294
43.0288,0.380531,47.3249
48.6149,0.438508,52.8502
62.4246,0.439093,54.0353
56.39,0.376053,42.3526
52.3774,0.430515,47.799
64.7623,0.460944,61.1294
50.8336,0.305657,32.6765
48.6149,0.438508,52.8502
57.9025,0.420567,57.5488
62.4246,0.439093,54.0353
42.9783,0.372162,48.2309
42.8484,0.370523,44.4513
64.7623,0.460944,61.1294
50.8336,0.305657,32.6765
62.4246,0.439093,54.0353
47.0262,0.442329,44.3844
42.8484,0.370523,44.4513
52.3774,0.430515,47.799
43.0288,0.380531,47.3249
38.6246,0.350964,47.5548
52.3774,0.430515,47.799
62.4246,0.439093,54.0353
57.9025,0.42056699999999997,57.5488
52.3774,0.430515,47.799
52.3774,0.430515,47.799
47.3611,0.43723,61.5736
62.4246,0.439093,54.0353
50.8336,0.305657,32.6765
67.4572,0.47655,34.8615
43.3611,0.477112,51.2882
38.6781,0.458811,50.7312
50.8336,0.305657,32.6765
64.258,0.472154,44.1802
62.4246,0.439093,54.0353
62.4246,0.439093,54.0353
42.8484,0.370523,44.4513
43.3611,0.477112,51.288199999999996
64.7623,0.460944,61.1294
57.9025,0.420567,57.5488
62.4246,0.439093,54.0353
42.9783,0.372162,48.2309
52.3774,0.430515,47.799
70.9144,0.537047,52.2821
56.39,0.376053,42.3526
50.8336,0.305657,32.6765
64.258,0.472154,44.1802
64.7623,0.460944,61.1294
42.2214,0.438767,48.671
43.2777,0.41206000000000004,53.18800000000001
48.6029,0.464231,45.6048
43.2517,0.403477,55.2112
62.4246,0.439093,54.0353
43.0288,0.380531,47.3249
50.0894,0.412099,44.1162
42.8484,0.370523,44.4513
50.8336,0.305657,32.6765
56.39000000000001,0.376053,42.3526
52.3774,0.430515,47.799
57.9025,0.420567,57.5488
52.3774,0.430515,47.799
64.258,0.472154,44.1802
64.7623,0.460944,61.1294
42.2214,0.438767,48.671
43.3611,0.477112,51.2882
50.8336,0.305657,32.6765
41.9228,0.399778,46.3849
42.9783,0.372162,48.2309
64.258,0.472154,44.18019999999999
48.6029,0.464231,45.6048
64.7623,0.460944,61.1294
42.8484,0.370523,44.4513
70.9144,0.537047,52.2821
39.368,0.427242,41.6653
30.0889,0.460936,49.0167
48.6029,0.464231,45.6048
43.5589,0.386604,57.4492
62.4246,0.439093,54.0353
41.5915,0.42054,39.6316
62.4246,0.439093,54.0353
62.4246,0.439093,54.0353
41.1615,0.380251,51.756
42.9783,0.372162,48.2309
57.9025,0.420567,57.5488
48.6149,0.438508,52.8502
64.258,0.472154,44.1802
52.3774,0.430515,47.799
70.9144,0.537047,52.2821
43.0288,0.380531,47.3249
42.9783,0.372162,48.2309
42.9783,0.372162,48.2309
42.8484,0.370523,44.4513
43.3611,0.477112,51.2882
64.258,0.472154,44.18019999999999
62.4246,0.439093,54.0353
64.7623,0.460944,61.1294
62.4246,0.439093,54.0353
56.5091,0.462574,40.787
47.0262,0.442329,44.3844
57.9025,0.420567,57.5488
56.39,0.376053,42.3526
50.0894,0.412099,44.1162
48.6029,0.464231,45.6048
64.258,0.472154,44.1802
64.258,0.472154,44.1802
62.4246,0.439093,54.0353
41.587,0.432112,45.8918
64.7623,0.460944,61.1294
48.6029,0.464231,45.6048
50.2249,0.394579,38.3198
49.3605,0.314377,53.3324
