g_pop,0.000752197,0.000531033,-7.44355e-05,-5.95191e-05,2.43426e-05,4.0177e-05,-0.000161086,2.56271e-06
d_pop,0.000531033,0.000837975,-6.60747e-05,-4.2565e-05,7.43288e-06,3.49717e-05,-0.000195633,3.36887e-06
P0_pop,-7.44355e-05,-6.60747e-05,0.000929525,4.04181e-06,9.40703e-06,-9.91955e-05,0.000348978,-4.05539e-06
omega_g,-5.95191e-05,-4.2565e-05,4.04181e-06,0.000326696,-6.56479e-05,-1.2954e-05,-0.000115472,-1.90567e-06
omega_d,2.43426e-05,7.43288e-06,9.40703e-06,-6.56479e-05,0.000488534,-5.83842e-06,-0.000271692,-7.1482e-06
omega_P0,4.0177e-05,3.49717e-05,-9.91955e-05,-1.2954e-05,-5.83842e-06,0.000594722,-0.000827259,8.69067e-06
a,-0.000161086,-0.000195633,0.000348978,-0.000115472,-0.000271692,-0.000827259,0.253374,-0.00350795
b,2.56271e-06,3.36887e-06,-4.05539e-06,-1.90567e-06,-7.1482e-06,8.69067e-06,-0.00350795,5.74113e-05
